"GM18558","GM18960","GM19240","Guchi","Jaqo","Jingjing"
"MER85",122,45,90,109,109,13
"MER87",27,36,10,44,42,14
"MER87B",62,34,64,84,147,8
"MER88",7,9,0,41,115,2
"MER89-int",58,44,19,58,35,22
"MER89",183,154,100,155,248,71
"MER8",263,172,38,127,176,64
"MER90",154,69,76,160,232,44
"MER90a",191,117,129,352,413,40
"MER91A",446,188,167,351,514,265
"MER91B",190,80,41,37,66,12
"MER91C",91,51,77,141,134,188
"MER92A",2,0,0,9,9,0
"MER92B",233,108,39,53,141,52
"MER92C",11,4,0,9,6,9
"MER94",358,170,179,267,370,164
"MER94B",49,22,0,42,62,31
"MER95",43,35,2,4,19,9
"MER96",72,42,20,53,82,76
"MER96B",126,39,69,384,475,19
"MER97a",4,1,15,22,57,6
"MER97b",6,4,0,52,24,23
"MER97c",24,8,0,7,18,3
"MER97d",28,17,29,31,37,12
"MER99",26,18,27,22,16,1
"MER9B",1,0,0,1,0,0
"MER9a1",73,33,24,177,88,17
"MER9a2",164,106,151,21,25,34
"MER9a3",70,20,57,227,231,27
"MERX",26,22,54,113,169,23
"MIR3",12354,5850,5873,10305,14533,10111
"MIR",22103,10581,8754,20846,29873,17513
"MIRb",28686,12999,12611,29050,37947,30106
"MIRc",13546,6330,4937,11617,17786,13199
"MLT-int",85,38,37,25,30,1
"MLT1-int",12,6,0,23,16,0
"MLT1A-int",33,16,0,78,70,62
"MLT1A0-int",57,40,10,79,186,29
"MLT1A0",1778,960,792,3144,4111,2089
"MLT1A1-int",42,17,9,319,456,56
"MLT1A1",752,399,428,1276,1452,587
"MLT1A",776,484,382,1492,1720,1435
"MLT1B-int",203,88,164,30,75,5
"MLT1B",2388,1445,1104,1904,2933,1182
"MLT1C-int",103,49,0,5,2,0
"MLT1C",2929,1320,1046,1385,1433,479
"MLT1D-int",51,25,14,84,54,33
"MLT1D",2636,1247,1137,3698,4679,6654
"MLT1E-int",0,0,0,0,0,0
"MLT1E1-int",2,6,0,0,0,18
"MLT1E1",129,55,5,138,90,15
"MLT1E1A-int",10,2,0,9,20,0
"MLT1E1A",308,122,35,642,754,253
"MLT1E2-int",9,11,0,22,58,26
"MLT1E2",558,319,375,583,742,326
"MLT1E3-int",8,31,0,0,10,0
"MLT1E3",214,102,4,178,210,50
"MLT1E",73,29,46,406,82,93
"MLT1F-int",120,62,103,34,85,9
"MLT1F1-int",155,35,14,12,9,0
"MLT1F1",647,325,329,401,680,120
"MLT1F2-int",41,12,26,56,87,17
"MLT1F2",895,443,170,959,1238,657
"MLT1F",652,341,313,696,815,300
"MLT1G-int",141,51,8,22,17,13
"MLT1G1-int",10,12,0,11,15,11
"MLT1G1",245,177,160,612,782,304
"MLT1G3-int",9,6,0,27,90,9
"MLT1G3",312,122,94,239,323,366
"MLT1G",349,183,81,418,546,242
"MLT1H-int",62,45,56,1067,878,1101
"MLT1H1-int",12,10,20,13,30,11
"MLT1H1",319,219,128,447,558,71
"MLT1H2-int",19,9,6,51,16,0
"MLT1H2",319,165,52,476,698,131
"MLT1H",903,496,378,1400,1601,558
"MLT1I-int",43,22,5,106,146,50
"MLT1I",851,420,731,1100,1424,760
"MLT1J-int",83,40,61,110,170,71
"MLT1J1-int",19,12,10,45,53,45
"MLT1J1",236,116,135,538,569,233
"MLT1J2-int",60,31,49,102,46,0
"MLT1J2",415,244,300,714,886,262
"MLT1J",2100,1539,1215,1567,2091,1459
"MLT1K-int",6,8,0,0,9,9
"MLT1K",1781,991,999,3159,3760,7517
"MLT1L-int",12,2,13,2,3,7
"MLT1L",1007,495,456,3005,3647,12057
"MLT1M-int",0,0,0,0,0,0
"MLT1M",230,92,172,404,449,136
"MLT1N2-int",2,0,0,0,1,0
"MLT1N2",473,229,136,639,984,319
"MLT2A1",267,137,123,386,474,1230
"MLT2A2",306,214,227,384,400,334
"MLT2B1",260,94,78,627,683,227
"MLT2B2",91,50,21,276,276,84
"MLT2B3",535,297,158,569,863,673
"MLT2B4",407,213,110,3562,3953,7209
"MLT2B5",1,3,8,2,16,2
"MLT2C1",214,92,90,299,490,513
"MLT2C2",98,50,77,158,162,693
"MLT2D",377,113,167,641,689,149
"MLT2E",15,7,0,18,30,13
"MLT2F",99,71,98,254,198,108
"MSR1",75,15,95,90,414,196
"MST-int",2109,1457,521,11,1,20
"MSTA-int",655,322,349,686,881,292
"MSTA",1558,971,991,2165,2554,816
"MSTB-int",139,50,19,569,608,63
"MSTB1-int",23,9,0,27,21,6
"MSTB1",426,287,193,583,907,1002
"MSTB2-int",2,0,0,20,105,0
"MSTB2",108,67,29,157,202,106
"MSTB",741,407,459,1586,2336,1794
"MSTC-int",45,5,0,251,517,343
"MSTC",314,199,100,698,1406,639
"MSTD-int",204,84,94,118,121,119
"MSTD",704,323,365,1176,2357,1066
"MamGyp-int",19,4,0,146,188,51
"MamGypLTR1a",65,36,50,104,87,95
"MamGypLTR1b",94,67,20,333,386,294
"MamGypLTR1c",130,67,19,70,86,18
"MamGypLTR1d",41,14,0,56,98,46
"MamGypLTR2b",34,13,23,144,241,13
"MamGypLTR2c",34,30,47,54,58,43
"MamGypLTR3",42,14,2,99,143,233
"MamRep137",411,207,259,175,289,392
"MamRep1527",59,28,77,164,199,74
"MamRep1879",112,49,68,140,202,505
"MamRep1894",30,31,37,45,105,9
"MamRep38",198,69,105,274,314,444
"MamRep4096",41,17,28,121,104,65
"MamRep434",199,108,35,366,487,485
"MamRep488",26,18,39,18,31,9
"MamRep564",85,45,51,65,71,10
"MamRep605",475,267,182,482,934,556
"Mam_R4",56,87,22,59,44,3
"Merlin1_HS",5,7,0,5,1,0
"ORSL-2a",9,4,4,27,28,4
"ORSL-2b",64,25,0,115,77,21
"ORSL",157,90,64,100,150,67
"PABL_A-int",140,54,34,62,121,8
"PABL_A",97,47,8,26,81,16
"PABL_B-int",36,20,19,53,14,0
"PABL_B",54,46,0,27,21,28
"PRIMA4-int",269,69,97,35,58,14
"PRIMA41-int",131,164,48,120,56,17
"PRIMA4_LTR",42,26,18,52,68,9
"PRIMAX-int",25,11,8,0,0,6
"Plat_L3",485,321,153,448,486,740
"PrimLTR79",34,8,0,0,2,0
"REP522",12,9,8,67,59,0
"Ricksha",59,31,71,21,31,16
"Ricksha_0",45,34,45,27,18,5
"Ricksha_a",6,3,2,12,3,10
"Ricksha_b",18,3,0,11,16,0
"Ricksha_c",69,40,32,23,61,3
"SATR1",129,32,47,352,248,193
"SATR2",45,18,18,115,159,5
"SST1",158,193,88,15,38,0
"SVA_A",186,122,153,1730,1833,1134
"SVA_B",254,160,84,102,190,65
"SVA_C",449,283,113,0,9,0
"SVA_D",951,574,306,112,171,65
"TAR1",6,5,4,4,5,0
"THE1-int",321,165,147,2,28,1
"THE1A-int",607,497,146,550,1134,240
"THE1A",320,177,248,538,1264,220
"THE1B-int",1781,864,688,1451,1636,411
"THE1B",2097,1315,1117,3392,3951,2122
"THE1C-int",525,213,334,388,465,202
"THE1C",830,372,369,2134,2346,1139
"THE1D-int",526,402,320,570,887,274
"THE1D",820,400,480,2262,2474,3113
"Tigger10",170,82,66,191,382,83
"Tigger11a",60,18,41,53,47,106
"Tigger12",44,9,21,112,94,16
"Tigger12A",92,50,81,82,38,32
"Tigger12c",198,78,95,37,40,30
"Tigger13a",485,223,58,621,557,822
"Tigger14a",146,97,2,75,59,9
"Tigger15a",996,467,446,710,993,376
"Tigger16a",49,63,40,2873,4143,11609
"Tigger16b",186,76,116,110,165,5535
"Tigger1",4583,2372,1393,3307,3206,2002
"Tigger1a_Art",54,59,83,34,13,3
"Tigger1a_Mars",5,3,0,3,0,0
"Tigger2",1334,443,297,487,725,352
"Tigger2a",485,242,179,596,525,515
"Tigger2b_Pri",253,142,187,147,136,43
"Tigger3",286,84,62,177,239,50
"Tigger3a",1021,511,390,2436,4682,8412
"Tigger3b",1408,846,715,1056,1533,459
"Tigger3c",381,207,220,316,437,228
"Tigger3d",35,9,15,15,51,0
"Tigger4",280,139,48,407,327,138
"Tigger4a",792,328,499,407,371,76
"Tigger4b",638,330,214,199,182,203
"Tigger5",289,132,104,60,26,11
"Tigger6a",172,81,22,83,118,40
"Tigger6b",33,13,40,17,3,0
"Tigger7",440,275,194,242,455,165
"Tigger8",219,90,7,123,46,11
"Tigger9a",96,81,91,55,48,9
"Tigger9b",73,41,48,58,154,28
"UCON11",0,0,0,0,0,0
"UCON12",0,1,0,8,3,0
"UCON12A",0,0,0,0,0,0
"UCON14",3,4,0,0,0,9
"UCON15",0,0,0,1,0,9
"UCON16",1,1,0,0,0,0
"UCON17",0,0,0,3,16,0
"UCON18",0,0,0,0,6,0
"UCON19",0,0,0,0,7,5
"UCON1",2,0,0,21,51,0
"UCON20",4,1,0,0,6,0
"UCON21",3,1,0,0,1,12
"UCON22",1,1,0,4,4,4
"UCON23",1,0,0,3,1,0
"UCON24",0,0,0,0,2,0
"UCON25",0,0,0,0,1,0
"UCON26",2,2,0,29,33,0
"UCON28a",6,1,0,3,3,6
"UCON28b",6,3,64,0,10,0
"UCON28c",1,1,0,9,14,0
"UCON29",31,34,40,3,16,16
"UCON2",14,8,0,5,11,0
"UCON31",3,1,37,2,9,0
"UCON4",43,54,0,22,62,0
"UCON5",2,0,0,6,9,0
"UCON6",10,0,0,12,9,0
"UCON7",0,0,0,15,54,0
"UCON8",1,0,0,6,5,22
"UCON9",0,1,0,71,189,90
"X1_LINE",3,2,0,3,9,0
"X2_LINE",0,2,0,15,51,8
"X5B_LINE",7,0,0,0,7,0
"X6A_LINE",28,26,22,140,164,47
"X7A_LINE",133,70,35,47,69,17
"X7B_LINE",53,58,8,31,90,0
"X7C_LINE",76,33,0,183,482,491
"X7D_LINE",2,0,0,6,17,3
"X8_LINE",13,4,0,4,11,0
"X9_LINE",1,1,0,2691,3077,2189
"Zaphod2",16,10,19,26,62,2
"Zaphod3",84,28,45,102,118,3
"Zaphod",109,73,46,383,469,153
