"GM18558","GM18960","GM19240","Guchi","Jaqo","Jingjing"
"ENSG00000047188",10.6516502647829,8.73312896684763,16.7186378571879,6.18829748744834,5.63129380551615,8.04031218114574
"ENSG00000123992",55.0335263680452,45.6809822881261,49.5367047620383,46.4122311558626,37.1665391164066,121.944734747377
"ENSG00000093183",18.6403879633701,21.4969328414711,27.2451876191211,4.64122311558626,3.37877628330969,21.4408324830553
"ENSG00000163945",7.10110017652196,2.01533745388792,6.81129690478027,3.09414874372417,3.37877628330969,1.34005203019096
"ENSG00000174842",13.3145628309787,12.7638038746235,19.8146819048153,10.8295206030346,10.1363288499291,21.4408324830553
"ENSG00000079739",27.5167631840226,22.840491144063,32.1988580953249,23.2061155779313,18.0201401776517,13.4005203019096
"ENSG00000143499",15.0898378751092,16.1226996311033,11.7649673809841,12.3765949748967,10.1363288499291,9.3803642113367
"ENSG00000057757",41.7189635370665,39.6349699264623,27.8643964286466,29.3944130653796,40.5453153997163,20.1007804528644
"ENSG00000011007",34.6178633605446,33.5889575647986,42.1061990477326,55.6946773870351,47.3028679663357,14.7405723321005
"ENSG00000171163",14.2022003530439,13.4355830259194,24.7683523810192,34.0356361809659,39.4190566386131,91.1235380529851
"ENSG00000142676",1358.97304628189,1342.21474428935,1634.71125714727,1800.79456884747,1724.30216324905,5951.17106607804
"ENSG00000182827",18.6403879633701,16.7944787823993,14.8610114286115,26.3002643216554,15.7676226554452,9.3803642113367
"ENSG00000155363",22.1909380516311,22.840491144063,15.480220238137,27.8473386935175,33.7877628330969,144.725619260623
"ENSG00000115271",17.7527504413049,28.2147243544308,16.0994290476625,26.3002643216554,32.6615040719937,29.4811446642011
"ENSG00000090316",23.0785755736964,24.184049446655,9.90734095240767,29.3944130653796,15.7676226554452,2.68010406038191
"ENSG00000115947",37.2807759267403,30.2300618083187,16.7186378571879,21.6590412060692,25.9039515053743,21.4408324830553
"ENSG00000255835",43.494238581197,84.6441730632925,32.8180669048504,38.6768592965521,56.3129380551615,28.1410926340101
"ENSG00000138678",30.1796757502183,2.01533745388792,9.28813214288219,1.54707437186209,14.641363894342,1.34005203019096
"ENSG00000175137",15.0898378751092,10.0766872694396,8.66892333335671,13.9236693467588,18.0201401776517,12.0604682717186
"ENSG00000117724",7.98873769858721,16.1226996311033,14.241802619086,4.64122311558626,7.88381132772261,12.0604682717186
"ENSG00000168566",12.4269253089134,4.03067490777583,16.0994290476625,10.8295206030346,18.0201401776517,37.5214568453468
"ENSG00000163872",8.87637522065245,12.0920247233275,19.8146819048153,7.73537185931043,5.63129380551615,13.4005203019096
"ENSG00000143401",46.1571511473927,52.3987738010858,41.4869902382071,40.2239336684142,45.0503504441292,65.6625494793569
"ENSG00000142856",11.5392877868482,14.1073621772154,19.8146819048153,4.64122311558626,4.50503504441292,10.7204162415277
"ENSG00000163832",15.9774753971744,16.1226996311033,22.9107259524427,1.54707437186209,5.63129380551615,12.0604682717186
"ENSG00000115368",59.4717139783714,61.8036819192294,41.4869902382071,75.8066442212422,60.8179730995745,26.8010406038191
"ENSG00000164258",47.9324261915232,52.3987738010858,39.6293638096307,58.7888261307592,23.6514339831678,104.524058354895
"ENSG00000121486",15.0898378751092,14.1073621772154,12.3841761905096,13.9236693467588,18.0201401776517,25.4609885736282
"ENSG00000136643",7.10110017652196,4.03067490777583,9.28813214288219,4.64122311558626,3.37877628330969,14.7405723321005
"ENSG00000114770",2.66291256619574,0.671779151295972,6.81129690478027,4.64122311558626,2.25251752220646,4.02015609057287
"ENSG00000143952",12.4269253089134,8.73312896684763,22.2915171429173,13.9236693467588,15.7676226554452,12.0604682717186
"ENSG00000115993",7.98873769858721,6.71779151295972,14.241802619086,7.73537185931043,10.1363288499291,1.34005203019096
"ENSG00000114650",20.4156630075006,18.8098162362872,20.4338907143408,20.1119668342071,21.3989164609614,32.161248724583
"ENSG00000186141",29.2920382281531,28.8865035057268,26.0067700000701,20.1119668342071,21.3989164609614,34.8413527849649
"ENSG00000172340",9.7640127427177,22.840491144063,22.2915171429173,23.2061155779313,23.6514339831678,5.36020812076383
"ENSG00000051596",37.2807759267403,57.7730070114536,13.6225938095605,55.6946773870351,37.1665391164066,17.4206763924824
"ENSG00000136631",15.0898378751092,22.1687119927671,24.7683523810192,21.6590412060692,20.2726576998582,26.8010406038191
"ENSG00000163950",81.6626520300025,72.552148339965,24.1491435714937,92.8244623117251,57.4391968162648,29.4811446642011
"ENSG00000146067",9.7640127427177,8.06134981555166,5.57287928572931,4.64122311558626,7.88381132772261,28.1410926340101
"ENSG00000196187",7.98873769858721,6.71779151295972,14.8610114286115,13.9236693467588,12.3888463721355,10.7204162415277
"ENSG00000135842",13.3145628309787,16.7944787823993,32.1988580953249,4.64122311558626,3.37877628330969,10.7204162415277
"ENSG00000137628",4.43818761032623,3.35889575647986,6.19208809525479,4.64122311558626,2.25251752220646,4.02015609057287
"ENSG00000109762",26.6291256619574,46.3527614394221,36.5333197620033,13.9236693467588,13.5151051332388,12.0604682717186
"ENSG00000239264",33.7302258384793,122.263805535867,191.335522143373,51.0534542714488,81.0906307994326,12.0604682717186
"ENSG00000125944",59.4717139783714,65.8343568270052,46.4406607144109,97.4656854273114,77.7118545161229,20.1007804528644
"ENSG00000129116",2.66291256619574,1.34355830259194,0.619208809525479,9.28244623117251,9.01007008882585,12.0604682717186
"ENSG00000181555",29.2920382281531,22.840491144063,34.0564845239014,23.2061155779313,24.7776927442711,1.34005203019096
"ENSG00000039123",45.2695136253275,42.3220865316462,29.722022857223,46.4122311558626,45.0503504441292,22.7808845132463
"ENSG00000125703",10.6516502647829,12.7638038746235,22.2915171429173,13.9236693467588,13.5151051332388,12.0604682717186
"ENSG00000143303",12.4269253089134,6.71779151295972,19.1954730952899,9.28244623117251,12.3888463721355,9.3803642113367
"ENSG00000010803",5.32582513239147,8.73312896684763,11.1457585714586,4.64122311558626,5.63129380551615,12.0604682717186
"ENSG00000143321",73.6739143314153,106.81288505606,124.460970714621,103.65398291476,69.8280431884003,28.1410926340101
"ENSG00000088035",7.10110017652196,4.7024540590718,17.3378466667134,9.28244623117251,10.1363288499291,20.1007804528644
"ENSG00000135966",19.5280254854354,14.7791413285114,16.7186378571879,17.0178180904829,16.8938814165485,12.0604682717186
"ENSG00000143368",93.2019398168507,119.576688930683,35.9141109524778,97.4656854273114,95.7319946937746,9.3803642113367
"ENSG00000122482",15.9774753971744,8.73312896684763,15.480220238137,10.8295206030346,11.2625876110323,5.36020812076383
"ENSG00000178104",4.43818761032623,3.35889575647986,15.480220238137,4.64122311558626,7.88381132772261,14.7405723321005
"ENSG00000112983",17.7527504413049,14.1073621772154,14.8610114286115,21.6590412060692,24.7776927442711,40.2015609057287
"ENSG00000143314",31.9549507943488,58.4447861627496,35.2949021429523,51.0534542714488,68.7017844272971,175.546815955015
"ENSG00000155755",4.43818761032623,6.71779151295972,11.1457585714586,4.64122311558626,4.50503504441292,17.4206763924824
"ENSG00000004487",45.2695136253275,51.0552154984939,45.8214519048855,24.7531899497934,42.7978329219228,21.4408324830553
"ENSG00000186352",15.9774753971744,18.1380370849912,17.3378466667134,3.09414874372417,3.37877628330969,1.34005203019096
"ENSG00000013810",15.9774753971744,36.9478533212785,21.6723083333918,13.9236693467588,16.8938814165485,195.64759640788
"ENSG00000171865",20.4156630075006,23.512270295359,35.2949021429523,413.068857287177,394.190566386131,892.474652107177
"ENSG00000196923",17.7527504413049,12.0920247233275,17.3378466667134,9.28244623117251,11.2625876110323,33.5013007547739
"ENSG00000112984",5.32582513239147,10.0766872694396,11.1457585714586,4.64122311558626,3.37877628330969,16.0806243622915
"ENSG00000128699",36.393138404675,27.5429452031348,32.1988580953249,17.0178180904829,16.8938814165485,25.4609885736282
"ENSG00000183258",63.0222640666324,60.4601236166375,46.4406607144109,34.0356361809659,52.9341617718518,36.1814048151558
"ENSG00000168288",126.93216565533,95.392639484028,59.444045714446,102.106908542898,105.868323543704,46.9018210566835
"ENSG00000143742",28.4044007060878,55.0858904062697,96.5965742859748,75.8066442212422,63.0704906217809,28.1410926340101
"ENSG00000168724",39.0560509708708,42.9938656829422,26.6259788095956,55.6946773870351,34.9140215942001,21.4408324830553
"ENSG00000188092",18.6403879633701,15.4509204798074,32.8180669048504,13.9236693467588,18.0201401776517,14.7405723321005
"ENSG00000182551",16.8651129192397,25.5276077492469,18.5762642857644,51.0534542714488,45.0503504441292,76.3829657208845
"ENSG00000109775",20.4156630075006,27.5429452031348,29.1028140476975,34.0356361809659,24.7776927442711,53.6020812076383
"ENSG00000115966",23.9662130957616,22.1687119927671,16.7186378571879,26.3002643216554,33.7877628330969,12.0604682717186
"ENSG00000085871",12.4269253089134,8.06134981555166,19.8146819048153,29.3944130653796,28.1564690275808,21.4408324830553
"ENSG00000164134",37.2807759267403,38.2914116238704,19.1954730952899,43.3180824121384,28.1564690275808,12.0604682717186
"ENSG00000168936",2.66291256619574,10.0766872694396,28.483605238172,15.4707437186209,5.63129380551615,2.68010406038191
"ENSG00000145191",73.6739143314153,73.2239274912609,71.8282219049556,61.8829748744834,46.1766092052325,76.3829657208845
"ENSG00000143815",51.4829762797842,53.7423321036777,42.7254078572581,18.564892462345,32.6615040719937,12.0604682717186
"ENSG00000171863",1186.77136700123,1185.01842288609,960.392863574018,2170.54534372251,1707.4082818325,2966.87519484278
"ENSG00000174953",24.8538506178269,28.2147243544308,29.1028140476975,37.12978492469,43.924091683026,12.0604682717186
"ENSG00000144741",25.7414881398921,12.7638038746235,32.8180669048504,24.7531899497934,22.5251752220646,53.6020812076383
"ENSG00000169764",39.943688492936,45.0092031368301,53.2519576191912,61.8829748744834,34.9140215942001,53.6020812076383
"ENSG00000135972",42.6066010591318,36.2760741699825,27.2451876191211,78.9007929649663,38.2927978775098,80.4031218114574
"ENSG00000162769",13.3145628309787,14.1073621772154,22.2915171429173,4.64122311558626,5.63129380551615,21.4408324830553
"ENSG00000171853",24.8538506178269,18.1380370849912,18.5762642857644,10.8295206030346,10.1363288499291,21.4408324830553
"ENSG00000094880",28.4044007060878,32.9171784135026,23.5299347619682,24.7531899497934,30.4089865497872,5.36020812076383
"ENSG00000182606",14.2022003530439,16.1226996311033,22.2915171429173,12.3765949748967,12.3888463721355,10.7204162415277
"ENSG00000117262",19.5280254854354,20.8251536901751,13.0033850000351,13.9236693467588,18.0201401776517,14.7405723321005
"ENSG00000109390",68.3480891990239,30.9018409596147,19.1954730952899,13.9236693467588,22.5251752220646,53.6020812076383
"ENSG00000144029",67.4604516769586,53.0705529523818,34.6756933334268,61.8829748744834,52.9341617718518,61.642393388784
"ENSG00000097046",4.43818761032623,6.04601236166375,7.43050571430575,6.18829748744834,10.1363288499291,8.04031218114574
"ENSG00000113460",99.4154024713075,98.7515352405079,51.3943311906148,40.2239336684142,46.1766092052325,34.8413527849649
"ENSG00000151687",4.43818761032623,3.35889575647986,32.1988580953249,1.54707437186209,2.25251752220646,14.7405723321005
"ENSG00000160796",47.9324261915232,40.9785282290543,16.0994290476625,13.9236693467588,27.0302102664775,17.4206763924824
"ENSG00000044115",73.6739143314153,71.880369188669,32.8180669048504,13.9236693467588,58.565455577368,24.1209365434372
"ENSG00000135829",140.246728486309,143.760738377338,58.8248369049205,129.954247236415,146.41363894342,17.4206763924824
"ENSG00000117228",20.4156630075006,21.4969328414711,14.241802619086,32.4885618091038,92.3532184104649,14.7405723321005
"ENSG00000088205",72.7862768093501,75.9110440964448,47.6790783334619,61.8829748744834,58.565455577368,14.7405723321005
"ENSG00000198130",15.9774753971744,26.8711660518389,19.8146819048153,18.564892462345,10.1363288499291,32.161248724583
"ENSG00000168038",1.77527504413049,2.01533745388792,27.2451876191211,3.09414874372417,3.37877628330969,10.7204162415277
"ENSG00000135605",14.2022003530439,20.8251536901751,16.7186378571879,21.6590412060692,21.3989164609614,1.34005203019096
"ENSG00000049089",17.7527504413049,24.855828597951,7.43050571430575,4.64122311558626,7.88381132772261,12.0604682717186
"ENSG00000117691",12.4269253089134,36.9478533212785,41.4869902382071,29.3944130653796,14.641363894342,179.566972045588
"ENSG00000143514",18.6403879633701,14.7791413285114,23.5299347619682,13.9236693467588,18.0201401776517,6.70026015095478
"ENSG00000143493",22.1909380516311,22.1687119927671,24.7683523810192,17.0178180904829,18.0201401776517,13.4005203019096
"ENSG00000065882",15.0898378751092,18.1380370849912,39.6293638096307,21.6590412060692,19.1463989387549,37.5214568453468
"ENSG00000115504",16.8651129192397,16.7944787823993,18.5762642857644,23.2061155779313,23.6514339831678,13.4005203019096
"ENSG00000070831",264.515981575443,174.662579336953,263.782952857854,221.231635176278,204.979094520788,58.9622893284021
"ENSG00000116698",69.2357267210891,65.1625776757093,52.6327488096657,23.2061155779313,25.9039515053743,13.4005203019096
"ENSG00000116459",205.931905119137,186.082824908984,133.749102857504,163.989883417381,130.646016287975,175.546815955015
"ENSG00000144115",1.77527504413049,1.34355830259194,11.1457585714586,12.3765949748967,5.63129380551615,21.4408324830553
"ENSG00000075539",7.10110017652196,6.71779151295972,24.7683523810192,7.73537185931043,6.75755256661938,17.4206763924824
"ENSG00000048707",5.32582513239147,4.03067490777583,13.6225938095605,7.73537185931043,6.75755256661938,14.7405723321005
"ENSG00000198055",26.6291256619574,50.3834363471979,26.6259788095956,29.3944130653796,18.0201401776517,6.70026015095478
"ENSG00000128654",40.8313260150013,49.0398780446059,61.9208809525479,43.3180824121384,38.2927978775098,29.4811446642011
"ENSG00000157796",7.10110017652196,4.03067490777583,21.0530995238663,7.73537185931043,9.01007008882585,16.0806243622915
"ENSG00000143344",2.66291256619574,6.71779151295972,13.0033850000351,10.8295206030346,6.75755256661938,4.02015609057287
"ENSG00000163655",55.9211638901104,69.1932525834851,31.5796492857994,64.9771236182076,49.5553854885421,95.1436941435579
"ENSG00000132842",19.5280254854354,27.5429452031348,24.7683523810192,20.1119668342071,18.0201401776517,21.4408324830553
"ENSG00000113758",26.6291256619574,27.5429452031348,9.28813214288219,4.64122311558626,14.641363894342,12.0604682717186
"ENSG00000116918",35.5055008826098,35.6042950186865,26.0067700000701,21.6590412060692,24.7776927442711,9.3803642113367
"ENSG00000163629",0.887637522065245,2.01533745388792,21.0530995238663,13.9236693467588,31.5352453108905,1.34005203019096
"ENSG00000109320",111.842327780221,85.9877313658844,65.0169250001753,88.1832391961389,117.130911154736,22.7808845132463
"ENSG00000163382",47.044788669458,57.7730070114536,38.3909461905797,91.277387939863,48.4291267274389,154.10598347196
"ENSG00000120725",8.87637522065245,15.4509204798074,14.8610114286115,7.73537185931043,12.3888463721355,22.7808845132463
"ENSG00000138386",16.8651129192397,11.4202455720315,24.1491435714937,32.4885618091038,34.9140215942001,17.4206763924824
"ENSG00000125633",9.7640127427177,5.37423321036778,13.0033850000351,7.73537185931043,16.8938814165485,30.821196694392
"ENSG00000144199",13.3145628309787,20.8251536901751,35.2949021429523,38.6768592965521,51.8079030107486,237.189209343799
"ENSG00000120705",102.965952559568,105.469326753468,57.5864192858696,111.38935477407,74.3330782328132,26.8010406038191
"ENSG00000169220",40.8313260150013,39.6349699264623,17.3378466667134,10.8295206030346,10.1363288499291,57.6222372982111
"ENSG00000185946",27.5167631840226,11.4202455720315,23.5299347619682,13.9236693467588,24.7776927442711,14.7405723321005
"ENSG00000116906",48.8200637135885,51.0552154984939,37.7717373810542,24.7531899497934,21.3989164609614,72.3628096303117
"ENSG00000168036",61.2469890225019,59.7883444653415,38.3909461905797,99.0127597991735,74.3330782328132,45.5617690264925
"ENSG00000116473",101.190677515438,80.6134981555166,198.146819048153,100.559834171036,81.0906307994326,45.5617690264925
"ENSG00000084070",69.2357267210891,69.8650317347811,58.205628095395,83.5420160805526,90.1007008882584,44.2217169963016
"ENSG00000144589",7.10110017652196,7.38957066425569,6.19208809525479,15.4707437186209,15.7676226554452,32.161248724583
"ENSG00000114982",9.7640127427177,9.40490811814361,13.6225938095605,13.9236693467588,15.7676226554452,10.7204162415277
"ENSG00000115419",98.5277649492422,101.438651845692,77.4011011906849,74.2595698493801,77.7118545161229,12.0604682717186
"ENSG00000164253",17.7527504413049,33.5889575647986,16.7186378571879,13.9236693467588,15.7676226554452,22.7808845132463
"ENSG00000168028",809.525420123504,1057.38038413986,985.780424764563,1647.63420603312,1171.30911154736,8096.59436641376
"ENSG00000186132",20.4156630075006,14.1073621772154,15.480220238137,15.4707437186209,16.8938814165485,2.68010406038191
"ENSG00000155368",173.976954324788,214.297549263415,379.575000239119,137.689619095726,92.3532184104649,191.627440317307
"ENSG00000162664",23.0785755736964,18.1380370849912,35.9141109524778,17.0178180904829,16.8938814165485,16.0806243622915
"ENSG00000120733",23.9662130957616,21.4969328414711,21.6723083333918,24.7531899497934,31.5352453108905,6.70026015095478
"ENSG00000162923",49.7077012356537,35.6042950186865,46.4406607144109,41.7710080402763,52.9341617718518,16.0806243622915
"ENSG00000163468",308.897857678705,389.631907751664,221.057545000596,399.145187940418,225.251752220646,140.70546317005
"ENSG00000135862",13.3145628309787,7.38957066425569,25.3875611905446,4.64122311558626,2.25251752220646,12.0604682717186
"ENSG00000092621",37.2807759267403,124.279142989755,22.2915171429173,44.8651567840005,70.9543019495035,92.463590083176
"ENSG00000018510",35.5055008826098,30.2300618083187,24.1491435714937,27.8473386935175,36.0402803553034,14.7405723321005
"ENSG00000160818",29.2920382281531,36.2760741699825,19.1954730952899,21.6590412060692,28.1564690275808,21.4408324830553
"ENSG00000145354",44.3818761032623,33.5889575647986,65.0169250001753,43.3180824121384,39.4190566386131,211.728220770171
"ENSG00000109171",25.7414881398921,19.4815953875832,22.2915171429173,20.1119668342071,18.0201401776517,6.70026015095478
"ENSG00000171793",33.7302258384793,53.7423321036777,37.7717373810542,72.712495477518,52.9341617718518,14.7405723321005
"ENSG00000116641",7.10110017652196,8.06134981555166,11.7649673809841,7.73537185931043,7.88381132772261,8.04031218114574
"ENSG00000137210",33.7302258384793,28.8865035057268,61.3016721430224,66.5241979900697,67.5755256661938,42.8816649661106
"ENSG00000109445",30.1796757502183,36.9478533212785,8.66892333335671,24.7531899497934,41.6715741608195,16.0806243622915
"ENSG00000162496",1.77527504413049,0.671779151295972,1.85762642857644,17.0178180904829,20.2726576998582,170.186607834252
"ENSG00000123685",9.7640127427177,11.4202455720315,14.241802619086,7.73537185931043,6.75755256661938,369.854360332704
"ENSG00000203705",6.21346265445672,8.73312896684763,6.81129690478027,7.73537185931043,7.88381132772261,12.0604682717186
"ENSG00000066136",22.1909380516311,24.184049446655,14.241802619086,20.1119668342071,20.2726576998582,12.0604682717186
"ENSG00000162704",133.145628309787,182.723929152504,151.706158333742,131.501321608277,141.908603899007,45.5617690264925
"ENSG00000162909",18.6403879633701,20.1533745388792,11.1457585714586,66.5241979900697,25.9039515053743,16.0806243622915
"ENSG00000169223",69.2357267210891,96.73619778662,56.9672104763441,55.6946773870351,94.6057359326714,151.425879411578
"ENSG00000164136",11.5392877868482,12.7638038746235,32.8180669048504,13.9236693467588,10.1363288499291,18.7607284226734
"ENSG00000064933",8.87637522065245,14.1073621772154,7.43050571430575,10.8295206030346,11.2625876110323,20.1007804528644
"ENSG00000173163",13.3145628309787,10.7484664207356,56.9672104763441,4.64122311558626,2.25251752220646,13.4005203019096
"ENSG00000144659",63.9099015886977,52.3987738010858,24.7683523810192,46.4122311558626,31.5352453108905,22.7808845132463
"ENSG00000185049",23.9662130957616,23.512270295359,11.1457585714586,6.18829748744834,15.7676226554452,9.3803642113367
"ENSG00000109323",13.3145628309787,8.06134981555166,22.2915171429173,12.3765949748967,11.2625876110323,6.70026015095478
"ENSG00000116455",49.7077012356537,66.5061359783012,21.0530995238663,83.5420160805526,42.7978329219228,53.6020812076383
"ENSG00000120709",17.7527504413049,17.4662579336953,6.81129690478027,9.28244623117251,16.8938814165485,12.0604682717186
"ENSG00000171530",129.595078221526,80.6134981555166,73.685848333532,80.4478673368284,37.1665391164066,399.335504996905
