"GM18558","GM18960","GM19240","Guchi","Jaqo","Jingjing"
"ENSG00000121749",24,28,27,6,20,10
"ENSG00000066336",23,25,7,22,31,21
"ENSG00000105053",34,55,53,19,14,29
"ENSG00000172890",26,50,57,14,25,56
"ENSG00000023171",2,5,11,9,3,18
"ENSG00000100503",25,39,20,15,22,10
"ENSG00000121680",22,34,21,7,12,16
"ENSG00000061273",2,4,16,8,3,8
"ENSG00000071537",22,34,37,17,29,9
"ENSG00000126091",2,7,22,3,3,6
"ENSG00000114779",4,6,16,21,4,1
"ENSG00000129595",46,20,50,9,13,47
"ENSG00000122490",6,15,24,4,7,3
"ENSG00000102879",191,538,166,261,195,241
"ENSG00000198931",53,174,47,76,79,310
"ENSG00000111144",92,103,60,55,84,73
"ENSG00000132963",462,635,338,169,142,559
"ENSG00000068650",4,6,22,3,3,3
"ENSG00000007168",77,88,113,38,71,53
"ENSG00000138686",8,8,26,3,10,20
"ENSG00000185896",102,110,90,41,61,16
"ENSG00000118276",13,19,27,8,7,9
"ENSG00000127220",9,11,4,3,9,26
"ENSG00000105486",15,32,18,9,9,40
"ENSG00000111540",49,43,118,34,45,9
"ENSG00000122705",38,51,45,84,38,266
"ENSG00000168137",17,19,31,11,21,9
"ENSG00000140983",33,40,22,16,37,33
"ENSG00000123975",148,162,82,31,22,72
"ENSG00000129562",117,130,258,109,65,286
"ENSG00000183527",51,74,44,50,30,105
"ENSG00000159899",10,4,25,6,5,1
"ENSG00000175215",15,32,12,16,39,10
"ENSG00000089876",8,13,58,9,14,19
"ENSG00000174132",12,12,24,2,7,3
"ENSG00000100815",13,14,44,6,8,3
"ENSG00000141040",5,10,50,5,3,7
"ENSG00000136840",7,14,10,3,4,11
"ENSG00000100441",31,44,27,4,8,5
"ENSG00000120451",14,26,39,8,15,5
"ENSG00000175203",92,142,128,95,82,66
"ENSG00000005302",56,64,80,9,16,3
"ENSG00000172590",18,31,14,15,23,101
"ENSG00000240505",38,41,64,8,7,16
"ENSG00000197879",85,90,57,25,46,16
"ENSG00000108256",46,34,12,28,25,12
"ENSG00000122958",86,64,53,19,30,31
"ENSG00000145386",17,62,21,10,9,10
"ENSG00000141452",54,57,35,20,23,34
"ENSG00000140416",1,2,1,9,16,10
"ENSG00000167702",16,9,5,2,6,7
"ENSG00000104177",16,14,15,12,16,4
"ENSG00000187555",97,127,80,33,57,19
"ENSG00000137216",27,18,31,13,20,15
"ENSG00000148606",14,16,43,7,10,18
"ENSG00000073969",20,26,46,34,29,10
"ENSG00000110911",13,10,13,7,10,1
"ENSG00000129292",9,10,27,7,11,16
"ENSG00000103245",21,10,25,8,8,9
"ENSG00000149554",15,38,30,15,12,9
"ENSG00000161395",2,5,14,3,3,3
"ENSG00000112742",6,19,31,3,5,9
"ENSG00000101193",38,50,57,26,40,14
"ENSG00000072310",10,7,27,3,9,10
"ENSG00000165046",2,4,14,4,2,11
"ENSG00000149480",124,150,142,51,84,51
"ENSG00000158805",12,15,16,4,16,5
"ENSG00000120526",43,60,38,16,27,6
"ENSG00000130726",201,299,146,111,178,40
"ENSG00000152492",112,178,197,65,88,52
"ENSG00000197345",59,77,23,24,38,209
"ENSG00000174943",7,7,43,5,4,6
"ENSG00000111371",53,41,24,40,68,11
"ENSG00000137135",3,6,33,6,7,45
"ENSG00000100442",80,201,233,67,54,140
"ENSG00000156970",11,35,41,8,7,24
"ENSG00000142512",4,3,12,8,12,7
"ENSG00000103415",40,58,34,22,19,65
"ENSG00000158201",20,32,29,7,10,7
"ENSG00000141526",46,36,55,1,10,9
"ENSG00000005206",7,9,28,3,9,8
"ENSG00000197620",16,22,18,10,14,25
"ENSG00000184967",16,30,8,9,16,24
"ENSG00000266173",10,13,25,12,14,10
"ENSG00000164074",6,6,22,3,7,7
"ENSG00000139197",17,21,22,11,20,17
"ENSG00000156502",32,38,41,19,21,63
"ENSG00000100605",29,75,55,10,10,9
"ENSG00000170776",56,34,27,4,9,9
"ENSG00000117399",20,61,29,17,20,82
"ENSG00000125744",8,14,11,2,4,5
"ENSG00000125772",23,37,25,14,25,9
"ENSG00000041880",11,17,21,11,15,6
"ENSG00000136854",2,2,1,2,1,3
"ENSG00000171103",10,20,67,9,7,26
"ENSG00000105639",10,20,16,3,11,7
"ENSG00000123200",18,24,49,15,26,12
"ENSG00000138709",8,11,21,5,7,14
"ENSG00000005175",24,50,44,22,26,50
"ENSG00000120647",6,11,18,3,5,8
"ENSG00000100991",36,53,41,30,47,13
"ENSG00000110921",29,38,42,25,16,10
"ENSG00000134333",567,592,453,233,280,173
"ENSG00000162063",2,15,17,3,3,17
"ENSG00000033800",31,43,30,13,17,28
"ENSG00000105617",15,12,10,2,7,15
"ENSG00000156802",13,38,36,12,9,10
"ENSG00000101109",50,37,44,15,20,16
"ENSG00000114480",67,87,126,40,40,9
"ENSG00000120658",2,2,16,12,3,22
"ENSG00000137076",85,123,96,85,87,13
"ENSG00000165915",12,11,8,5,9,2
"ENSG00000167088",165,485,107,121,66,467
"ENSG00000132792",62,92,86,34,48,121
"ENSG00000164087",3,15,46,4,7,51
"ENSG00000154640",22,32,14,16,39,28
"ENSG00000130958",19,21,38,12,19,16
"ENSG00000232119",72,94,45,40,47,142
"ENSG00000044574",343,446,341,279,231,28
"ENSG00000149269",51,64,86,17,8,20
"ENSG00000111581",32,55,53,20,25,19
"ENSG00000105127",26,17,37,11,22,17
"ENSG00000064313",19,26,53,10,15,19
"ENSG00000069399",12,9,17,5,9,41
"ENSG00000172301",52,26,18,3,9,43
"ENSG00000129351",106,105,83,60,85,16
"ENSG00000086015",8,12,38,5,6,5
"ENSG00000105339",17,30,34,2,3,9
"ENSG00000156787",4,8,53,3,3,9
"ENSG00000119979",11,15,20,14,16,7
"ENSG00000196177",10,11,77,10,31,7
"ENSG00000254986",29,59,70,16,12,30
"ENSG00000096872",13,23,12,12,9,8
"ENSG00000002919",32,46,44,40,31,5
"ENSG00000152601",21,39,43,20,23,6
"ENSG00000108798",20,48,15,6,7,12
"ENSG00000149532",29,28,46,18,24,3
"ENSG00000112787",17,16,4,2,11,7
"ENSG00000120699",38,67,38,28,35,84
"ENSG00000090339",128,69,210,40,37,1
"ENSG00000092148",26,29,49,12,27,7
"ENSG00000100461",27,34,31,20,21,8
"ENSG00000171202",37,44,30,25,27,17
"ENSG00000060138",212,229,122,79,95,35
"ENSG00000107959",31,43,32,28,22,11
"ENSG00000185019",20,10,21,5,5,5
"ENSG00000258790",165,279,401,14,15,12
"ENSG00000101911",18,40,39,15,29,23
"ENSG00000100150",6,8,17,3,5,17
"ENSG00000166913",88,174,250,119,57,244
"ENSG00000111671",5,6,10,2,7,8
"ENSG00000130856",4,3,18,3,3,3
"ENSG00000101265",19,22,19,8,13,5
"ENSG00000008710",5,7,14,3,3,6
"ENSG00000069943",8,9,19,3,7,15
"ENSG00000125726",52,78,53,40,47,157
"ENSG00000111605",100,102,60,38,71,59
"ENSG00000151131",13,20,87,34,55,140
"ENSG00000149657",28,29,44,14,16,7
"ENSG00000104973",18,23,24,4,16,14
"ENSG00000146085",12,37,28,6,12,5
"ENSG00000132294",23,33,53,17,19,3
"ENSG00000179832",11,13,11,6,9,13
"ENSG00000101384",8,6,30,15,28,1
"ENSG00000174032",8,8,20,6,9,6
"ENSG00000100664",166,136,86,62,131,44
"ENSG00000179222",59,59,45,19,50,40
"ENSG00000171067",11,10,38,3,2,6
"ENSG00000101997",19,29,11,9,20,28
"ENSG00000103253",10,16,6,1,9,16
"ENSG00000105402",51,56,80,34,52,24
"ENSG00000130021",7,14,19,21,15,3
"ENSG00000198690",12,14,43,3,6,12
"ENSG00000136161",8,15,4,4,7,1
"ENSG00000013364",141,155,67,85,78,132
"ENSG00000100029",94,104,85,66,60,108
"ENSG00000023330",54,68,93,19,35,18
"ENSG00000102738",41,56,39,22,38,31
"ENSG00000161847",9,23,7,9,26,137
"ENSG00000153406",9,26,34,15,17,83
"ENSG00000255730",26,45,28,14,21,49
"ENSG00000101654",14,15,57,9,15,20
"ENSG00000110031",190,247,382,36,38,26
"ENSG00000137497",28,32,58,19,32,23
"ENSG00000100577",17,15,14,17,11,60
"ENSG00000139146",46,82,62,23,26,16
"ENSG00000126001",9,7,25,3,6,7
"ENSG00000088808",3,3,17,7,11,3
"ENSG00000054654",13,16,34,3,2,1
"ENSG00000140525",7,38,39,6,9,46
"ENSG00000198909",9,12,17,7,13,1
"ENSG00000100983",17,40,43,13,14,33
"ENSG00000111674",97,106,106,4,17,9
"ENSG00000111642",100,122,90,56,76,45
"ENSG00000074201",54,129,99,69,53,43
"ENSG00000136936",9,24,31,9,17,6
"ENSG00000139278",49,38,48,27,31,12
"ENSG00000165501",8,14,72,6,3,16
"ENSG00000137845",27,36,24,9,26,7
"ENSG00000169710",32,71,11,10,28,4
"ENSG00000197535",15,14,40,4,9,5
"ENSG00000110871",29,62,28,21,22,13
"ENSG00000129003",11,12,34,7,9,12
"ENSG00000114735",8,11,16,3,3,20
"ENSG00000125676",26,34,39,7,18,13
"ENSG00000056586",9,14,25,4,8,3
"ENSG00000101160",140,262,227,113,42,155
"ENSG00000150779",17,26,38,22,16,511
"ENSG00000172500",48,98,69,56,35,148
"ENSG00000030066",25,38,32,13,16,7
"ENSG00000137713",17,27,27,17,21,12
"ENSG00000198502",185,7,300,127,53,295
"ENSG00000118162",9,10,26,5,4,22
"ENSG00000083845",608,1069,652,596,586,2024
"ENSG00000149187",19,23,48,8,14,5
"ENSG00000168461",6,5,38,36,22,5
"ENSG00000006007",31,39,56,24,22,14
"ENSG00000130559",12,8,30,3,6,11
"ENSG00000087191",159,197,278,98,86,313
"ENSG00000169727",43,76,49,27,42,61
"ENSG00000165669",30,46,17,29,34,102
"ENSG00000170515",254,441,260,138,123,135
"ENSG00000135334",135,98,149,35,80,80
"ENSG00000115295",14,13,29,3,10,9
"ENSG00000122729",12,16,10,17,12,11
"ENSG00000111711",22,29,45,12,18,13
"ENSG00000129484",22,45,36,16,32,20
"ENSG00000101181",26,14,37,7,9,19
"ENSG00000126215",5,16,25,3,5,18
"ENSG00000154217",17,23,94,16,8,9
"ENSG00000122122",104,158,86,61,73,18
"ENSG00000141759",34,70,74,15,3,19
"ENSG00000070423",26,33,8,7,16,16
"ENSG00000184349",6,7,28,3,3,3
"ENSG00000083750",19,15,31,3,10,31
"ENSG00000171634",19,20,26,9,11,10
"ENSG00000165271",21,34,22,20,44,7
"ENSG00000011478",8,23,27,13,16,30
"ENSG00000113712",56,77,49,41,64,19
"ENSG00000089234",18,26,58,10,18,14
"ENSG00000111450",12,8,15,6,7,13
"ENSG00000126602",77,158,75,36,53,59
"ENSG00000140992",14,15,37,7,22,14
"ENSG00000120688",32,33,27,14,20,26
"ENSG00000077235",18,25,34,9,14,6
"ENSG00000125730",2,2,26,2,2,1
"ENSG00000187522",35,40,62,22,27,49
"ENSG00000165264",71,71,48,36,32,87
"ENSG00000115808",11,11,15,5,9,1
"ENSG00000172725",31,43,33,4,34,6
"ENSG00000137764",6,17,27,4,14,16
"ENSG00000100711",14,17,8,8,11,3
"ENSG00000103544",19,33,40,17,23,9
"ENSG00000104823",178,139,142,143,131,165
"ENSG00000197694",67,75,53,18,47,23
"ENSG00000120798",11,11,31,8,12,9
"ENSG00000196914",10,10,31,4,11,10
"ENSG00000122952",25,61,39,21,20,19
"ENSG00000141458",30,23,26,3,9,9
"ENSG00000159884",19,15,16,8,15,34
"ENSG00000152689",21,49,58,19,25,18
"ENSG00000095380",32,90,70,47,34,121
"ENSG00000151208",1,3,11,5,6,16
"ENSG00000176853",30,30,28,7,18,2
"ENSG00000123908",17,9,31,7,16,2
"ENSG00000126453",16,19,28,5,9,20
"ENSG00000111142",75,122,85,46,68,28
"ENSG00000065000",56,70,48,30,67,15
"ENSG00000110367",33,46,42,40,62,9
"ENSG00000119912",11,26,28,9,13,24
"ENSG00000198836",50,53,53,22,35,35
"ENSG00000142192",52,63,63,48,38,10
"ENSG00000075336",25,45,27,19,7,22
"ENSG00000206053",78,58,48,36,31,10
"ENSG00000079616",17,64,42,16,17,91
"ENSG00000100994",19,30,24,16,26,8
"ENSG00000137055",39,52,50,15,25,7
"ENSG00000164211",13,16,57,22,41,7
"ENSG00000166987",25,12,20,8,15,6
"ENSG00000105258",50,49,19,9,19,104
"ENSG00000122376",17,24,34,5,9,16
"ENSG00000184216",34,49,33,9,16,4
"ENSG00000006757",8,14,66,7,8,17
"ENSG00000259332",4,7,16,12,4,34
"ENSG00000089639",13,20,21,15,13,10
"ENSG00000126777",114,150,92,32,56,12
"ENSG00000142731",6,20,1,4,8,5
"ENSG00000104946",14,18,63,20,24,20
"ENSG00000061936",22,15,45,8,17,15
"ENSG00000196924",131,233,82,53,117,65
"ENSG00000132541",34,44,78,60,32,34
"ENSG00000174227",8,11,38,9,9,9
"ENSG00000167632",6,13,16,6,5,8
"ENSG00000051523",106,174,58,1,8,124
"ENSG00000107672",33,74,100,37,46,51
"ENSG00000047249",50,63,39,31,36,90
"ENSG00000112146",25,43,40,25,26,5
"ENSG00000170430",24,57,33,16,22,118
"ENSG00000099800",92,158,30,45,78,232
"ENSG00000130479",21,33,44,2,10,64
"ENSG00000056097",47,67,66,42,61,11
"ENSG00000185164",62,92,68,35,45,12
"ENSG00000126247",310,456,304,208,185,110
"ENSG00000145725",9,16,17,15,15,7
"ENSG00000136877",20,45,37,14,26,16
"ENSG00000129493",3,3,22,4,3,5
"ENSG00000120837",19,41,15,17,25,36
"ENSG00000150316",143,107,102,75,78,127
"ENSG00000083520",57,70,38,33,34,7
"ENSG00000122257",19,13,29,6,19,21
"ENSG00000167513",5,31,1,2,12,33
"ENSG00000110717",41,118,8,12,29,93
"ENSG00000196367",11,16,16,8,13,3
"ENSG00000165934",28,71,67,47,49,17
"ENSG00000156958",14,19,37,7,11,1
"ENSG00000095319",48,62,46,24,32,14
"ENSG00000108963",18,20,28,9,16,6
"ENSG00000100722",29,36,48,14,26,22
"ENSG00000101158",26,47,52,19,17,14
"ENSG00000168005",25,36,16,9,21,9
"ENSG00000155846",4,4,27,3,2,12
"ENSG00000087053",18,23,32,16,20,10
"ENSG00000186298",108,176,175,113,82,19
"ENSG00000155252",10,17,14,9,13,4
"ENSG00000169682",26,21,9,5,12,8
"ENSG00000066117",38,54,38,22,43,7
"ENSG00000178188",23,17,20,9,20,7
"ENSG00000205744",32,37,31,34,28,8
"ENSG00000077150",201,265,129,105,160,213
"ENSG00000171861",30,32,24,10,19,8
"ENSG00000100596",20,17,32,4,14,16
"ENSG00000134905",27,37,24,19,14,26
"ENSG00000113851",23,24,39,9,16,5
"ENSG00000136933",25,40,23,16,14,23
"ENSG00000141736",10,13,22,2,2,8
"ENSG00000104872",49,78,86,28,49,181
"ENSG00000122970",10,11,18,3,3,6
"ENSG00000132109",24,41,50,12,11,9
"ENSG00000131653",57,87,69,45,63,27
"ENSG00000144736",12,17,37,13,15,10
"ENSG00000182718",252,284,96,40,185,265
"ENSG00000108946",132,178,137,113,120,18
"ENSG00000109917",110,103,75,41,40,33
"ENSG00000134108",79,78,60,73,79,12
"ENSG00000109881",6,10,22,9,9,112
"ENSG00000100888",21,28,26,10,21,6
"ENSG00000133027",7,8,19,12,14,22
"ENSG00000132256",71,92,100,28,29,11
"ENSG00000148396",18,23,16,13,16,7
"ENSG00000156469",26,45,56,11,18,17
"ENSG00000089053",74,133,84,32,30,47
"ENSG00000162076",6,14,1,3,9,84
"ENSG00000204852",3,14,34,10,5,18
"ENSG00000112242",7,11,12,6,9,4
"ENSG00000106244",63,227,168,71,56,123
"ENSG00000131089",3,7,27,4,4,14
"ENSG00000125970",106,155,144,50,70,180
"ENSG00000109920",50,35,39,11,34,3
"ENSG00000185989",7,11,20,6,6,3
"ENSG00000021776",33,39,31,13,22,5
"ENSG00000139343",238,307,340,108,133,407
"ENSG00000198169",11,4,13,3,5,5
"ENSG00000067177",2,2,13,3,6,9
"ENSG00000107164",35,30,20,14,26,10
"ENSG00000079313",26,29,15,8,16,6
"ENSG00000107581",128,153,113,75,105,31
"ENSG00000176476",24,24,8,10,25,60
"ENSG00000010292",25,77,60,19,29,24
"ENSG00000125977",87,92,3,115,152,158
"ENSG00000123064",33,63,30,25,32,33
"ENSG00000196199",35,39,47,7,17,24
"ENSG00000140350",123,222,130,127,96,275
"ENSG00000167615",71,31,51,16,57,7
"ENSG00000148334",33,55,12,22,28,36
"ENSG00000176915",45,41,58,31,25,31
"ENSG00000133104",18,37,18,3,9,6
"ENSG00000168803",8,7,24,3,5,12
"ENSG00000101347",17,27,42,5,9,13
"ENSG00000185803",15,23,20,2,8,17
"ENSG00000172732",47,49,43,17,34,9
"ENSG00000180304",33,40,64,38,30,106
"ENSG00000096384",1016,1469,1304,886,996,458
"ENSG00000147162",99,88,132,49,70,6
"ENSG00000187535",4,3,24,3,5,11
"ENSG00000198176",37,75,44,38,41,10
"ENSG00000023041",38,44,28,23,25,16
"ENSG00000005339",19,19,22,5,17,8
"ENSG00000087365",140,219,129,78,102,38
"ENSG00000124222",50,31,66,13,28,2
"ENSG00000110756",24,30,57,9,14,14
"ENSG00000153786",16,19,40,15,14,18
"ENSG00000166333",60,88,106,46,80,59
"ENSG00000111678",50,234,49,23,43,188
"ENSG00000153922",25,25,30,8,20,14
"ENSG00000112118",48,159,89,45,39,38
"ENSG00000170917",4,6,11,4,3,9
"ENSG00000106397",31,30,29,20,27,10
"ENSG00000129158",10,13,43,3,9,17
"ENSG00000126456",27,41,34,27,44,78
"ENSG00000184428",17,20,25,14,11,28
"ENSG00000124164",24,19,17,23,40,9
"ENSG00000148634",22,26,43,11,12,16
"ENSG00000184205",25,28,8,9,19,35
"ENSG00000070785",19,35,55,15,13,52
"ENSG00000066923",14,20,96,9,9,12
"ENSG00000133818",43,32,19,46,57,23
"ENSG00000147130",15,18,56,8,17,9
"ENSG00000050426",18,19,78,6,14,8
"ENSG00000188690",23,43,38,14,12,9
"ENSG00000136986",24,47,4,41,59,34
"ENSG00000134824",48,101,100,35,45,7
"ENSG00000100629",3,3,14,2,4,9
"ENSG00000105186",22,26,30,24,29,12
"ENSG00000177119",19,18,28,4,18,7
"ENSG00000169826",41,24,21,9,7,3
"ENSG00000136319",12,15,20,9,6,7
"ENSG00000167792",61,113,73,47,50,251
"ENSG00000148688",36,51,62,18,34,57
"ENSG00000111596",40,52,41,16,39,11
"ENSG00000132670",24,39,35,27,29,11
"ENSG00000197930",45,55,21,20,36,8
"ENSG00000129625",78,138,145,23,35,51
"ENSG00000167325",33,80,47,28,38,34
"ENSG00000162244",857,919,1741,672,898,1021
"ENSG00000121671",10,10,6,4,10,4
"ENSG00000104131",96,120,84,37,47,16
"ENSG00000124532",26,44,38,5,9,3
"ENSG00000109113",22,7,46,1,17,26
"ENSG00000103047",3,7,31,7,5,8
"ENSG00000174177",15,26,11,7,11,34
"ENSG00000184575",75,100,74,39,73,16
"ENSG00000110060",3,1,33,6,6,2
"ENSG00000129347",39,41,34,28,28,19
"ENSG00000176155",3,3,9,1,3,9
"ENSG00000108298",1690,1608,1677,1054,1423,3552
"ENSG00000168172",5,9,29,6,10,9
"ENSG00000105281",118,87,78,42,65,28
"ENSG00000110844",4,3,17,2,3,4
"ENSG00000007080",21,72,30,3,32,71
"ENSG00000161016",993,1228,1680,1005,1308,3543
"ENSG00000130244",7,12,3,10,14,47
"ENSG00000080573",1,2,1,14,3,1
"ENSG00000142546",21,44,9,10,18,57
"ENSG00000110955",572,837,589,388,467,710
"ENSG00000159842",30,45,53,48,59,255
"ENSG00000041357",107,202,138,97,99,220
"ENSG00000095370",3,12,12,2,3,2
"ENSG00000148200",4,3,19,3,2,1
"ENSG00000085415",39,62,29,38,32,12
"ENSG00000085733",20,18,31,3,11,7
"ENSG00000126216",14,18,27,9,10,16
"ENSG00000078668",211,286,186,136,128,67
"ENSG00000155287",10,24,52,19,9,9
"ENSG00000198258",178,199,335,111,121,614
"ENSG00000139620",13,15,40,10,11,4
"ENSG00000105321",10,12,8,8,13,16
"ENSG00000147677",285,460,520,172,321,261
"ENSG00000105173",9,23,82,7,6,14
"ENSG00000086062",30,32,60,18,94,1
"ENSG00000105197",50,71,92,21,25,115
"ENSG00000107625",30,55,38,18,25,51
"ENSG00000136997",54,108,96,41,33,21
"ENSG00000126787",6,36,14,6,7,39
"ENSG00000131143",260,432,834,184,168,1370
"ENSG00000096080",67,86,44,30,27,36
"ENSG00000111880",11,25,33,4,11,5
"ENSG00000197111",289,381,346,188,248,47
"ENSG00000111670",26,24,37,5,16,14
"ENSG00000128791",20,20,31,11,16,1
"ENSG00000196323",13,9,36,4,8,10
"ENSG00000140526",12,17,18,8,10,3
"ENSG00000136052",6,8,43,5,5,12
"ENSG00000114861",3,2,27,5,15,9
"ENSG00000126226",44,68,41,34,39,29
"ENSG00000164081",13,19,10,7,8,47
"ENSG00000128739",49,68,61,53,59,119
"ENSG00000103126",12,16,1,9,11,35
"ENSG00000140943",25,32,49,16,23,10
"ENSG00000101442",13,18,54,9,14,17
"ENSG00000105397",42,68,45,35,48,73
"ENSG00000125734",39,49,32,11,15,36
"ENSG00000115760",16,19,35,10,10,10
"ENSG00000104953",3,4,26,4,3,15
"ENSG00000125675",1,2,25,1,1,7
"ENSG00000120662",12,12,1,12,14,1
"ENSG00000139546",18,27,23,19,20,60
"ENSG00000125885",11,18,15,4,9,10
"ENSG00000118985",18,52,92,20,38,10
"ENSG00000180817",382,565,290,220,227,249
"ENSG00000107140",29,22,24,23,26,16
"ENSG00000103168",15,13,14,7,14,9
"ENSG00000089820",26,54,62,9,14,23
"ENSG00000105135",17,23,2,8,27,56
"ENSG00000110442",38,36,33,8,16,3
"ENSG00000103707",10,19,56,10,9,10
"ENSG00000126012",32,33,44,32,28,12
"ENSG00000204370",87,143,70,39,41,15
"ENSG00000100997",35,40,11,32,34,40
"ENSG00000138346",4,12,18,3,3,12
"ENSG00000152556",62,82,94,47,31,5
"ENSG00000095794",4,9,23,14,11,32
"ENSG00000186815",13,22,18,6,9,2
"ENSG00000182132",3,11,16,1,1,1
"ENSG00000103540",7,14,16,9,12,15
"ENSG00000166135",29,31,56,23,29,8
"ENSG00000139514",25,22,29,11,16,7
"ENSG00000103249",41,41,27,6,15,6
"ENSG00000111481",85,136,194,65,47,133
"ENSG00000187741",7,15,28,6,7,33
"ENSG00000148187",18,25,37,14,22,18
"ENSG00000188186",18,37,43,21,16,100
"ENSG00000256349",9,9,12,3,7,3
"ENSG00000198873",24,20,45,3,2,6
"ENSG00000134107",34,64,62,43,50,4
"ENSG00000189376",43,40,42,6,7,21
"ENSG00000013275",131,190,169,94,106,102
"ENSG00000121067",30,41,29,20,40,6
"ENSG00000137767",40,74,141,18,24,45
"ENSG00000142166",32,41,26,10,18,9
"ENSG00000108344",245,262,233,96,86,98
"ENSG00000166938",14,14,16,8,9,1
"ENSG00000148773",5,21,148,7,7,52
"ENSG00000103495",28,60,43,23,28,9
"ENSG00000198408",37,50,63,35,36,40
"ENSG00000061794",70,93,91,36,64,15
"ENSG00000136842",70,51,85,10,8,5
"ENSG00000166197",133,135,81,67,81,16
"ENSG00000117395",86,73,85,78,62,156
"ENSG00000003509",15,16,26,6,9,17
"ENSG00000175063",18,113,12,15,22,244
"ENSG00000110917",46,43,36,38,30,59
"ENSG00000161526",43,64,32,22,29,71
"ENSG00000167123",3,4,28,3,9,12
"ENSG00000198231",70,70,52,36,68,9
"ENSG00000104763",245,165,85,59,137,3
"ENSG00000166226",248,461,207,174,147,113
"ENSG00000172366",12,24,13,15,22,157
"ENSG00000158019",20,37,57,18,19,12
"ENSG00000135426",7,18,49,16,13,28
"ENSG00000139645",13,20,18,8,16,6
"ENSG00000204842",15,14,54,6,10,3
"ENSG00000155307",61,58,45,113,96,10
"ENSG00000187778",47,65,42,32,35,35
"ENSG00000184203",31,62,87,47,64,17
"ENSG00000122359",145,178,173,38,118,26
"ENSG00000177370",33,44,36,15,13,25
"ENSG00000148834",73,135,65,7,9,20
"ENSG00000164040",30,48,10,31,52,5
"ENSG00000105223",20,26,35,9,17,11
"ENSG00000086712",19,16,51,9,9,8
"ENSG00000004142",86,144,110,47,65,22
"ENSG00000154174",69,84,68,28,52,21
"ENSG00000149403",2,2,18,3,3,11
"ENSG00000139725",27,34,61,23,78,65
"ENSG00000141380",21,28,37,17,14,6
"ENSG00000160593",6,11,60,4,17,90
"ENSG00000018699",14,26,20,21,25,55
"ENSG00000196531",1026,880,908,713,901,1949
"ENSG00000117450",659,924,707,276,226,1027
"ENSG00000172663",11,15,6,6,15,55
"ENSG00000198198",6,9,27,4,8,41
"ENSG00000205356",4,3,4,2,5,4
"ENSG00000161791",51,71,62,64,78,7
"ENSG00000142230",49,110,89,47,34,11
"ENSG00000074071",20,43,6,1,17,68
"ENSG00000117448",81,126,105,25,31,147
"ENSG00000009830",8,7,22,9,9,28
"ENSG00000170667",12,16,45,11,8,14
"ENSG00000105176",55,49,77,25,53,1
"ENSG00000133422",27,24,32,9,24,9
"ENSG00000112304",24,42,94,86,71,211
"ENSG00000111775",239,279,320,72,57,413
"ENSG00000100519",110,135,85,61,84,56
"ENSG00000180628",18,18,46,11,18,24
"ENSG00000140632",37,56,26,22,25,1
"ENSG00000079805",67,90,79,35,59,8
"ENSG00000181404",16,13,21,14,22,33
"ENSG00000131043",20,17,56,4,22,7
"ENSG00000166598",438,779,448,281,271,290
"ENSG00000134146",12,19,31,5,3,5
"ENSG00000130299",4,10,1,3,5,9
"ENSG00000119471",29,54,27,14,14,1
"ENSG00000110013",4,6,20,7,4,3
"ENSG00000177084",12,19,16,7,6,16
"ENSG00000104064",24,25,47,11,27,11
"ENSG00000188811",14,10,27,9,21,3
"ENSG00000090097",12,6,30,16,19,5
"ENSG00000243943",30,27,45,6,10,12
"ENSG00000019582",1687,1996,2247,651,649,497
"ENSG00000185658",4,4,8,3,4,9
"ENSG00000148337",63,52,44,36,65,43
"ENSG00000110057",12,25,2,3,12,5
"ENSG00000187742",15,22,21,10,9,20
"ENSG00000159210",38,75,41,28,35,174
"ENSG00000084234",9,20,37,29,61,9
"ENSG00000137656",16,20,36,8,9,15
"ENSG00000174243",65,90,56,48,59,13
"ENSG00000140259",79,94,43,30,47,8
"ENSG00000149541",27,42,7,12,19,63
"ENSG00000172932",24,29,25,7,16,48
"ENSG00000196116",14,23,55,8,14,20
"ENSG00000155906",19,35,28,9,14,17
"ENSG00000129515",63,79,64,22,36,16
"ENSG00000182199",134,181,146,66,123,81
"ENSG00000134954",37,58,53,17,12,12
"ENSG00000010361",6,8,16,5,5,22
"ENSG00000131473",88,137,59,40,56,7
"ENSG00000100077",25,28,26,9,21,9
"ENSG00000162961",39,55,74,19,18,33
"ENSG00000197021",25,43,33,10,14,25
"ENSG00000173588",9,12,1,5,9,4
"ENSG00000157837",36,33,37,14,17,8
"ENSG00000196235",129,115,84,42,73,61
"ENSG00000169372",2,4,8,3,3,12
"ENSG00000149499",20,36,29,10,16,23
"ENSG00000130811",134,213,135,175,216,315
"ENSG00000166886",31,17,16,9,14,1
"ENSG00000139926",1,1,13,3,2,10
"ENSG00000136878",7,15,14,6,15,10
"ENSG00000110048",33,32,37,20,29,7
"ENSG00000100220",199,179,160,117,187,39
"ENSG00000131748",32,36,20,11,16,23
"ENSG00000104904",594,805,1120,415,723,1844
"ENSG00000101558",133,111,115,47,56,20
"ENSG00000110344",18,16,28,34,47,240
"ENSG00000127616",32,63,27,22,28,26
"ENSG00000083807",6,10,24,28,2,21
"ENSG00000168488",86,80,53,27,72,7
"ENSG00000105122",32,35,33,22,14,23
"ENSG00000184752",56,81,140,42,39,24
"ENSG00000161513",17,24,18,9,19,81
"ENSG00000100578",6,11,34,3,4,13
"ENSG00000137500",31,60,37,18,11,18
