"GM18558","GM18960","GM19240","Guchi","Jaqo","Jingjing"
"ENSG00000110651",156,270,230,121,178,107
"ENSG00000121594",57,75,144,46,40,33
"ENSG00000125485",27,19,16,9,9,7
"ENSG00000145734",9,7,34,5,7,8
"ENSG00000134698",3,3,19,4,5,19
"ENSG00000068831",3,4,16,3,7,17
"ENSG00000166483",15,27,34,10,17,1
"ENSG00000134686",12,16,9,10,12,11
"ENSG00000145675",17,22,43,17,21,3
"ENSG00000085831",3,4,19,2,3,4
"ENSG00000154767",16,30,69,19,26,9
"ENSG00000105928",45,73,59,11,6,22
"ENSG00000014216",71,143,79,102,78,24
"ENSG00000157212",22,20,34,13,16,12
"ENSG00000113558",200,319,302,244,169,314
"ENSG00000124787",11,15,11,14,10,28
"ENSG00000115998",15,19,34,5,9,9
"ENSG00000158604",39,53,24,22,35,3
"ENSG00000142186",50,61,32,17,29,47
"ENSG00000197948",12,10,28,8,10,3
"ENSG00000188313",11,19,22,6,8,21
"ENSG00000164611",143,158,103,16,17,568
"ENSG00000106605",41,96,142,22,21,80
"ENSG00000130348",14,30,2,10,14,6
"ENSG00000148053",11,20,18,3,3,26
"ENSG00000112697",97,78,60,27,50,4
"ENSG00000142675",3,3,7,2,2,6
"ENSG00000254087",165,125,171,62,86,8
"ENSG00000136261",2,8,1,40,66,34
"ENSG00000087077",32,64,41,25,24,127
"ENSG00000106355",78,80,55,22,21,39
"ENSG00000111348",149,303,337,258,152,21
"ENSG00000198755",781,925,1218,582,411,1365
"ENSG00000028839",36,59,17,20,31,17
"ENSG00000183726",113,111,91,20,64,19
"ENSG00000168228",12,14,57,17,24,13
"ENSG00000106628",48,131,89,47,34,229
"ENSG00000163466",205,448,576,462,300,296
"ENSG00000188343",23,18,18,9,9,14
"ENSG00000090054",41,53,54,22,23,1
"ENSG00000142684",26,48,40,15,5,282
"ENSG00000198839",48,60,82,25,49,9
"ENSG00000082515",74,73,59,27,41,71
"ENSG00000154781",20,15,50,11,23,16
"ENSG00000117868",39,33,14,12,31,1
"ENSG00000117640",36,36,29,13,16,14
"ENSG00000117054",80,168,256,28,65,7
"ENSG00000155561",25,50,39,22,16,22
"ENSG00000114554",13,11,14,3,19,4
"ENSG00000168078",9,19,24,3,6,9
"ENSG00000146416",14,16,24,1,3,5
"ENSG00000184007",19,19,58,109,106,157
"ENSG00000152359",15,19,38,7,11,20
"ENSG00000107223",269,398,423,157,140,959
"ENSG00000009954",58,61,44,24,40,9
"ENSG00000130764",44,59,18,12,16,4
"ENSG00000163444",46,41,37,30,29,22
"ENSG00000148399",13,18,25,12,8,28
"ENSG00000189308",6,8,3,5,7,1
"ENSG00000138101",4,7,17,3,3,15
"ENSG00000112685",14,24,40,14,25,13
"ENSG00000016864",22,24,51,13,25,22
"ENSG00000104299",19,35,35,10,14,7
"ENSG00000023892",15,26,12,6,14,1
"ENSG00000163319",43,49,56,23,31,62
"ENSG00000109466",15,18,15,7,12,13
"ENSG00000184903",4,7,10,7,2,22
"ENSG00000164405",50,114,136,57,115,362
"ENSG00000090104",271,476,557,99,140,16
"ENSG00000090020",14,12,7,9,15,10
"ENSG00000048052",2,4,46,3,2,1
"ENSG00000159346",59,89,78,33,44,21
"ENSG00000171720",45,50,55,31,48,19
"ENSG00000081087",13,13,30,7,21,3
"ENSG00000170142",60,96,160,44,44,12
"ENSG00000026652",5,2,16,3,3,13
"ENSG00000159023",22,23,23,15,20,9
"ENSG00000148308",49,60,30,14,17,51
"ENSG00000152942",38,42,62,12,24,17
"ENSG00000168214",19,24,26,17,28,47
"ENSG00000114626",11,12,17,7,14,17
"ENSG00000227057",46,79,42,71,84,220
"ENSG00000137200",25,40,62,21,22,30
"ENSG00000138138",26,39,45,16,19,14
"ENSG00000065029",9,14,4,8,11,19
"ENSG00000158234",13,16,36,7,16,9
"ENSG00000114956",19,30,39,13,8,64
"ENSG00000137312",100,280,310,35,47,140
"ENSG00000106771",8,11,23,4,10,8
"ENSG00000162517",31,67,71,16,16,12
"ENSG00000121577",3,3,13,37,28,214
"ENSG00000153767",13,14,92,10,24,14
"ENSG00000188229",42,109,31,26,65,14
"ENSG00000080546",6,5,19,9,14,2
"ENSG00000178252",62,69,65,19,23,36
"ENSG00000004866",35,48,71,16,17,12
"ENSG00000177646",16,37,52,13,17,33
"ENSG00000213585",246,286,346,182,145,14
"ENSG00000050748",20,29,22,14,14,3
"ENSG00000156711",5,6,48,2,16,7
"ENSG00000038382",24,21,17,6,13,6
"ENSG00000163785",28,20,28,5,15,12
"ENSG00000161011",344,179,428,48,96,24
"ENSG00000116786",38,39,21,19,32,15
"ENSG00000234545",7,11,1,4,11,13
"ENSG00000124570",2,4,7,14,19,65
"ENSG00000122515",47,74,65,22,30,13
"ENSG00000002549",72,163,115,94,129,91
"ENSG00000136810",811,1123,1006,393,568,1971
"ENSG00000106028",150,158,104,104,67,237
"ENSG00000060688",54,114,49,34,44,52
"ENSG00000085832",43,64,62,18,28,3
"ENSG00000127837",102,136,120,66,86,42
"ENSG00000115685",66,134,171,38,53,94
"ENSG00000123080",18,27,46,10,42,9
"ENSG00000134453",78,94,96,49,70,86
"ENSG00000143971",6,10,62,4,7,27
"ENSG00000154813",24,13,16,16,19,39
"ENSG00000003147",3,4,1,11,13,4
"ENSG00000163933",14,22,58,4,6,5
"ENSG00000146223",43,66,90,53,61,15
"ENSG00000164062",33,98,54,33,32,54
"ENSG00000176248",23,34,7,7,19,45
"ENSG00000092847",9,9,12,5,7,3
"ENSG00000171681",20,24,27,9,10,11
"ENSG00000114126",19,25,41,7,9,19
"ENSG00000070882",17,19,29,14,22,18
"ENSG00000114316",22,44,32,23,52,11
"ENSG00000186088",2,6,34,5,9,9
"ENSG00000130023",17,20,47,4,10,14
"ENSG00000184014",20,21,74,27,33,16
"ENSG00000080608",49,64,74,21,32,64
"ENSG00000164934",131,121,59,53,46,47
"ENSG00000106144",13,23,17,12,17,7
"ENSG00000180822",3,16,11,5,8,10
"ENSG00000096433",40,26,26,2,16,11
"ENSG00000168268",51,79,54,15,29,60
"ENSG00000137413",8,8,22,5,9,16
"ENSG00000111906",22,61,63,13,17,49
"ENSG00000135040",26,30,35,14,19,16
"ENSG00000128596",1,1,13,3,2,9
"ENSG00000158863",13,12,19,10,11,14
"ENSG00000066777",15,16,34,11,20,3
"ENSG00000085999",4,14,36,4,4,13
"ENSG00000115661",17,25,22,15,15,26
"ENSG00000159840",90,138,42,49,111,14
"ENSG00000133812",2,2,29,3,6,1
"ENSG00000120438",411,495,255,184,138,19
"ENSG00000120656",28,30,22,7,24,5
"ENSG00000123472",31,36,32,11,25,18
"ENSG00000142751",28,37,54,28,31,75
"ENSG00000109680",5,5,12,3,2,9
"ENSG00000160293",64,48,61,13,28,5
"ENSG00000196821",21,49,34,22,26,5
"ENSG00000024048",20,16,36,5,11,9
"ENSG00000122779",14,15,17,8,12,9
"ENSG00000083223",14,25,46,6,16,9
"ENSG00000112200",9,11,54,3,4,7
"ENSG00000127980",7,9,16,6,9,3
"ENSG00000105968",37,47,120,53,66,186
"ENSG00000067167",70,87,119,30,84,20
"ENSG00000196873",23,32,23,17,13,51
"ENSG00000104388",68,63,36,34,56,74
"ENSG00000196683",160,101,128,19,41,100
"ENSG00000162368",118,165,101,93,110,13
"ENSG00000144566",27,41,27,9,22,9
"ENSG00000171566",85,100,59,37,50,41
"ENSG00000168216",33,30,44,10,23,12
"ENSG00000163938",212,238,155,72,83,72
"ENSG00000031003",19,26,29,9,15,1
"ENSG00000106344",21,23,17,22,27,36
"ENSG00000113648",57,87,48,66,50,44
"ENSG00000233276",64,91,52,26,191,381
"ENSG00000135924",70,54,69,27,38,22
"ENSG00000137575",51,41,51,31,34,20
"ENSG00000173153",15,24,1,3,6,11
"ENSG00000105926",14,23,56,16,21,22
"ENSG00000106462",21,38,71,25,16,39
"ENSG00000130766",24,27,29,8,21,14
"ENSG00000115687",42,48,36,3,3,14
"ENSG00000092853",3,11,6,4,3,6
"ENSG00000158006",6,5,51,2,8,1
"ENSG00000168397",48,56,37,13,28,28
"ENSG00000181804",2,4,24,4,9,12
"ENSG00000064419",62,82,80,33,40,11
"ENSG00000146376",9,12,5,4,5,4
"ENSG00000171848",20,175,79,24,11,20
"ENSG00000189339",17,20,36,4,8,6
"ENSG00000056558",135,199,218,124,96,26
"ENSG00000178234",10,11,40,14,19,3
"ENSG00000137161",63,59,12,24,34,82
"ENSG00000117632",118,430,136,150,123,174
"ENSG00000085982",4,7,50,3,10,3
"ENSG00000204525",300,276,52,152,2,848
"ENSG00000106591",43,126,74,34,43,62
"ENSG00000221914",38,57,30,35,39,13
"ENSG00000157764",14,15,22,3,4,9
"ENSG00000117616",24,22,79,18,30,18
"ENSG00000146410",8,18,13,5,9,25
"ENSG00000168569",26,36,45,1,28,28
"ENSG00000138246",12,22,26,13,20,7
"ENSG00000181789",92,105,79,28,68,37
"ENSG00000118816",102,106,155,134,137,22
"ENSG00000135241",12,21,48,10,9,7
"ENSG00000058673",68,50,61,40,59,11
"ENSG00000196586",44,32,38,9,18,3
"ENSG00000234857",98,175,112,89,101,35
"ENSG00000160326",7,26,22,9,9,3
"ENSG00000122566",426,666,656,400,351,254
"ENSG00000128609",49,82,106,33,34,25
"ENSG00000059573",48,64,40,41,45,17
"ENSG00000196730",41,51,48,34,48,7
"ENSG00000184182",29,54,50,39,42,17
"ENSG00000168002",93,135,90,67,89,452
"ENSG00000112701",43,48,49,18,31,14
"ENSG00000133619",8,6,18,2,2,7
"ENSG00000164597",15,19,42,4,9,11
"ENSG00000171314",326,362,507,224,233,55
"ENSG00000112511",43,24,39,23,34,107
"ENSG00000120437",118,160,112,136,85,113
"ENSG00000168393",17,36,29,40,21,109
"ENSG00000197956",95,90,50,3,91,739
"ENSG00000124383",63,75,34,27,50,38
"ENSG00000047849",52,66,66,38,51,9
"ENSG00000144840",19,23,13,7,7,5
"ENSG00000106484",2,5,22,20,9,36
"ENSG00000112245",68,78,116,58,49,5
"ENSG00000116898",126,188,62,78,94,246
"ENSG00000158623",9,11,18,16,13,8
"ENSG00000133226",43,43,34,21,35,12
"ENSG00000105810",16,13,32,9,10,11
"ENSG00000142669",133,217,210,57,76,81
"ENSG00000124562",159,205,108,70,59,580
"ENSG00000163481",31,31,45,12,20,16
"ENSG00000135624",200,425,314,221,221,222
"ENSG00000013561",14,20,19,19,21,16
"ENSG00000198399",32,23,28,12,26,7
"ENSG00000204209",47,60,16,21,33,34
"ENSG00000047410",55,82,55,10,22,3
"ENSG00000164733",45,29,19,18,49,18
"ENSG00000136286",43,140,106,25,63,80
"ENSG00000104450",20,19,31,3,9,10
"ENSG00000204160",46,51,28,13,12,8
"ENSG00000115738",145,254,134,109,78,215
"ENSG00000119314",33,30,42,34,33,4
"ENSG00000153044",15,42,38,16,24,28
"ENSG00000112578",55,61,48,45,39,22
"ENSG00000156535",16,9,42,3,21,7
"ENSG00000196455",18,23,54,11,13,16
"ENSG00000087087",118,128,70,46,71,89
"ENSG00000143554",11,7,4,2,2,7
"ENSG00000132906",8,6,56,15,17,9
"ENSG00000073111",38,125,58,34,28,9
"ENSG00000140396",6,6,14,4,9,13
"ENSG00000122008",17,23,32,6,10,9
"ENSG00000086589",39,32,58,33,38,13
"ENSG00000152795",184,239,202,110,117,89
"ENSG00000264324",26,64,60,35,47,51
"ENSG00000116809",10,23,15,9,13,76
"ENSG00000104218",10,9,75,3,6,26
"ENSG00000173113",241,312,132,137,171,180
"ENSG00000112282",15,13,23,10,19,14
"ENSG00000121210",52,82,63,35,25,3
"ENSG00000166478",11,20,19,5,7,4
"ENSG00000079819",35,64,58,74,53,7
"ENSG00000145833",35,54,90,23,35,34
"ENSG00000122550",9,13,18,6,10,7
"ENSG00000184863",12,10,29,5,11,8
"ENSG00000163930",33,38,40,21,39,9
"ENSG00000146830",14,16,9,6,10,3
"ENSG00000004766",14,15,43,8,9,9
"ENSG00000116213",32,49,37,15,22,40
"ENSG00000148300",34,48,58,19,12,36
"ENSG00000231500",3736,4173,3554,1592,1675,2324
"ENSG00000165025",27,59,21,13,20,31
"ENSG00000144028",88,112,47,47,71,27
"ENSG00000155097",35,31,43,11,19,9
"ENSG00000006652",63,44,44,16,25,20
"ENSG00000107537",12,7,18,9,11,9
"ENSG00000124784",43,37,46,15,34,7
"ENSG00000136813",61,65,69,32,56,68
"ENSG00000136238",149,203,178,77,81,158
"ENSG00000071994",49,61,79,59,36,35
"ENSG00000183354",5,4,28,2,7,19
"ENSG00000115694",38,54,56,34,35,28
"ENSG00000136518",39,100,35,22,22,9
"ENSG00000005448",33,39,36,12,17,65
"ENSG00000215126",8,29,23,17,13,51
"ENSG00000120899",120,153,192,106,84,25
"ENSG00000104687",63,55,110,23,35,35
"ENSG00000124541",84,73,59,58,53,57
"ENSG00000128585",21,16,29,8,9,5
"ENSG00000175893",11,10,16,3,7,12
"ENSG00000106665",23,44,54,9,9,12
"ENSG00000162433",28,7,78,12,26,3
"ENSG00000044090",9,10,27,9,13,72
"ENSG00000137038",22,54,1,10,43,84
"ENSG00000077152",25,58,58,10,5,30
"ENSG00000138069",90,89,75,31,48,11
"ENSG00000029363",68,72,60,21,62,19
"ENSG00000153046",14,24,13,9,29,10
"ENSG00000107798",31,31,35,12,38,1
"ENSG00000164985",143,268,159,53,133,13
"ENSG00000171503",21,19,45,24,26,40
"ENSG00000121152",12,30,46,9,6,14
"ENSG00000155090",24,41,36,9,13,3
"ENSG00000197043",466,841,638,115,136,189
"ENSG00000010278",106,81,46,2,19,28
"ENSG00000055163",60,69,72,62,84,46
"ENSG00000204843",47,55,62,35,47,51
"ENSG00000117713",25,27,23,14,22,3
"ENSG00000082516",15,26,17,12,13,8
"ENSG00000119048",75,77,106,37,53,52
"ENSG00000196642",22,49,30,22,16,10
"ENSG00000171316",7,13,34,7,11,16
"ENSG00000113615",36,26,34,9,16,16
"ENSG00000142687",7,14,26,4,9,1
"ENSG00000164051",35,72,112,5,7,3
"ENSG00000144048",32,52,53,14,22,24
"ENSG00000272916",15,14,23,14,20,25
"ENSG00000121578",8,9,28,7,7,11
"ENSG00000157654",17,27,3,2,2,2
"ENSG00000188566",11,16,15,10,13,10
"ENSG00000172586",64,124,88,53,62,211
"ENSG00000167996",441,500,1278,9,34,4
"ENSG00000171497",84,96,59,60,54,33
"ENSG00000149823",43,83,25,19,31,51
"ENSG00000135249",17,23,59,16,18,15
"ENSG00000085563",1,2,20,8,7,18
"ENSG00000172062",96,112,68,30,36,16
"ENSG00000119326",12,26,35,3,7,6
"ENSG00000117614",137,138,72,73,146,122
"ENSG00000107077",13,13,24,6,11,13
"ENSG00000049541",30,97,60,34,35,53
"ENSG00000006530",22,37,87,27,21,10
"ENSG00000127838",58,38,50,28,33,41
"ENSG00000117748",87,111,68,60,78,22
"ENSG00000163138",6,5,14,7,4,6
"ENSG00000106477",3,5,26,3,3,5
"ENSG00000090273",138,192,120,128,94,611
"ENSG00000106948",21,37,29,20,17,7
"ENSG00000112576",40,46,30,6,11,8
"ENSG00000105953",39,77,53,56,57,19
"ENSG00000119772",10,10,14,4,7,6
"ENSG00000080503",31,85,91,28,38,20
"ENSG00000165699",8,10,22,3,5,9
"ENSG00000197355",20,24,14,4,9,3
"ENSG00000151461",31,45,60,8,16,5
"ENSG00000128602",7,5,43,3,6,1
"ENSG00000185009",39,53,53,47,25,1
"ENSG00000197442",26,54,46,9,2,8
"ENSG00000145901",174,257,234,94,128,68
"ENSG00000162191",168,184,177,112,136,486
"ENSG00000178057",34,89,28,23,28,68
"ENSG00000115289",24,28,30,14,12,55
"ENSG00000107036",28,20,32,9,18,2
"ENSG00000159658",30,32,32,23,52,9
"ENSG00000132323",29,42,49,24,28,52
"ENSG00000136824",9,29,22,9,12,12
"ENSG00000145216",39,45,55,22,42,18
"ENSG00000164576",14,19,72,13,16,53
"ENSG00000133612",31,27,26,3,12,11
"ENSG00000143614",9,11,14,7,15,9
"ENSG00000134330",34,54,43,28,11,26
"ENSG00000148290",28,40,83,50,36,84
"ENSG00000081059",42,49,61,46,53,14
"ENSG00000138674",57,59,102,29,40,12
"ENSG00000176393",33,42,45,27,16,12
"ENSG00000173473",45,81,48,34,31,9
"ENSG00000033050",67,122,76,49,64,8
"ENSG00000131697",2,3,7,2,2,14
"ENSG00000133884",45,44,34,23,43,3
"ENSG00000146574",68,98,34,36,41,37
"ENSG00000132128",41,61,43,30,36,50
"ENSG00000132716",27,32,50,22,23,20
"ENSG00000128578",4,5,21,3,2,4
"ENSG00000225697",14,15,24,14,15,40
"ENSG00000171307",17,29,36,16,16,9
"ENSG00000143545",161,64,52,1,137,154
"ENSG00000135931",15,24,64,8,4,11
"ENSG00000114127",9,10,36,3,5,13
"ENSG00000105939",17,29,54,11,15,6
"ENSG00000164338",28,25,39,14,17,10
"ENSG00000198818",119,248,144,16,16,16
"ENSG00000160679",42,44,18,12,25,9
"ENSG00000214087",20,31,24,10,8,16
"ENSG00000162434",21,26,51,54,100,6
"ENSG00000154589",30,23,28,5,10,26
"ENSG00000135046",26,3,50,7,93,1
"ENSG00000118513",5,37,41,8,9,12
"ENSG00000213676",42,59,63,22,35,12
"ENSG00000166925",27,44,11,8,34,21
"ENSG00000173545",75,94,51,27,45,77
"ENSG00000156973",28,54,52,16,22,6
"ENSG00000124702",70,96,68,56,52,42
"ENSG00000164609",66,61,49,24,70,56
"ENSG00000035141",49,40,49,28,46,34
"ENSG00000104695",49,58,35,47,31,16
"ENSG00000070756",824,1257,1087,724,677,202
"ENSG00000155329",13,14,30,8,6,10
"ENSG00000137574",31,43,30,10,15,3
"ENSG00000084733",82,112,68,74,96,7
"ENSG00000120910",41,42,67,8,6,20
"ENSG00000124783",49,84,79,43,71,21
"ENSG00000182247",16,30,91,4,5,10
"ENSG00000115677",122,184,170,123,175,115
"ENSG00000146386",75,65,107,47,31,22
"ENSG00000143624",83,83,88,22,37,9
"ENSG00000124574",7,11,25,3,8,10
"ENSG00000114391",1293,1301,1319,963,1008,3296
"ENSG00000151657",29,26,44,9,17,26
"ENSG00000162236",48,57,52,19,29,13
"ENSG00000135164",25,15,40,11,17,3
"ENSG00000123240",66,70,89,39,27,153
"ENSG00000114054",28,59,41,25,21,40
"ENSG00000148429",8,10,26,3,6,9
"ENSG00000067560",236,325,531,246,278,94
"ENSG00000112659",10,10,29,9,12,46
"ENSG00000196975",64,90,75,40,53,10
"ENSG00000163482",11,7,16,5,9,17
"ENSG00000014138",13,70,41,23,16,40
"ENSG00000131378",59,100,157,72,58,16
"ENSG00000092964",6,23,35,7,7,9
"ENSG00000081985",1,5,40,21,19,26
"ENSG00000106603",11,23,76,26,29,34
"ENSG00000142330",6,9,6,5,9,10
"ENSG00000115267",142,121,81,25,33,34
"ENSG00000104635",15,23,20,11,9,30
"ENSG00000072364",16,8,21,4,8,12
"ENSG00000138185",43,86,100,19,35,9
"ENSG00000009844",52,56,57,17,40,7
"ENSG00000132485",112,77,40,32,44,10
"ENSG00000185811",5,5,27,3,8,9
"ENSG00000122140",50,38,50,22,26,16
"ENSG00000175130",64,64,80,20,36,3
"ENSG00000106682",130,188,183,145,152,12
"ENSG00000110321",264,385,266,256,347,24
"ENSG00000272325",24,42,46,14,16,7
"ENSG00000164885",20,33,44,16,28,56
"ENSG00000124587",18,18,37,18,19,42
"ENSG00000176978",48,96,22,21,24,113
"ENSG00000138029",76,120,94,41,57,62
"ENSG00000131373",19,43,64,20,32,23
"ENSG00000077254",18,20,39,9,18,10
"ENSG00000145362",2,2,29,2,2,4
"ENSG00000120915",6,10,29,3,3,10
"ENSG00000132155",60,71,92,33,43,7
"ENSG00000157191",74,71,114,57,48,46
"ENSG00000197157",120,243,175,106,101,28
"ENSG00000074416",32,48,54,18,55,28
"ENSG00000107404",11,14,16,4,18,7
"ENSG00000189007",13,12,16,2,7,12
"ENSG00000096063",26,54,71,20,29,20
"ENSG00000146576",14,19,18,5,11,3
"ENSG00000025796",31,37,29,22,32,16
"ENSG00000198160",19,31,28,6,10,1
"ENSG00000196776",57,39,67,29,37,47
"ENSG00000117305",16,30,36,22,8,2
"ENSG00000197150",5,8,6,3,8,17
"ENSG00000119318",180,220,134,65,104,16
"ENSG00000158050",99,126,65,26,33,51
"ENSG00000077454",31,54,32,7,16,42
"ENSG00000135269",101,84,52,35,33,21
"ENSG00000170876",57,53,47,37,74,5
"ENSG00000127080",9,11,23,7,9,15
"ENSG00000117118",129,218,159,52,64,118
"ENSG00000120889",128,69,68,23,54,9
"ENSG00000068745",18,22,46,17,14,26
"ENSG00000152061",20,59,71,12,4,33
"ENSG00000148219",2,2,30,1,3,11
"ENSG00000128595",18,24,20,21,23,7
"ENSG00000137265",75,141,126,39,64,14
"ENSG00000038219",26,23,35,10,20,5
"ENSG00000127463",23,17,43,9,15,5
"ENSG00000008018",276,389,419,227,146,627
"ENSG00000116761",20,21,20,4,11,21
"ENSG00000160741",70,64,76,24,49,20
"ENSG00000064225",6,15,34,4,14,9
"ENSG00000113580",44,50,37,28,32,10
"ENSG00000169599",20,51,86,6,5,19
"ENSG00000109667",1,2,53,12,5,23
"ENSG00000084754",156,211,211,77,104,35
"ENSG00000205189",6,6,34,8,19,12
"ENSG00000182158",5,11,21,6,3,7
"ENSG00000170606",131,233,148,81,102,16
"ENSG00000130770",20,86,48,34,42,166
"ENSG00000085377",20,32,18,22,38,9
"ENSG00000164543",72,142,59,76,46,20
"ENSG00000170791",23,20,47,19,24,59
"ENSG00000118454",26,22,24,13,16,9
"ENSG00000107438",184,184,306,21,14,45
"ENSG00000179051",86,75,42,46,45,23
"ENSG00000006715",30,42,37,18,34,7
"ENSG00000112667",20,60,20,9,6,29
"ENSG00000130227",28,41,44,21,25,2
"ENSG00000079277",11,13,19,4,9,3
"ENSG00000163781",25,44,52,17,26,8
"ENSG00000137409",113,119,97,81,120,37
"ENSG00000126870",8,5,6,3,4,14
"ENSG00000091972",9,20,20,12,16,1
"ENSG00000136247",17,23,14,8,9,18
"ENSG00000164045",9,18,55,11,11,4
"ENSG00000107099",13,33,24,15,21,7
"ENSG00000071462",52,90,78,44,58,161
"ENSG00000157873",73,80,99,15,33,30
"ENSG00000162302",9,20,13,1,5,4
"ENSG00000170017",27,23,46,51,58,7
"ENSG00000125482",13,16,25,10,13,10
"ENSG00000117593",15,29,29,8,9,7
"ENSG00000205571",89,93,52,30,36,16
"ENSG00000117676",76,130,110,71,62,25
"ENSG00000052749",41,37,31,22,22,73
"ENSG00000024862",24,54,47,12,22,10
"ENSG00000196591",90,158,67,54,104,121
"ENSG00000182004",178,212,134,71,161,382
"ENSG00000010322",17,19,27,6,13,13
"ENSG00000115233",117,185,133,67,57,76
"ENSG00000043143",22,26,40,8,13,7
"ENSG00000112306",982,1803,1395,1662,1009,3934
"ENSG00000135250",15,18,42,9,11,7
"ENSG00000177239",5,14,15,12,28,31
"ENSG00000114439",7,7,30,4,8,20
"ENSG00000186480",99,96,61,19,36,26
"ENSG00000164548",52,49,88,20,39,28
"ENSG00000109805",11,39,75,11,12,66
"ENSG00000198492",73,75,47,25,40,10
"ENSG00000186350",28,47,7,3,5,9
"ENSG00000155229",26,52,52,31,33,46
"ENSG00000176058",25,26,1,10,16,56
"ENSG00000184465",3,4,4,3,4,12
"ENSG00000188529",62,55,51,22,30,26
"ENSG00000106683",26,58,32,18,17,7
"ENSG00000054116",35,56,34,46,29,102
"ENSG00000196262",643,1196,1724,682,708,2504
"ENSG00000114098",22,26,29,15,21,7
"ENSG00000136770",16,25,29,5,8,24
"ENSG00000152700",39,62,94,12,13,15
"ENSG00000168067",37,50,45,4,24,7
"ENSG00000147439",45,24,24,14,19,8
"ENSG00000143621",262,455,237,169,164,119
"ENSG00000184281",24,24,15,3,14,8
"ENSG00000115053",460,737,476,388,347,406
"ENSG00000175324",67,69,78,21,43,42
"ENSG00000006451",49,64,87,12,34,16
"ENSG00000197448",75,85,108,40,44,21
"ENSG00000124571",31,45,44,15,24,16
"ENSG00000079459",118,321,220,92,63,30
"ENSG00000164654",24,40,33,11,24,8
"ENSG00000116750",28,51,29,32,28,12
"ENSG00000065518",182,227,150,136,152,99
"ENSG00000182923",13,30,29,15,19,22
"ENSG00000168303",33,63,132,14,27,37
"ENSG00000144711",26,22,28,8,24,1
"ENSG00000162511",367,631,1228,289,220,39
"ENSG00000116497",16,18,19,9,8,16
"ENSG00000146963",82,114,41,14,21,12
"ENSG00000162231",99,60,116,28,62,42
"ENSG00000119778",8,9,35,3,9,7
"ENSG00000135049",20,22,52,3,9,1
"ENSG00000145495",50,39,56,21,40,18
"ENSG00000074582",33,30,31,19,21,38
"ENSG00000109606",157,178,91,57,90,28
"ENSG00000269897",34,50,60,36,40,5
"ENSG00000158552",20,31,34,7,16,37
"ENSG00000146192",15,17,28,4,3,7
"ENSG00000058063",24,22,32,9,11,10
"ENSG00000025156",24,25,28,8,10,7
"ENSG00000130775",40,32,54,21,29,10
"ENSG00000134013",1,1,1,9,8,8
"ENSG00000112739",37,39,79,33,59,11
"ENSG00000131013",53,34,40,11,30,15
"ENSG00000176946",31,59,29,21,22,46
"ENSG00000163913",4,5,18,3,3,18
"ENSG00000146828",10,11,21,4,14,5
"ENSG00000112039",4,13,22,3,4,1
"ENSG00000139192",19,18,40,8,16,59
"ENSG00000196363",52,69,75,31,53,23
"ENSG00000178149",16,25,32,28,40,30
"ENSG00000198585",2,12,1,3,19,41
"ENSG00000135185",108,95,92,85,107,44
"ENSG00000107020",22,41,51,15,34,67
"ENSG00000104517",41,54,61,10,28,12
"ENSG00000162521",120,198,106,107,86,13
"ENSG00000144021",54,55,20,21,34,3
"ENSG00000011523",5,10,8,9,10,13
"ENSG00000116478",157,239,186,98,104,52
"ENSG00000164053",6,11,19,9,13,55
"ENSG00000134057",39,96,37,24,16,61
"ENSG00000148362",7,17,2,2,5,73
"ENSG00000155508",18,26,77,13,17,2
"ENSG00000115758",168,302,158,84,78,34
"ENSG00000198919",5,6,45,9,13,11
"ENSG00000129071",39,41,58,9,14,21
"ENSG00000111897",62,52,56,22,34,2
"ENSG00000117859",83,99,83,24,50,17
"ENSG00000148444",50,115,153,52,45,94
"ENSG00000134644",23,24,24,12,22,5
"ENSG00000163516",25,37,35,5,8,41
"ENSG00000153975",24,25,19,8,16,10
"ENSG00000106636",48,82,83,40,36,19
"ENSG00000162194",11,11,52,36,21,264
"ENSG00000184432",102,122,97,49,68,15
"ENSG00000168918",46,85,66,12,18,4
"ENSG00000162976",4,3,32,5,8,9
"ENSG00000090266",42,77,45,61,25,146
"ENSG00000085978",14,13,18,8,13,9
"ENSG00000120875",67,71,8,22,38,42
"ENSG00000164924",268,434,249,187,154,12
"ENSG00000174428",8,7,24,3,6,11
"ENSG00000147601",12,19,4,7,11,17
"ENSG00000113282",23,40,52,21,40,7
"ENSG00000164331",13,18,33,11,20,16
"ENSG00000172113",4,5,32,5,10,24
"ENSG00000077147",69,88,61,40,56,4
"ENSG00000137955",147,114,137,37,68,69
"ENSG00000178035",169,196,147,126,107,320
"ENSG00000111962",5,10,42,6,1,6
"ENSG00000142892",10,15,45,7,9,8
"ENSG00000174444",1067,1410,2223,1,3,28
"ENSG00000172046",27,33,34,16,30,15
"ENSG00000091140",96,118,82,47,66,20
"ENSG00000112658",43,40,36,21,23,5
"ENSG00000106052",72,95,80,44,62,11
"ENSG00000164494",3,6,19,3,7,1
"ENSG00000112640",30,35,34,25,38,5
"ENSG00000133316",63,58,44,34,41,103
"ENSG00000118482",17,14,20,9,11,5
"ENSG00000187257",12,20,23,8,9,6
"ENSG00000054118",82,66,43,23,89,17
"ENSG00000144802",27,14,20,9,28,14
"ENSG00000058262",82,108,131,51,75,4
"ENSG00000162734",164,122,161,36,40,1
"ENSG00000148180",8,8,9,9,26,28
