"geneName","teName","pvalue","coef","padj"
"1","ZNF337","(CATTC)n",0.498020234022779,-0.709302325581395,0.923138073234958
"2","ZNF337","(GAATG)n",0.572077507966544,-0.622692520394518,0.923138073234958
"3","ZNF337","7SK",0.0509399763343542,0.996800401345559,0.923138073234958
"4","ZNF337","ACRO1",0.191597790542347,0.955052021808462,0.923138073234958
"5","ZNF337","ALR/Alpha",0.145347977970184,-0.974049817906111,0.923138073234958
"6","ZNF337","AluJb",0.595207715265675,0.593858580906106,0.923138073234958
"7","ZNF337","AluJo",0.660388878030164,0.508515538110551,0.923138073234958
"8","ZNF337","AluJr4",0.568324127586102,0.627294934884599,0.923138073234958
"9","ZNF337","AluJr",0.656542709628454,0.513708317221521,0.923138073234958
"10","ZNF337","AluSc5",0.654409259356557,0.516580652766536,0.923138073234958
"11","ZNF337","AluSc8",0.579784618420463,0.613174344284089,0.923138073234958
"12","ZNF337","AluSc",0.591318567998091,0.598762630367659,0.923138073234958
"13","ZNF337","AluSg4",0.604442995900594,0.582124820258714,0.923138073234958
"14","ZNF337","AluSg7",0.63442756265811,0.543196714671604,0.923138073234958
"15","ZNF337","AluSg",0.531134925043765,0.671692877695559,0.923138073234958
"16","ZNF337","AluSp",0.605383937515746,0.580922401416069,0.923138073234958
"17","ZNF337","AluSq10",0.666388849150706,0.500377881303281,0.923138073234958
"18","ZNF337","AluSq2",0.582431783099972,0.609884326958971,0.923138073234958
"19","ZNF337","AluSq4",0.462307236908614,0.747709422621903,0.923138073234958
"20","ZNF337","AluSq",0.52688470967403,0.676623815883865,0.923138073234958
"21","ZNF337","AluSx1",0.581831703238464,0.610631059971271,0.923138073234958
"22","ZNF337","AluSx3",0.62192555437826,0.559579178194155,0.923138073234958
"23","ZNF337","AluSx4",0.393145515441755,0.815298661900411,0.923138073234958
"24","ZNF337","AluSx",0.602759909280653,0.584272444478875,0.923138073234958
"25","ZNF337","AluSz6",0.584461901297317,0.607354055724232,0.923138073234958
"26","ZNF337","AluSz",0.553807416006505,0.644888719585454,0.923138073234958
"27","ZNF337","AluY",0.537594684914878,0.664141253115746,0.923138073234958
"28","ZNF337","AluYa5",0.635623779342791,0.541618127285361,0.923138073234958
"29","ZNF337","AluYa8",0.75098988298861,-0.381246425831512,0.930164124120284
"30","ZNF337","AluYb8",0.346687928762517,0.855346958398751,0.923138073234958
"31","ZNF337","AluYb9",0.983484488211904,0.0259395954067493,0.995851285390934
"32","ZNF337","AluYc3",0.117949065272673,0.982885820032002,0.923138073234958
"33","ZNF337","AluYc",0.453424889842211,0.756901075075705,0.923138073234958
"34","ZNF337","AluYd8",0.950897648385042,-0.0770533420425596,0.985296644964787
