"GM18558","GM18960","GM19240","Judith","Leo","Maryke"
"ENSG00000074842",84,160,99,242,92,69
"ENSG00000173465",6,29,9,50,16,7
"ENSG00000110047",78,145,109,134,104,57
"ENSG00000136986",24,47,4,69,47,30
"ENSG00000111877",19,20,20,3,2,9
"ENSG00000165802",41,40,80,65,34,31
"ENSG00000101474",24,48,67,57,26,25
"ENSG00000164687",68,168,8,977,42,173
"ENSG00000188186",18,37,43,51,19,7
"ENSG00000058600",26,31,27,27,10,17
"ENSG00000005483",27,20,34,38,30,17
"ENSG00000124783",49,84,79,111,64,81
"ENSG00000206530",3,2,29,4,2,3
"ENSG00000178904",6,4,14,6,5,13
"ENSG00000144224",67,71,85,84,54,68
"ENSG00000065183",36,57,47,34,17,17
"ENSG00000257207",16,14,12,15,24,28
"ENSG00000118363",45,60,105,201,233,133
"ENSG00000119471",29,54,27,32,18,15
"ENSG00000100888",21,28,26,36,20,17
"ENSG00000066044",50,90,120,104,44,27
"ENSG00000196141",46,62,9,57,25,13
"ENSG00000109111",61,58,74,75,48,37
"ENSG00000197070",12,24,22,21,5,6
"ENSG00000004961",38,73,48,108,48,52
"ENSG00000108510",15,16,21,24,19,13
"ENSG00000173992",22,34,47,54,24,6
"ENSG00000118503",133,116,178,242,134,147
"ENSG00000126522",24,44,20,17,9,7
"ENSG00000130349",7,18,52,13,11,17
"ENSG00000140403",3,11,37,41,24,17
"ENSG00000166887",24,33,50,56,37,29
"ENSG00000140968",69,70,65,11,1,6
"ENSG00000183569",2,1,14,20,9,11
"ENSG00000144655",30,16,35,68,42,5
"ENSG00000131381",4,3,18,11,6,9
"ENSG00000163714",78,76,49,89,54,40
"ENSG00000020256",6,12,22,18,7,4
"ENSG00000148950",4,8,51,15,7,4
"ENSG00000131148",27,59,47,33,34,15
"ENSG00000114648",12,15,10,20,11,6
"ENSG00000143374",26,35,38,42,18,14
"ENSG00000075218",10,21,20,13,4,11
"ENSG00000115750",13,14,34,22,13,17
"ENSG00000116874",8,12,24,9,3,3
"ENSG00000042286",44,52,31,42,18,14
"ENSG00000141577",4,11,16,9,3,2
"ENSG00000167703",33,31,32,30,12,7
"ENSG00000065000",56,70,48,89,68,25
"ENSG00000106355",78,80,55,83,28,6
"ENSG00000085117",215,364,173,402,183,97
"ENSG00000112640",30,35,34,76,28,36
"ENSG00000065485",7,10,64,18,9,9
"ENSG00000104853",55,56,77,92,37,31
"ENSG00000168273",14,18,18,13,6,10
"ENSG00000120662",12,12,1,14,7,12
"ENSG00000112787",17,16,4,16,6,1
"ENSG00000169896",3,2,9,2,1,3
"ENSG00000185215",78,53,13,34,3,3
"ENSG00000110435",34,24,68,28,22,18
"ENSG00000167220",7,26,85,21,11,17
"ENSG00000125814",11,8,41,6,4,7
"ENSG00000178896",50,50,54,36,6,13
"ENSG00000184402",3,5,11,10,5,2
"ENSG00000169228",51,54,82,90,42,53
"ENSG00000127948",34,36,28,47,21,20
"ENSG00000146425",71,73,90,192,90,52
"ENSG00000105287",25,46,31,72,21,16
"ENSG00000173163",15,16,92,48,25,20
"ENSG00000204673",7,11,12,14,6,7
"ENSG00000144589",8,11,10,22,6,6
"ENSG00000140553",30,43,33,58,21,16
"ENSG00000105321",10,12,8,14,13,9
"ENSG00000108384",11,30,56,31,6,20
"ENSG00000105364",58,95,38,85,40,13
"ENSG00000131174",113,226,130,253,94,248
"ENSG00000196511",1,4,5,6,1,11
"ENSG00000156162",7,5,82,10,6,10
"ENSG00000130348",14,30,2,44,17,18
"ENSG00000108406",16,21,36,20,15,10
"ENSG00000184277",39,36,101,31,24,21
"ENSG00000129158",10,13,43,10,4,9
"ENSG00000162836",10,11,18,45,15,21
"ENSG00000164053",6,11,19,12,4,14
"ENSG00000151532",7,20,1,21,10,16
"ENSG00000131149",16,13,36,16,7,11
"ENSG00000104221",14,22,28,15,12,7
"ENSG00000173653",19,16,12,14,14,6
"ENSG00000116688",40,42,48,60,34,15
"ENSG00000010803",6,13,18,11,7,10
"ENSG00000140105",232,291,349,598,302,518
"ENSG00000183751",24,44,21,54,21,10
"ENSG00000115590",4,11,38,11,29,7
"ENSG00000113163",24,28,8,54,28,19
"ENSG00000115956",305,551,306,433,268,234
"ENSG00000185238",9,19,64,22,11,40
"ENSG00000171865",23,35,57,20,13,24
"ENSG00000153786",16,19,40,40,16,12
"ENSG00000151491",36,27,22,14,7,4
"ENSG00000131238",60,82,57,93,72,43
"ENSG00000039123",51,63,48,53,29,28
"ENSG00000168291",70,89,62,122,54,38
"ENSG00000167106",27,20,30,41,68,24
"ENSG00000151657",29,26,44,29,14,11
"ENSG00000160299",10,16,35,10,5,5
"ENSG00000187109",653,659,469,594,422,354
"ENSG00000176393",33,42,45,63,17,32
"ENSG00000112118",48,159,89,133,26,40
"ENSG00000131779",32,49,46,22,26,29
"ENSG00000150768",43,64,39,54,27,13
"ENSG00000163482",11,7,16,14,5,7
"ENSG00000067992",27,16,37,59,30,20
"ENSG00000104312",78,39,25,72,40,43
"ENSG00000085788",19,23,32,33,13,14
"ENSG00000182827",21,25,24,36,26,12
"ENSG00000196712",12,10,16,13,7,14
"ENSG00000126561",60,90,107,231,110,72
"ENSG00000113648",57,87,48,71,35,36
"ENSG00000183020",20,29,42,65,25,18
"ENSG00000119487",54,104,139,80,46,75
"ENSG00000254772",1314,1530,1860,1273,1239,1216
"ENSG00000115128",218,281,179,200,111,130
"ENSG00000117228",23,32,23,155,67,45
"ENSG00000152700",39,62,94,68,38,41
"ENSG00000119396",35,35,47,97,35,24
"ENSG00000140548",8,8,30,17,9,6
"ENSG00000013810",18,55,35,18,3,12
"ENSG00000121988",3,4,2,5,3,17
"ENSG00000185803",15,23,20,20,13,3
"ENSG00000006625",33,38,34,27,15,11
"ENSG00000148985",5,9,31,7,4,4
"ENSG00000137878",18,28,36,16,18,17
"ENSG00000131018",2,4,20,17,4,13
"ENSG00000143353",26,52,34,32,25,51
"ENSG00000157978",4,9,7,7,2,4
"ENSG00000164306",2,8,12,7,3,7
"ENSG00000127483",42,63,69,47,28,24
"ENSG00000126524",71,74,108,94,76,52
"ENSG00000101294",48,66,48,102,53,105
"ENSG00000093010",39,48,37,45,37,11
"ENSG00000166747",25,27,27,38,30,21
"ENSG00000165923",3,2,14,3,3,2
"ENSG00000147679",34,70,187,25,9,35
"ENSG00000133119",27,56,17,21,7,16
"ENSG00000143224",12,19,30,11,4,16
"ENSG00000130165",30,49,71,91,51,43
"ENSG00000169180",45,62,68,56,32,22
"ENSG00000103423",43,61,43,57,28,17
"ENSG00000075539",8,10,40,14,9,13
"ENSG00000135919",4,3,5,35,5,15
"ENSG00000099840",18,18,36,15,12,6
"ENSG00000165288",8,7,33,11,6,9
"ENSG00000198742",6,4,14,15,5,11
"ENSG00000166478",11,20,19,24,16,5
"ENSG00000165832",14,15,7,26,10,21
"ENSG00000168268",51,79,54,134,53,60
"ENSG00000186352",18,27,28,10,6,15
"ENSG00000100014",15,20,53,33,17,24
"ENSG00000213639",64,87,89,94,72,37
"ENSG00000108010",167,180,121,190,102,68
"ENSG00000131778",19,34,49,37,5,18
"ENSG00000034677",35,39,54,51,21,20
"ENSG00000122376",17,24,34,20,13,17
"ENSG00000116133",88,115,67,74,53,17
"ENSG00000107959",31,43,32,85,32,30
"ENSG00000101363",9,11,60,26,7,20
"ENSG00000100749",34,84,50,40,7,30
"ENSG00000139180",132,189,61,175,72,78
"ENSG00000004455",47,53,64,93,57,71
"ENSG00000144840",19,23,13,41,15,46
"ENSG00000117411",41,43,33,50,29,6
"ENSG00000111605",100,102,60,122,94,44
"ENSG00000197111",289,381,346,336,267,171
"ENSG00000162929",7,7,10,11,3,10
"ENSG00000148019",7,14,15,18,5,14
"ENSG00000179335",34,43,79,73,42,36
"ENSG00000143442",18,20,40,38,20,17
"ENSG00000074370",9,25,11,18,7,12
"ENSG00000198924",29,25,26,24,13,15
"ENSG00000120690",34,41,38,90,59,43
"ENSG00000115944",143,115,136,161,82,92
"ENSG00000152464",8,8,33,5,1,10
"ENSG00000119318",180,220,134,247,191,106
"ENSG00000155363",25,34,25,69,24,20
"ENSG00000133740",27,29,37,10,6,3
"ENSG00000102595",4,6,19,5,4,14
"ENSG00000162144",6,25,88,40,24,27
"ENSG00000166181",53,93,71,155,72,61
"ENSG00000113649",36,41,35,52,26,29
"ENSG00000089091",4,4,51,5,3,4
"ENSG00000103047",3,7,31,7,2,9
"ENSG00000130177",39,52,59,79,40,32
"ENSG00000088808",3,3,17,18,6,6
"ENSG00000184432",102,122,97,212,119,96
"ENSG00000101310",53,116,66,95,48,60
"ENSG00000108578",65,55,47,77,46,38
"ENSG00000154727",14,11,100,21,15,18
"ENSG00000170312",19,62,83,37,3,17
"ENSG00000102181",4,17,37,16,12,12
"ENSG00000134954",37,58,53,57,31,20
"ENSG00000110080",7,7,10,7,3,6
"ENSG00000117155",12,10,29,10,5,13
"ENSG00000181061",49,106,104,145,92,114
"ENSG00000165516",25,41,30,77,42,35
"ENSG00000130589",4,4,3,10,4,3
"ENSG00000106012",5,4,19,16,12,12
"ENSG00000166479",21,18,42,26,16,9
"ENSG00000155229",26,52,52,74,35,32
"ENSG00000268173",550,488,374,19,10,6
"ENSG00000164074",6,6,22,9,5,13
"ENSG00000119335",652,753,289,637,342,267
"ENSG00000003756",55,59,68,104,50,41
"ENSG00000116221",54,118,64,143,68,53
"ENSG00000067836",4,11,33,19,10,5
"ENSG00000131153",28,98,48,37,9,4
"ENSG00000025770",31,60,35,53,24,12
"ENSG00000115661",17,25,22,37,26,19
"ENSG00000100347",80,92,72,129,52,81
"ENSG00000070610",31,24,26,35,21,13
"ENSG00000166938",14,14,16,7,4,4
"ENSG00000102024",2,4,49,14,4,19
"ENSG00000178691",41,55,24,47,27,34
"ENSG00000147421",6,4,13,10,5,6
"ENSG00000099331",63,61,57,73,54,21
"ENSG00000083093",19,10,16,16,6,4
"ENSG00000198700",20,28,14,36,16,22
"ENSG00000173226",31,41,52,28,12,9
"ENSG00000136169",12,16,30,19,7,15
"ENSG00000186111",13,10,14,38,45,10
"ENSG00000240505",38,41,64,18,9,11
"ENSG00000173757",28,37,53,51,42,21
"ENSG00000163001",51,42,11,103,42,48
"ENSG00000107242",6,20,58,50,21,15
"ENSG00000177646",16,37,52,25,9,10
"ENSG00000096060",23,54,32,14,2,14
"ENSG00000119760",29,32,62,44,18,27
"ENSG00000134460",8,5,52,49,26,28
"ENSG00000184220",31,89,35,35,18,16
"ENSG00000092421",4,2,8,6,2,22
"ENSG00000101457",45,45,55,44,26,34
"ENSG00000113597",10,18,26,10,6,12
"ENSG00000118620",5,6,14,9,6,5
"ENSG00000141867",26,19,21,30,34,18
"ENSG00000139233",88,98,81,77,56,62
"ENSG00000074054",18,21,13,17,13,14
"ENSG00000135372",50,77,59,77,41,33
"ENSG00000111639",81,100,202,228,75,90
"ENSG00000111727",12,12,16,14,11,15
"ENSG00000109458",4,7,19,4,6,7
"ENSG00000170160",2,1,22,1,2,2
"ENSG00000163702",2,1,2,3,1,4
"ENSG00000100097",310,480,149,687,423,230
"ENSG00000017797",29,42,51,62,47,51
"ENSG00000137265",75,141,126,85,60,41
"ENSG00000132002",32,69,90,106,190,98
"ENSG00000138073",26,41,59,64,21,36
"ENSG00000129472",25,16,81,26,16,15
"ENSG00000104979",126,120,237,186,173,53
"ENSG00000119953",51,62,23,57,45,24
"ENSG00000107854",13,13,38,32,24,12
"ENSG00000137161",63,59,12,48,28,16
"ENSG00000116750",28,51,29,62,13,61
"ENSG00000111450",12,8,15,33,22,7
"ENSG00000135506",74,76,92,123,76,61
"ENSG00000141404",5,9,29,3,2,1
"ENSG00000138867",12,23,9,29,9,4
"ENSG00000072121",13,16,34,35,22,9
"ENSG00000136522",84,109,75,77,45,51
"ENSG00000111786",201,322,239,323,160,122
"ENSG00000140632",37,56,26,82,50,29
"ENSG00000180817",382,565,290,667,175,215
"ENSG00000116521",67,107,78,95,53,32
"ENSG00000148730",27,36,17,83,25,4
"ENSG00000130475",8,20,8,16,6,7
"ENSG00000205609",112,388,208,80,34,52
"ENSG00000135655",33,45,45,63,30,28
"ENSG00000166024",8,9,53,13,14,12
"ENSG00000100982",18,26,4,34,15,11
"ENSG00000010539",9,3,14,27,6,15
"ENSG00000107263",49,54,62,91,80,30
"ENSG00000038532",19,20,27,36,21,10
"ENSG00000139971",93,147,83,166,83,116
"ENSG00000204084",11,22,53,18,6,16
"ENSG00000151748",15,23,22,30,37,22
"ENSG00000197157",120,243,175,284,152,134
"ENSG00000153187",346,564,243,540,258,215
"ENSG00000100731",23,11,35,31,16,24
"ENSG00000055211",36,44,63,83,42,30
"ENSG00000198015",26,59,54,47,24,35
"ENSG00000178971",18,19,40,19,11,12
"ENSG00000132824",24,46,46,58,35,35
"ENSG00000137628",5,5,10,13,4,3
"ENSG00000167792",61,113,73,83,51,19
"ENSG00000214063",15,18,1,20,5,7
"ENSG00000119185",36,27,32,76,44,25
"ENSG00000031698",133,193,118,228,144,170
"ENSG00000083937",57,42,49,47,34,15
"ENSG00000038358",44,53,33,57,30,15
"ENSG00000139620",13,15,40,30,10,19
"ENSG00000101367",103,199,110,295,196,170
"ENSG00000117528",15,16,47,35,11,16
"ENSG00000112531",29,24,20,47,29,14
"ENSG00000093183",21,32,44,22,10,10
"ENSG00000158636",5,5,42,6,4,15
"ENSG00000114473",290,406,1018,299,250,287
"ENSG00000159348",28,7,44,32,24,24
"ENSG00000163632",140,169,152,169,92,122
"ENSG00000049759",39,23,52,14,24,13
"ENSG00000138760",4,9,14,26,6,4
"ENSG00000168591",9,7,9,6,10,6
"ENSG00000116857",39,34,32,42,13,12
"ENSG00000164253",20,50,27,29,18,17
"ENSG00000130758",6,5,16,7,6,4
"ENSG00000116761",20,21,20,6,9,4
"ENSG00000064886",125,237,156,98,78,1
"ENSG00000137054",45,64,59,41,24,21
"ENSG00000121644",10,6,18,19,9,15
"ENSG00000181222",43,38,41,11,33,9
"ENSG00000135250",15,18,42,20,12,12
"ENSG00000103043",23,29,33,56,35,25
"ENSG00000143643",12,13,21,18,5,15
"ENSG00000003509",15,16,26,12,11,20
"ENSG00000053747",2,3,38,3,3,3
"ENSG00000086848",14,17,24,10,10,18
"ENSG00000068903",33,33,24,61,30,13
"ENSG00000007923",44,52,38,59,27,17
"ENSG00000111328",69,68,30,139,63,36
"ENSG00000145687",20,27,29,36,13,24
"ENSG00000187118",9,27,34,43,10,6
"ENSG00000126353",118,139,236,143,75,254
"ENSG00000184863",12,10,29,18,17,13
"ENSG00000038002",5,13,17,24,10,12
"ENSG00000070476",5,6,48,19,7,6
"ENSG00000178028",20,26,46,32,19,16
"ENSG00000010270",59,68,62,223,123,81
"ENSG00000130935",68,94,76,98,43,37
"ENSG00000145740",27,32,24,49,32,36
"ENSG00000172057",75,71,54,35,31,30
"ENSG00000069248",21,36,30,52,25,24
"ENSG00000100601",14,18,27,18,13,5
"ENSG00000198860",11,28,24,26,11,42
"ENSG00000112697",97,78,60,91,89,81
"ENSG00000149499",20,36,29,37,17,20
"ENSG00000109775",23,41,47,37,17,17
"ENSG00000151465",131,202,158,167,81,82
"ENSG00000067167",70,87,119,136,109,47
"ENSG00000182934",97,116,68,161,140,77
"ENSG00000114631",2,5,29,11,1,1
"ENSG00000130024",30,35,25,42,15,24
"ENSG00000174903",116,121,129,194,115,62
"ENSG00000105204",7,7,24,12,5,4
"ENSG00000161813",22,30,20,33,25,30
"ENSG00000176438",4,7,7,20,9,13
"ENSG00000160050",89,148,50,53,16,12
"ENSG00000096092",24,37,47,46,13,35
"ENSG00000162601",10,8,24,16,6,15
"ENSG00000108424",248,305,130,328,166,120
"ENSG00000118513",5,37,41,47,21,19
"ENSG00000124787",11,15,11,19,6,11
"ENSG00000136758",99,146,56,203,130,80
"ENSG00000152455",9,20,9,16,4,6
"ENSG00000164045",9,18,55,9,2,11
"ENSG00000151806",18,20,32,24,11,17
"ENSG00000153317",4,5,36,29,25,21
"ENSG00000104408",380,482,391,342,242,244
"ENSG00000085415",39,62,29,35,20,36
"ENSG00000198373",13,19,18,16,10,6
"ENSG00000183426",57,48,78,17,5,16
"ENSG00000148700",14,14,46,67,19,24
"ENSG00000140398",5,1,3,36,19,7
"ENSG00000133398",95,68,50,53,38,11
"ENSG00000143970",5,6,34,6,5,7
"ENSG00000197586",17,20,15,13,6,12
"ENSG00000197894",75,138,72,98,51,29
"ENSG00000137713",17,27,27,45,16,40
"ENSG00000115419",111,151,125,121,80,57
"ENSG00000163704",7,15,16,15,11,4
"ENSG00000171132",3,6,10,12,4,4
"ENSG00000134109",53,49,52,31,31,35
"ENSG00000272916",15,14,23,31,15,18
"ENSG00000112031",26,16,22,52,21,19
"ENSG00000186480",99,96,61,176,104,162
"ENSG00000023902",94,107,157,146,64,65
"ENSG00000115866",102,147,132,153,94,75
"ENSG00000163399",401,563,312,289,113,116
"ENSG00000123066",4,6,49,21,10,13
"ENSG00000063176",12,15,9,17,10,10
"ENSG00000103415",40,58,34,72,21,21
"ENSG00000011295",31,35,34,14,12,13
"ENSG00000085831",3,4,19,3,2,2
"ENSG00000165006",24,22,18,33,28,14
"ENSG00000137760",3,4,4,9,6,7
"ENSG00000196704",42,75,90,56,25,26
"ENSG00000074800",1039,1914,1194,1950,1141,987
"ENSG00000185009",39,53,53,76,38,26
"ENSG00000114861",3,2,27,5,16,5
"ENSG00000138069",90,89,75,113,156,85
"ENSG00000239264",38,182,309,102,54,81
"ENSG00000175221",12,29,8,42,20,9
"ENSG00000162645",65,38,39,174,130,92
"ENSG00000141198",8,12,40,2,3,4
"ENSG00000168116",7,8,86,6,7,13
"ENSG00000103978",26,22,38,43,24,26
"ENSG00000137692",60,73,82,94,37,41
"ENSG00000108854",12,8,29,15,9,15
"ENSG00000132376",22,32,34,50,34,17
"ENSG00000004700",37,61,44,97,40,41
"ENSG00000117691",14,55,67,53,49,38
"ENSG00000171530",146,120,119,30,21,11
"ENSG00000198837",24,24,21,34,17,9
"ENSG00000156983",19,13,18,30,6,14
"ENSG00000053372",73,128,31,109,32,29
"ENSG00000183323",3,7,6,15,3,11
"ENSG00000117592",114,262,163,313,60,103
"ENSG00000185101",29,22,14,12,9,4
"ENSG00000160191",2,1,24,36,18,6
"ENSG00000080371",102,90,44,138,103,58
"ENSG00000129084",184,234,208,336,251,255
"ENSG00000171608",57,64,52,72,48,22
"ENSG00000119402",23,30,18,43,24,37
"ENSG00000144524",33,35,40,31,13,33
"ENSG00000162032",15,47,5,17,11,9
"ENSG00000213619",60,62,114,198,58,69
"ENSG00000118217",33,43,41,43,31,29
"ENSG00000110801",50,61,36,45,19,28
"ENSG00000102897",11,13,30,35,21,12
"ENSG00000153044",15,42,38,27,9,7
"ENSG00000162885",9,8,36,20,3,27
"ENSG00000142192",52,63,63,105,61,26
"ENSG00000101940",34,34,35,36,22,11
"ENSG00000005810",19,35,40,48,25,31
"ENSG00000096401",40,52,50,65,38,21
"ENSG00000133704",16,22,46,31,19,18
"ENSG00000089220",121,222,141,236,177,60
"ENSG00000186998",20,44,6,41,20,4
"ENSG00000140350",123,222,130,278,130,141
"ENSG00000133858",48,38,52,42,32,21
"ENSG00000084774",26,49,28,74,20,17
"ENSG00000148296",29,32,9,27,16,13
"ENSG00000088448",25,24,29,16,14,13
"ENSG00000153406",9,26,34,20,22,12
"ENSG00000134108",79,78,60,68,67,42
"ENSG00000089195",28,34,16,17,10,21
"ENSG00000143621",262,455,237,417,183,191
"ENSG00000154114",12,8,30,20,14,22
"ENSG00000169375",22,29,46,43,15,24
"ENSG00000145388",22,24,35,34,20,22
"ENSG00000069399",12,9,17,12,7,4
"ENSG00000183077",12,16,26,9,5,12
"ENSG00000128581",15,21,22,17,15,10
"ENSG00000100359",33,32,19,46,28,15
"ENSG00000125676",26,34,39,36,24,19
"ENSG00000085978",14,13,18,13,9,2
"ENSG00000105514",18,36,94,4,2,2
"ENSG00000010219",8,11,36,14,7,9
"ENSG00000113240",18,15,33,32,15,15
"ENSG00000196428",16,9,15,17,9,13
"ENSG00000169217",57,44,42,119,65,72
"ENSG00000196821",21,49,34,38,42,34
"ENSG00000239900",52,106,115,102,46,51
"ENSG00000116128",4,4,17,17,6,14
"ENSG00000167972",3,6,18,12,1,3
"ENSG00000157827",8,7,16,6,3,2
"ENSG00000080839",4,11,2,15,4,10
"ENSG00000123352",20,33,42,24,16,16
"ENSG00000143106",163,296,241,379,115,240
"ENSG00000169221",23,31,20,50,13,6
"ENSG00000142207",7,14,16,13,6,17
"ENSG00000162063",2,15,17,13,2,9
"ENSG00000134882",14,19,68,18,16,13
"ENSG00000196998",1,4,6,27,17,16
"ENSG00000170310",33,37,26,30,28,19
"ENSG00000137216",27,18,31,35,18,10
"ENSG00000165792",74,77,92,46,21,26
"ENSG00000091140",96,118,82,127,74,65
"ENSG00000164096",77,92,69,83,96,85
"ENSG00000151461",31,45,60,26,16,16
"ENSG00000153214",16,27,28,21,6,22
"ENSG00000172817",25,18,43,16,10,11
"ENSG00000164172",11,17,2,16,3,12
"ENSG00000125863",28,21,23,43,17,47
"ENSG00000197969",16,13,20,13,10,14
"ENSG00000196535",16,21,31,13,6,13
"ENSG00000137177",1,2,19,9,5,6
"ENSG00000025772",7,22,13,52,22,29
"ENSG00000115594",20,10,23,4,5,19
"ENSG00000133678",4,5,37,22,15,9
"ENSG00000121057",38,36,32,41,19,6
"ENSG00000100605",29,75,55,10,2,6
"ENSG00000129562",117,130,258,368,168,158
"ENSG00000125633",11,8,21,36,15,16
"ENSG00000133884",45,44,34,63,36,15
"ENSG00000115827",7,12,38,9,6,7
"ENSG00000158669",43,67,89,76,35,26
"ENSG00000136717",23,37,30,94,30,18
"ENSG00000185482",6,6,7,5,2,2
"ENSG00000139182",20,12,20,20,6,5
"ENSG00000031823",40,48,43,56,25,16
"ENSG00000131389",10,6,24,16,4,10
"ENSG00000136682",45,48,64,166,80,107
"ENSG00000142453",91,128,94,122,68,46
"ENSG00000108179",149,120,74,127,99,60
"ENSG00000132635",33,22,34,28,19,13
"ENSG00000152492",112,178,197,29,5,12
"ENSG00000196961",24,63,16,64,30,19
"ENSG00000198771",11,41,39,50,27,28
"ENSG00000086300",28,44,38,16,11,14
"ENSG00000027075",15,5,24,31,21,11
"ENSG00000086827",13,25,22,33,13,18
"ENSG00000143603",6,13,12,10,6,16
"ENSG00000112679",47,37,43,29,22,16
"ENSG00000163644",11,14,30,9,6,13
"ENSG00000032444",27,37,35,45,20,12
"ENSG00000198053",8,3,1,65,40,31
"ENSG00000108587",25,28,42,26,21,15
"ENSG00000105329",94,131,80,133,82,35
"ENSG00000005022",206,557,308,698,180,309
"ENSG00000136842",70,51,85,12,10,35
"ENSG00000008323",3,3,49,10,3,6
"ENSG00000158691",5,7,28,9,4,3
"ENSG00000172005",59,39,52,27,3,4
"ENSG00000135974",28,13,32,20,15,18
"ENSG00000179222",59,59,45,56,43,46
"ENSG00000112742",6,19,31,15,4,9
"ENSG00000124459",4,2,30,9,5,9
"ENSG00000163041",239,308,276,208,155,146
"ENSG00000030110",38,32,12,59,21,14
"ENSG00000104356",32,29,46,14,12,11
"ENSG00000093144",26,50,54,53,13,20
"ENSG00000118900",15,14,26,24,20,15
"ENSG00000075399",4,5,12,9,2,1
"ENSG00000186350",28,47,7,14,9,3
"ENSG00000163950",92,108,39,98,61,60
"ENSG00000181404",16,13,21,47,21,10
"ENSG00000145860",59,39,27,87,54,27
"ENSG00000168374",168,242,178,225,188,199
"ENSG00000107672",33,74,100,116,21,34
"ENSG00000153898",66,65,80,81,46,38
"ENSG00000152127",13,11,20,50,32,31
"ENSG00000133961",21,30,31,49,27,14
"ENSG00000164111",229,266,152,636,324,172
"ENSG00000120875",67,71,8,13,6,18
"ENSG00000118418",63,187,155,98,77,46
"ENSG00000069998",9,17,41,13,6,2
"ENSG00000161920",17,16,32,24,3,5
"ENSG00000147548",20,17,39,18,15,21
"ENSG00000188352",12,30,30,43,14,17
"ENSG00000175203",92,142,128,188,109,112
"ENSG00000177103",3,3,31,2,1,2
"ENSG00000164985",143,268,159,88,37,20
"ENSG00000167216",1,2,9,3,1,2
"ENSG00000117262",22,31,21,26,16,19
"ENSG00000108960",15,26,22,41,16,4
"ENSG00000130733",13,16,18,25,17,4
"ENSG00000043093",31,35,24,71,32,41
"ENSG00000154822",8,14,48,22,19,9
"ENSG00000198231",70,70,52,115,84,46
"ENSG00000182831",45,20,40,44,29,7
"ENSG00000129128",41,70,54,104,41,32
"ENSG00000071189",8,7,22,12,7,17
"ENSG00000134153",92,85,114,78,31,57
"ENSG00000162976",4,3,32,19,3,3
"ENSG00000139636",20,16,23,42,31,14
"ENSG00000114796",7,6,51,26,15,15
"ENSG00000139496",31,44,31,48,31,22
"ENSG00000132382",39,59,15,56,24,9
"ENSG00000158773",37,27,53,63,28,15
"ENSG00000151575",8,9,39,15,5,12
"ENSG00000171163",16,20,40,38,11,21
"ENSG00000160305",8,7,18,13,6,3
"ENSG00000130725",136,202,225,235,76,76
"ENSG00000077238",11,9,23,44,27,17
"ENSG00000123892",40,40,23,26,42,22
"ENSG00000123600",3,17,27,12,4,2
"ENSG00000149929",12,27,24,33,4,5
"ENSG00000110841",12,14,30,82,63,21
"ENSG00000169371",22,37,47,14,11,11
"ENSG00000173200",18,23,42,25,16,11
"ENSG00000164209",35,54,73,45,41,31
"ENSG00000161011",344,179,428,266,262,169
"ENSG00000149806",718,956,563,1424,661,240
"ENSG00000072736",11,10,22,14,9,11
"ENSG00000134884",101,90,61,98,41,58
"ENSG00000145675",17,22,43,51,20,34
"ENSG00000172172",107,91,49,116,50,51
"ENSG00000102081",16,18,32,30,16,14
"ENSG00000132964",20,20,14,26,13,9
"ENSG00000106723",6,3,35,7,1,10
"ENSG00000100865",46,41,53,63,34,64
"ENSG00000102879",191,538,166,262,111,88
"ENSG00000109787",9,5,40,31,19,3
"ENSG00000115282",15,14,12,15,10,13
"ENSG00000172922",21,34,24,73,27,2
"ENSG00000107960",12,24,41,21,11,22
"ENSG00000164070",10,28,20,9,5,15
"ENSG00000149179",12,16,68,17,12,10
"ENSG00000110934",13,23,32,50,22,21
"ENSG00000196365",49,69,35,76,31,10
"ENSG00000128585",21,16,29,32,12,14
"ENSG00000100325",34,50,49,52,22,29
"ENSG00000055070",37,33,46,71,33,12
"ENSG00000224712",44,20,56,17,5,16
"ENSG00000145730",20,16,30,38,35,32
"ENSG00000172239",122,126,76,176,80,59
"ENSG00000130856",4,3,18,3,5,3
"ENSG00000000938",39,49,78,33,12,6
"ENSG00000138095",109,175,93,185,116,77
"ENSG00000101182",301,371,268,556,232,173
"ENSG00000148053",11,20,18,9,3,13
"ENSG00000125246",5,2,11,6,3,6
"ENSG00000116260",16,15,27,37,12,15
"ENSG00000112096",43,48,34,130,51,74
"ENSG00000196505",14,10,21,17,12,10
"ENSG00000130254",40,39,47,43,16,15
"ENSG00000189067",35,55,90,64,73,45
"ENSG00000130414",73,133,117,84,67,58
"ENSG00000151422",4,2,32,14,5,11
"ENSG00000158457",133,172,258,343,163,225
"ENSG00000170525",29,16,20,37,20,4
"ENSG00000076201",19,18,25,36,14,7
"ENSG00000128191",18,30,28,69,19,18
"ENSG00000113140",2,15,65,11,5,10
"ENSG00000135185",108,95,92,183,137,121
"ENSG00000155393",15,15,56,15,4,6
"ENSG00000092201",107,160,75,144,87,64
"ENSG00000135052",12,14,6,9,4,1
"ENSG00000163166",36,69,46,51,33,16
"ENSG00000068796",27,39,59,54,36,40
"ENSG00000101811",25,40,22,51,19,18
"ENSG00000145241",11,17,36,16,6,13
"ENSG00000043514",26,25,68,26,16,13
"ENSG00000171766",54,70,50,29,20,14
"ENSG00000175592",19,6,9,7,12,2
"ENSG00000119927",6,4,43,4,3,15
