"geneName","teName","pvalue","coef","padj"
"1","ENSG00000162714","(CATTC)n",0.706953938905835,0.44423094742118,0.997643574286862
"2","ENSG00000162714","(GAATG)n",0.222948319104842,-0.939301918486028,0.997643574286862
"3","ENSG00000162714","7SK",0.744085850737032,0.391249566312753,0.997643574286862
"4","ENSG00000162714","ACRO1",0.986623617613733,0.0210100262991772,1
"5","ENSG00000162714","ALR/Alpha",0.940373805041571,-0.0935237314312683,0.999680240079354
"6","ENSG00000162714","AluJb",0.609766457662939,-0.575305349478926,0.997643574286862
"7","ENSG00000162714","AluJo",0.54458529489845,-0.655892035420593,0.997643574286862
"8","ENSG00000162714","AluJr4",0.636650045342512,-0.540262291058636,0.997643574286862
"9","ENSG00000162714","AluJr",0.54843146330016,-0.651319602698088,0.997643574286862
"10","ENSG00000162714","AluSc5",0.550564913572058,-0.64877303572221,0.997643574286862
"11","ENSG00000162714","AluSc8",0.625189554508151,-0.555322637050788,0.997643574286862
"12","ENSG00000162714","AluSc",0.613655604930524,-0.570297809926312,0.997643574286862
"13","ENSG00000162714","AluSg4",0.60053117702802,-0.587110027512629,0.997643574286862
"14","ENSG00000162714","AluSg7",0.570546610270504,-0.624572337938816,0.997643574286862
"15","ENSG00000162714","AluSg",0.673839247884849,-0.490211254890056,0.997643574286862
"16","ENSG00000162714","AluSp",0.599590235412868,-0.588305859714154,0.997643574286862
"17","ENSG00000162714","AluSq10",0.538585323777908,-0.662977104138397,0.997643574286862
"18","ENSG00000162714","AluSq2",0.622542389828643,-0.558775894770019,0.997643574286862
"19","ENSG00000162714","AluSq4",0.74266693602,-0.393299747122413,0.997643574286862
"20","ENSG00000162714","AluSq",0.678089463254585,-0.484381353245795,0.997643574286862
"21","ENSG00000162714","AluSx1",0.62314246969015,-0.557993928157726,0.997643574286862
"22","ENSG00000162714","AluSx3",0.583048618550355,-0.60911617868626,0.997643574286862
"23","ENSG00000162714","AluSx4",0.811828657486859,-0.291293649774471,0.997643574286862
"24","ENSG00000162714","AluSx",0.602214263647961,-0.58496781429299,0.997643574286862
"25","ENSG00000162714","AluSz6",0.620512271631298,-0.561417665387041,0.997643574286862
"26","ENSG00000162714","AluSz",0.651166756922109,-0.520935022481249,0.997643574286862
"27","ENSG00000162714","AluY",0.667379488013736,-0.499030000592628,0.997643574286862
"28","ENSG00000162714","AluYa5",0.569350393585824,-0.626038681386954,0.997643574286862
"29","ENSG00000162714","AluYa8",0.0440359440827756,-0.997608605584528,0.997643574286862
"30","ENSG00000162714","AluYb8",0.858286244166097,-0.220769578041939,0.998645847073302
"31","ENSG00000162714","AluYb9",0.22148968471671,-0.94008554997464,0.997643574286862
"32","ENSG00000162714","AluYc3",0.912974892344058,0.136273379367009,0.998645847073302
"33","ENSG00000162714","AluYc",0.751549283086403,-0.380433940584592,0.997643574286862
"34","ENSG00000162714","AluYd8",0.155871821313656,-0.970175422388105,0.997643574286862
"35","ENSG00000162714","AluYg6",0.846781502407977,-0.238358277039538,0.998645847073302
"36","ENSG00000162714","AluYh9",0.189872105199146,-0.955852067236404,0.997643574286862
"37","ENSG00000162714","AluYk11",0.208062825979619,-0.947066627479245,0.997643574286862
"38","ENSG00000162714","AluYk12",0.198039492564578,-0.952003640757806,0.997643574286862
"39","ENSG00000162714","AluYk4",0.97557176560568,0.0383623651560138,1
"40","ENSG00000162714","AmnSINE1",0.217995873815077,-0.941942477014719,0.997643574286862
"41","ENSG00000162714","Arthur1",0.222358146601853,-0.939619574812554,0.997643574286862
"42","ENSG00000162714","Arthur1A",0.59363348237659,-0.595846301937946,0.997643574286862
"43","ENSG00000162714","Arthur1B",0.650885432629022,-0.521312178528202,0.997643574286862
"44","ENSG00000162714","Arthur1C",0.203340609416387,-0.949421888883332,0.997643574286862
"45","ENSG00000162714","BLACKJACK",0.356958794491393,-0.846877987576445,0.997643574286862
"46","ENSG00000162714","BSR/Beta",0.230185183279552,0.935341170649352,0.997643574286862
"47","ENSG00000162714","CER",0.993941623605137,-0.00951633174746727,1
"48","ENSG00000162714","CR1_Mam",0.182688494171745,-0.959106925212907,0.997643574286862
"49","ENSG00000162714","Charlie10",0.706953938905835,-0.44423094742118,0.997643574286862
"50","ENSG00000162714","Charlie10a",0.278796838842394,-0.905630125334521,0.997643574286862
"51","ENSG00000162714","Charlie10b",0.429758210237755,0.78066781974958,0.997643574286862
"52","ENSG00000162714","Charlie11",0.516904742602152,-0.688083260179291,0.997643574286862
"53","ENSG00000162714","Charlie12",0.154420958311267,-0.970725343394151,0.997643574286862
"54","ENSG00000162714","Charlie13a",0.526084420971015,-0.677548913087594,0.997643574286862
"55","ENSG00000162714","Charlie13b",0.383456996870234,-0.824016148532743,0.997643574286862
"56","ENSG00000162714","Charlie14a",0.359027210763377,-0.845145711601131,0.997643574286862
"57","ENSG00000162714","Charlie15a",0.357842492779753,-0.846138992704029,0.997643574286862
"58","ENSG00000162714","Charlie16a",0.571216729575532,-0.623749929895027,0.997643574286862
"59","ENSG00000162714","Charlie17a",0.928771144956997,0.111652729400311,0.999406793216703
"60","ENSG00000162714","Charlie18a",0.618406042106809,-0.564152444308602,0.997643574286862
"61","ENSG00000162714","Charlie19a",0.512771434273293,0.692779950679807,0.997643574286862
"62","ENSG00000162714","Charlie1",0.578724457176359,-0.614488991132427,0.997643574286862
"63","ENSG00000162714","Charlie1a",0.61203705802415,-0.572384394713792,0.997643574286862
"64","ENSG00000162714","Charlie1b",0.645753230428902,-0.528174697629948,0.997643574286862
"65","ENSG00000162714","Charlie20a",0.42272295718746,-0.787526259738021,0.997643574286862
"66","ENSG00000162714","Charlie21a",0.725397363197713,-0.418092814254852,0.997643574286862
"67","ENSG00000162714","Charlie22a",0.552900901071072,-0.645976357166326,0.997643574286862
"68","ENSG00000162714","Charlie23a",0.578087342901795,-0.61527822148169,0.997643574286862
"69","ENSG00000162714","Charlie24",0.937892554271572,-0.0974034681337364,0.999680240079354
"70","ENSG00000162714","Charlie25",0.573687700016694,0.620711450602615,0.997643574286862
"71","ENSG00000162714","Charlie26a",0.80889382285763,-0.29570064637951,0.997643574286862
"72","ENSG00000162714","Charlie2a",0.779443552050087,-0.339560183006616,0.997643574286862
"73","ENSG00000162714","Charlie2b",0.451799054809024,-0.758567624890531,0.997643574286862
"74","ENSG00000162714","Charlie3",0.302908374120652,-0.888923194408336,0.997643574286862
"75","ENSG00000162714","Charlie4",0.359027210763377,-0.845145711601131,0.997643574286862
"76","ENSG00000162714","Charlie4a",0.408488114781839,-0.801108318272153,0.997643574286862
"77","ENSG00000162714","Charlie4z",0.560898643123892,-0.636335709872135,0.997643574286862
"78","ENSG00000162714","Charlie5",0.425567540839565,-0.784764702161191,0.997643574286862
"79","ENSG00000162714","Charlie6",0.286111380730129,0.900698055327745,0.997643574286862
"80","ENSG00000162714","Charlie7",0.413323318123719,-0.796539429390919,0.997643574286862
"81","ENSG00000162714","Charlie7a",0.415354690003595,-0.794606219528737,0.997643574286862
"82","ENSG00000162714","Charlie8",0.70516100414891,-0.446752371812207,0.997643574286862
"83","ENSG00000162714","Charlie9",0.511429395557947,-0.694298642500238,0.997643574286862
"84","ENSG00000162714","Cheshire",0.52408685906507,-0.679853328574094,0.997643574286862
"85","ENSG00000162714","D20S16",0.789065688830126,0.325305555608585,0.997643574286862
"86","ENSG00000162714","DNA1_Mam",0.637516215709115,0.539116870135564,0.997643574286862
"87","ENSG00000162714","ERV3-16A3_I-int",0.79368341636217,-0.318438074590423,0.997643574286862
