"gene","Judith","Leo","Maryke"
"662","ENSPTRG00000001692",109,53,63
"663","ENSPTRG00000001696",22,8,8
"664","ENSPTRG00000001697",8,2,5
"665","ENSPTRG00000001698",19,10,20
"666","ENSPTRG00000001702",6,5,3
"667","ENSPTRG00000001703",53,45,41
"668","ENSPTRG00000001705",455,168,163
"669","ENSPTRG00000001706",100,47,16
"670","ENSPTRG00000001707",2,2,1
"671","ENSPTRG00000001711",53,31,22
"672","ENSPTRG00000001722",9,5,16
"673","ENSPTRG00000001725",10,13,12
"674","ENSPTRG00000001726",38,32,28
"675","ENSPTRG00000001727",4,2,5
"676","ENSPTRG00000001728",49,37,14
"677","ENSPTRG00000001734",6,7,7
"678","ENSPTRG00000001736",32,20,22
"679","ENSPTRG00000001738",12,9,15
"680","ENSPTRG00000001739",35,11,14
"681","ENSPTRG00000001741",138,76,45
"682","ENSPTRG00000001743",18,9,8
"683","ENSPTRG00000001746",30,14,17
"684","ENSPTRG00000001749",3,2,12
"685","ENSPTRG00000001751",3,2,7
"686","ENSPTRG00000001755",4,4,15
"687","ENSPTRG00000001756",44,11,9
"688","ENSPTRG00000001758",6,2,5
"689","ENSPTRG00000001759",170,93,82
"690","ENSPTRG00000001761",35,13,19
"691","ENSPTRG00000001764",52,22,24
"692","ENSPTRG00000001766",86,52,45
"693","ENSPTRG00000001767",232,112,60
"694","ENSPTRG00000001768",4,5,8
"695","ENSPTRG00000001773",10,5,11
"696","ENSPTRG00000001774",40,12,34
"697","ENSPTRG00000001775",20,11,7
"698","ENSPTRG00000001776",30,13,10
"699","ENSPTRG00000001777",9,7,19
"700","ENSPTRG00000001779",124,65,51
"701","ENSPTRG00000001780",4,2,4
"702","ENSPTRG00000001783",111,58,44
"703","ENSPTRG00000001784",22,13,12
"704","ENSPTRG00000001790",183,231,173
"705","ENSPTRG00000001793",58,12,57
"706","ENSPTRG00000001794",33,17,14
"707","ENSPTRG00000001795",39,16,16
"708","ENSPTRG00000001796",51,37,26
"709","ENSPTRG00000001799",27,4,6
"710","ENSPTRG00000001815",17,15,13
"711","ENSPTRG00000001817",133,73,39
"712","ENSPTRG00000001820",5,4,4
"713","ENSPTRG00000001821",10,6,9
"714","ENSPTRG00000001822",8,12,7
"715","ENSPTRG00000001825",15,10,6
"716","ENSPTRG00000001829",39,12,11
"717","ENSPTRG00000001833",5,2,7
"718","ENSPTRG00000001835",32,38,23
"719","ENSPTRG00000001836",86,44,32
"720","ENSPTRG00000001837",2,1,12
"721","ENSPTRG00000001842",122,42,50
"722","ENSPTRG00000001843",59,16,30
"723","ENSPTRG00000001846",95,54,23
"724","ENSPTRG00000001848",25,17,15
"725","ENSPTRG00000001850",24,2,12
"726","ENSPTRG00000001851",3,2,4
"727","ENSPTRG00000001856",18,14,11
"728","ENSPTRG00000001860",6,6,1
"729","ENSPTRG00000001861",49,37,24
"730","ENSPTRG00000001862",76,67,44
"731","ENSPTRG00000001863",30,22,22
"732","ENSPTRG00000001864",66,40,36
"733","ENSPTRG00000001869",3,4,10
"734","ENSPTRG00000001870",5,4,12
"735","ENSPTRG00000001871",123,30,8
"736","ENSPTRG00000001873",14,7,10
"737","ENSPTRG00000001874",4,4,13
"738","ENSPTRG00000001876",68,53,41
"739","ENSPTRG00000001887",29,28,30
"740","ENSPTRG00000001888",27,8,13
"741","ENSPTRG00000001889",6,3,3
"742","ENSPTRG00000001894",30,20,13
"743","ENSPTRG00000001896",4,2,4
"744","ENSPTRG00000001902",10,9,6
"745","ENSPTRG00000001904",112,58,42
"746","ENSPTRG00000001906",9,3,1
"747","ENSPTRG00000001909",9,2,13
"748","ENSPTRG00000001910",35,6,9
"749","ENSPTRG00000001912",63,22,50
"750","ENSPTRG00000001913",98,60,66
"751","ENSPTRG00000001914",5,4,5
"752","ENSPTRG00000001915",155,91,65
"753","ENSPTRG00000001916",13,2,3
"754","ENSPTRG00000001917",4,2,5
"755","ENSPTRG00000001920",6,8,15
"756","ENSPTRG00000001924",6,4,13
"757","ENSPTRG00000001925",3,7,11
"758","ENSPTRG00000001926",2,7,3
"759","ENSPTRG00000001929",39,29,35
"760","ENSPTRG00000001939",16,6,9
"761","ENSPTRG00000001941",1,1,9
"762","ENSPTRG00000001942",16,11,14
"763","ENSPTRG00000001948",23,16,4
"764","ENSPTRG00000001949",21,17,5
"765","ENSPTRG00000001953",13,2,6
"766","ENSPTRG00000001954",24,43,20
"767","ENSPTRG00000001955",29,15,16
"768","ENSPTRG00000001956",15,2,8
"769","ENSPTRG00000001958",78,42,31
"770","ENSPTRG00000001960",15,5,10
"771","ENSPTRG00000001961",50,46,36
"772","ENSPTRG00000001962",35,13,25
"773","ENSPTRG00000001965",17,2,12
"774","ENSPTRG00000001966",28,13,7
"775","ENSPTRG00000001968",13,8,13
"776","ENSPTRG00000001969",27,7,18
"777","ENSPTRG00000001970",14,9,11
"778","ENSPTRG00000001972",11,8,12
"779","ENSPTRG00000001975",13,14,8
"780","ENSPTRG00000001977",10,3,16
"781","ENSPTRG00000001978",3,2,10
"782","ENSPTRG00000001979",7,5,7
"783","ENSPTRG00000001986",9,8,10
"784","ENSPTRG00000001993",30,23,48
"785","ENSPTRG00000001995",94,73,62
"786","ENSPTRG00000001996",33,18,14
"787","ENSPTRG00000001997",58,30,33
"788","ENSPTRG00000001999",25,14,11
"789","ENSPTRG00000002000",3,2,11
"790","ENSPTRG00000002005",13,18,18
"791","ENSPTRG00000002007",6,3,4
"792","ENSPTRG00000002010",65,38,33
"793","ENSPTRG00000002012",23,12,23
"794","ENSPTRG00000002016",83,20,19
"795","ENSPTRG00000002017",47,26,25
"796","ENSPTRG00000002020",8,7,5
"797","ENSPTRG00000002021",25,13,11
"798","ENSPTRG00000002023",62,88,42
"799","ENSPTRG00000002025",42,19,30
"800","ENSPTRG00000002026",94,48,54
"801","ENSPTRG00000002036",56,41,19
"802","ENSPTRG00000002038",158,64,101
"803","ENSPTRG00000002039",7,1,2
"804","ENSPTRG00000002040",32,6,15
"805","ENSPTRG00000002042",75,31,22
"806","ENSPTRG00000002044",25,11,11
"807","ENSPTRG00000002045",195,145,137
"808","ENSPTRG00000002046",34,24,11
"809","ENSPTRG00000002048",5,2,8
"810","ENSPTRG00000002049",307,183,139
"811","ENSPTRG00000002051",28,18,19
"812","ENSPTRG00000002052",17,17,13
"813","ENSPTRG00000002056",3,6,7
"814","ENSPTRG00000002059",14,3,7
"815","ENSPTRG00000002060",23,8,4
"816","ENSPTRG00000002066",298,400,114
"817","ENSPTRG00000002067",19,4,8
"818","ENSPTRG00000002068",12,5,4
"819","ENSPTRG00000002069",40,23,16
"820","ENSPTRG00000002071",16,2,1
"821","ENSPTRG00000002079",66,13,4
"822","ENSPTRG00000002083",51,32,10
"823","ENSPTRG00000002088",49,23,22
"824","ENSPTRG00000002090",11,3,20
"825","ENSPTRG00000002091",14,11,8
"826","ENSPTRG00000002092",11,9,5
"827","ENSPTRG00000002093",92,89,41
"828","ENSPTRG00000002095",29,11,9
"829","ENSPTRG00000002101",17,5,14
"830","ENSPTRG00000002102",20,13,20
"831","ENSPTRG00000002106",30,13,19
"832","ENSPTRG00000002107",85,44,40
"833","ENSPTRG00000002110",36,21,20
"834","ENSPTRG00000002111",44,29,19
"835","ENSPTRG00000002116",56,16,60
"836","ENSPTRG00000002119",4,4,6
"837","ENSPTRG00000002120",7,9,4
"838","ENSPTRG00000002121",2,2,4
"839","ENSPTRG00000002122",52,25,3
"840","ENSPTRG00000002124",24,3,9
"841","ENSPTRG00000002127",75,81,49
"842","ENSPTRG00000002129",24,22,10
"843","ENSPTRG00000002130",13,10,15
"844","ENSPTRG00000002131",41,29,21
"845","ENSPTRG00000002132",19,3,25
"846","ENSPTRG00000002134",20,8,10
"847","ENSPTRG00000002135",49,27,11
"848","ENSPTRG00000002136",69,42,25
"849","ENSPTRG00000002137",48,18,39
"850","ENSPTRG00000002140",34,21,16
"851","ENSPTRG00000002141",41,22,18
"852","ENSPTRG00000002145",19,8,8
"853","ENSPTRG00000002163",150,42,59
"854","ENSPTRG00000002164",66,14,15
"855","ENSPTRG00000002165",17,6,18
"856","ENSPTRG00000002167",15,3,13
"857","ENSPTRG00000002172",21,17,16
"858","ENSPTRG00000002173",10,4,6
"859","ENSPTRG00000002174",23,12,10
"860","ENSPTRG00000002178",70,24,48
"861","ENSPTRG00000002180",18,8,14
"862","ENSPTRG00000002182",505,241,201
"863","ENSPTRG00000002187",11,4,10
"864","ENSPTRG00000002188",32,22,9
"865","ENSPTRG00000002189",16,8,6
"866","ENSPTRG00000002191",26,20,26
"867","ENSPTRG00000002197",10,5,4
"868","ENSPTRG00000002224",19,16,5
"869","ENSPTRG00000002226",36,10,20
"870","ENSPTRG00000002229",20,10,13
"871","ENSPTRG00000002230",3,2,9
"872","ENSPTRG00000002235",42,25,14
"873","ENSPTRG00000002236",75,47,48
"874","ENSPTRG00000002239",63,53,47
"875","ENSPTRG00000002240",10,4,6
"876","ENSPTRG00000002243",206,80,50
"877","ENSPTRG00000002244",80,30,28
"878","ENSPTRG00000002245",82,68,22
"879","ENSPTRG00000002248",8,16,2
"880","ENSPTRG00000002254",30,12,13
"881","ENSPTRG00000002258",24,15,12
"882","ENSPTRG00000002259",286,199,170
"883","ENSPTRG00000002260",4,2,4
"884","ENSPTRG00000002261",71,40,31
"885","ENSPTRG00000002262",34,21,11
"886","ENSPTRG00000002263",46,24,26
"887","ENSPTRG00000002265",155,78,57
"888","ENSPTRG00000002267",35,19,4
"889","ENSPTRG00000002271",21,11,14
"890","ENSPTRG00000002276",27,13,10
"891","ENSPTRG00000002277",229,134,144
"892","ENSPTRG00000002278",10,3,17
"893","ENSPTRG00000002284",16,22,11
"894","ENSPTRG00000002286",45,24,25
"895","ENSPTRG00000002289",23,6,10
"896","ENSPTRG00000002291",24,15,15
"897","ENSPTRG00000002292",7,4,4
"898","ENSPTRG00000002293",10,6,4
"899","ENSPTRG00000002294",116,52,81
"900","ENSPTRG00000002295",156,76,77
"901","ENSPTRG00000002296",40,20,22
"902","ENSPTRG00000002297",1,2,1
"903","ENSPTRG00000002298",102,91,53
"904","ENSPTRG00000002302",6,6,5
"905","ENSPTRG00000002303",64,20,15
"906","ENSPTRG00000002306",39,25,18
"907","ENSPTRG00000002309",47,76,50
"908","ENSPTRG00000002311",57,22,25
"909","ENSPTRG00000002313",15,4,6
"910","ENSPTRG00000002314",5,3,4
"911","ENSPTRG00000002318",5,1,9
"912","ENSPTRG00000002319",5,7,10
"913","ENSPTRG00000002320",4,3,16
"914","ENSPTRG00000002322",23,13,16
"915","ENSPTRG00000002323",12,5,6
"916","ENSPTRG00000002325",76,71,62
"917","ENSPTRG00000002328",277,51,18
"918","ENSPTRG00000002333",20,9,10
"919","ENSPTRG00000002339",2,1,1
"920","ENSPTRG00000002340",4,4,4
"921","ENSPTRG00000002341",7,5,4
"922","ENSPTRG00000002346",22,21,12
"923","ENSPTRG00000002349",42,7,12
"924","ENSPTRG00000002352",130,54,50
"925","ENSPTRG00000002355",91,53,30
"926","ENSPTRG00000002362",3,7,4
"927","ENSPTRG00000002365",4,4,7
"928","ENSPTRG00000002373",39,17,27
"929","ENSPTRG00000002374",19,5,14
"930","ENSPTRG00000002376",9,3,15
"931","ENSPTRG00000002378",190,122,75
"932","ENSPTRG00000002379",14,4,11
"933","ENSPTRG00000002380",21,19,17
"934","ENSPTRG00000002384",80,50,33
"935","ENSPTRG00000002387",3,3,5
"936","ENSPTRG00000002388",111,95,56
"937","ENSPTRG00000002392",5,2,9
"938","ENSPTRG00000002400",26,16,23
"939","ENSPTRG00000002404",12,10,14
"940","ENSPTRG00000002406",13,14,17
"941","ENSPTRG00000002408",133,87,38
"942","ENSPTRG00000002410",15,8,11
"943","ENSPTRG00000002413",92,43,26
"944","ENSPTRG00000002415",9,2,8
"945","ENSPTRG00000002418",65,31,27
"946","ENSPTRG00000002420",30,14,25
"947","ENSPTRG00000002421",67,43,29
"948","ENSPTRG00000002429",12,4,9
"949","ENSPTRG00000002430",5,1,16
"950","ENSPTRG00000002433",6,4,7
"951","ENSPTRG00000002435",44,31,33
"952","ENSPTRG00000002437",8,8,6
"953","ENSPTRG00000002441",59,24,19
"954","ENSPTRG00000002443",17,13,8
"955","ENSPTRG00000002446",138,64,68
"956","ENSPTRG00000002448",21,6,6
"957","ENSPTRG00000002452",57,20,31
"958","ENSPTRG00000002455",18,30,19
"959","ENSPTRG00000002459",8,12,6
"960","ENSPTRG00000002462",61,65,36
"961","ENSPTRG00000002465",19,12,16
"962","ENSPTRG00000002469",67,43,67
"963","ENSPTRG00000002470",43,57,38
"964","ENSPTRG00000002477",2,1,3
"965","ENSPTRG00000002478",24,19,24
"966","ENSPTRG00000002488",11,6,9
"967","ENSPTRG00000002496",85,72,46
"968","ENSPTRG00000002497",172,46,76
"969","ENSPTRG00000002501",2,1,8
"970","ENSPTRG00000002502",16,10,19
"971","ENSPTRG00000002509",1,1,8
"972","ENSPTRG00000002515",33,5,22
"973","ENSPTRG00000002517",122,28,45
"974","ENSPTRG00000002518",96,39,20
"975","ENSPTRG00000002519",68,50,29
"976","ENSPTRG00000002524",38,18,16
"977","ENSPTRG00000002526",9,1,1
"978","ENSPTRG00000002528",35,3,16
"979","ENSPTRG00000002534",4,2,16
"980","ENSPTRG00000002538",5,8,1
"981","ENSPTRG00000002539",37,21,14
"982","ENSPTRG00000002540",21,15,18
"983","ENSPTRG00000002543",31,28,12
"984","ENSPTRG00000002548",15,10,8
"985","ENSPTRG00000002549",28,16,14
"986","ENSPTRG00000002552",9,4,4
"987","ENSPTRG00000002553",159,85,51
"988","ENSPTRG00000002554",12,5,21
"989","ENSPTRG00000002556",7,3,7
"990","ENSPTRG00000002557",5,6,8
"991","ENSPTRG00000002560",67,45,24
"992","ENSPTRG00000002562",61,25,24
"993","ENSPTRG00000002563",114,86,48
"994","ENSPTRG00000002565",1345,582,1252
"995","ENSPTRG00000002567",87,67,45
"996","ENSPTRG00000002568",34,11,19
"997","ENSPTRG00000002572",67,16,19
"998","ENSPTRG00000002575",46,8,10
"999","ENSPTRG00000002582",39,17,13
"1000","ENSPTRG00000002583",10,2,5
"1001","ENSPTRG00000002584",63,45,30
"1002","ENSPTRG00000002585",624,164,201
"1003","ENSPTRG00000002590",78,23,4
"1004","ENSPTRG00000002598",23,12,11
"1005","ENSPTRG00000002599",36,18,14
"1006","ENSPTRG00000002603",16,8,7
"1007","ENSPTRG00000002608",11,2,1
"1008","ENSPTRG00000002609",41,23,16
"1009","ENSPTRG00000002613",32,19,19
"1010","ENSPTRG00000002615",34,30,12
"1011","ENSPTRG00000002619",26,32,15
"1012","ENSPTRG00000002623",6,5,12
"1013","ENSPTRG00000002628",2,2,8
"1014","ENSPTRG00000002629",196,88,96
"1015","ENSPTRG00000002631",46,27,29
"1016","ENSPTRG00000002635",31,17,9
"1017","ENSPTRG00000002637",117,81,48
"1018","ENSPTRG00000002638",108,48,48
"1019","ENSPTRG00000002641",29,14,17
"1020","ENSPTRG00000002643",12,5,12
"1021","ENSPTRG00000002646",21,16,12
"1022","ENSPTRG00000002647",18,1,2
"1023","ENSPTRG00000002649",29,24,18
"1024","ENSPTRG00000002652",6,4,10
"1025","ENSPTRG00000002656",17,12,24
"1026","ENSPTRG00000002658",2,1,2
"1027","ENSPTRG00000002663",3,2,8
"1028","ENSPTRG00000002664",21,11,16
"1029","ENSPTRG00000002666",1369,916,911
"1030","ENSPTRG00000002668",24,6,6
"1031","ENSPTRG00000002669",119,93,56
"1032","ENSPTRG00000002678",21,14,8
"1033","ENSPTRG00000002680",187,69,52
"1034","ENSPTRG00000002685",58,35,28
"1035","ENSPTRG00000002686",17,11,13
"1036","ENSPTRG00000002691",413,248,170
"1037","ENSPTRG00000002697",23,11,26
"1038","ENSPTRG00000002702",53,33,27
"1039","ENSPTRG00000002706",26,11,10
"1040","ENSPTRG00000002711",121,66,68
"1041","ENSPTRG00000002712",9,6,14
"1042","ENSPTRG00000002715",13,8,16
"1043","ENSPTRG00000002717",44,36,35
"1044","ENSPTRG00000002719",118,96,33
"1045","ENSPTRG00000002727",14,7,11
"1046","ENSPTRG00000002730",116,81,82
"1047","ENSPTRG00000002732",95,51,73
"1048","ENSPTRG00000002733",9,10,43
"1049","ENSPTRG00000002738",3,3,3
"1050","ENSPTRG00000002742",60,48,40
"1051","ENSPTRG00000002747",8,4,16
"1052","ENSPTRG00000002749",30,22,11
"1053","ENSPTRG00000002751",56,39,36
"1054","ENSPTRG00000002757",31,15,16
"1055","ENSPTRG00000002758",18,2,15
"1056","ENSPTRG00000002761",12,2,3
"1057","ENSPTRG00000002765",19,7,5
"1058","ENSPTRG00000002770",23,17,15
"1059","ENSPTRG00000002775",4,4,6
"1060","ENSPTRG00000002776",32,16,19
"1061","ENSPTRG00000002777",7,3,11
"1062","ENSPTRG00000002778",29,5,17
"1063","ENSPTRG00000002783",166,150,86
"1064","ENSPTRG00000002785",67,38,23
"1065","ENSPTRG00000002786",36,23,42
"1066","ENSPTRG00000002787",30,11,18
"1067","ENSPTRG00000002790",9,4,6
"1068","ENSPTRG00000002792",103,93,69
"1069","ENSPTRG00000002795",4,2,2
"1070","ENSPTRG00000002797",151,80,60
"1071","ENSPTRG00000002798",185,181,78
"1072","ENSPTRG00000002800",9,4,8
"1073","ENSPTRG00000002806",29,11,10
"1074","ENSPTRG00000002807",264,138,108
"1075","ENSPTRG00000002808",58,34,44
"1076","ENSPTRG00000002809",32,6,20
"1077","ENSPTRG00000002810",69,33,30
"1078","ENSPTRG00000002811",24,3,4
"1079","ENSPTRG00000002815",32,10,8
"1080","ENSPTRG00000002818",27,15,8
"1081","ENSPTRG00000002821",14,1,5
"1082","ENSPTRG00000002822",12,13,11
"1083","ENSPTRG00000002824",16,4,5
"1084","ENSPTRG00000002825",49,26,11
"1085","ENSPTRG00000002829",76,42,36
"1086","ENSPTRG00000002831",20,11,16
"1087","ENSPTRG00000002832",7,4,9
"1088","ENSPTRG00000002835",32,14,18
"1089","ENSPTRG00000002836",31,10,6
"1090","ENSPTRG00000002841",16,5,7
"1091","ENSPTRG00000002843",33,11,18
"1092","ENSPTRG00000002847",44,67,42
"1093","ENSPTRG00000002850",15,7,9
"1094","ENSPTRG00000002851",452,224,157
"1095","ENSPTRG00000002852",44,15,32
"1096","ENSPTRG00000002855",8,7,6
"1097","ENSPTRG00000002858",64,22,9
"1098","ENSPTRG00000002864",4,1,2
"1099","ENSPTRG00000002869",17,8,8
"1100","ENSPTRG00000002870",21,7,9
"1101","ENSPTRG00000002871",9,11,12
"1102","ENSPTRG00000002875",130,64,56
"1103","ENSPTRG00000002876",76,48,50
"1104","ENSPTRG00000002878",10,4,18
"1105","ENSPTRG00000002879",30,18,18
"1106","ENSPTRG00000002883",32,19,8
"1107","ENSPTRG00000002887",49,32,16
"1108","ENSPTRG00000002888",289,130,126
"1109","ENSPTRG00000002891",92,42,37
"1110","ENSPTRG00000002892",1,1,3
"1111","ENSPTRG00000002894",128,77,46
"1112","ENSPTRG00000002896",19,12,10
"1113","ENSPTRG00000002897",134,63,66
"1114","ENSPTRG00000002898",8,1,4
"1115","ENSPTRG00000002902",16,6,2
"1116","ENSPTRG00000002904",4,1,10
"1117","ENSPTRG00000002905",45,50,28
"1118","ENSPTRG00000002907",62,1,28
"1119","ENSPTRG00000002908",28,7,14
"1120","ENSPTRG00000002909",10,4,6
"1121","ENSPTRG00000002910",108,53,117
"1122","ENSPTRG00000002911",50,27,20
"1123","ENSPTRG00000002919",20,10,21
"1124","ENSPTRG00000002920",21,13,16
"1125","ENSPTRG00000002922",4,7,22
"1126","ENSPTRG00000002925",125,47,67
"1127","ENSPTRG00000002926",8,4,9
"1128","ENSPTRG00000002931",4,3,10
"1129","ENSPTRG00000002934",62,20,32
"1130","ENSPTRG00000002935",63,18,22
"1131","ENSPTRG00000002936",19,8,17
"1132","ENSPTRG00000002937",53,42,22
"1133","ENSPTRG00000002938",71,68,45
"1134","ENSPTRG00000002939",89,40,32
"1135","ENSPTRG00000002940",224,149,123
"1136","ENSPTRG00000002941",109,81,48
"1137","ENSPTRG00000002943",4,3,14
"1138","ENSPTRG00000002946",38,18,17
"1139","ENSPTRG00000002947",53,31,24
"1140","ENSPTRG00000002948",20,9,15
"1141","ENSPTRG00000002952",30,20,8
"1142","ENSPTRG00000002955",17,6,7
"1143","ENSPTRG00000002957",14,8,10
"1144","ENSPTRG00000002960",51,10,10
"1145","ENSPTRG00000002961",34,21,4
"1146","ENSPTRG00000002963",13,8,8
"1147","ENSPTRG00000002964",24,9,20
"1148","ENSPTRG00000002966",2,3,4
"1149","ENSPTRG00000002984",29,20,26
"1150","ENSPTRG00000002986",14,10,10
"1151","ENSPTRG00000002988",158,160,86
"1152","ENSPTRG00000002989",38,16,15
"1153","ENSPTRG00000002990",35,9,7
"1154","ENSPTRG00000002992",135,67,52
"1155","ENSPTRG00000002993",33,15,6
"1156","ENSPTRG00000002995",37,31,30
"1157","ENSPTRG00000002996",86,50,49
"1158","ENSPTRG00000003000",78,30,33
"1159","ENSPTRG00000003001",52,30,15
"1160","ENSPTRG00000003004",51,23,13
"1161","ENSPTRG00000003005",14,5,12
"1162","ENSPTRG00000003006",109,20,32
"1163","ENSPTRG00000003008",9,2,11
"1164","ENSPTRG00000003010",12,8,13
"1165","ENSPTRG00000003017",10,11,6
"1166","ENSPTRG00000003019",15,12,4
"1167","ENSPTRG00000003020",65,43,18
"1168","ENSPTRG00000003033",43,14,11
"1169","ENSPTRG00000003034",34,31,15
"1170","ENSPTRG00000003040",14,7,9
"1171","ENSPTRG00000003041",4,1,2
"1172","ENSPTRG00000003042",70,31,39
"1173","ENSPTRG00000003043",86,41,49
"1174","ENSPTRG00000003044",29,10,37
"1175","ENSPTRG00000003054",10,5,10
"1176","ENSPTRG00000003055",16,2,1
"1177","ENSPTRG00000003057",38,8,3
"1178","ENSPTRG00000003060",178,95,64
"1179","ENSPTRG00000003065",22,37,14
"1180","ENSPTRG00000003067",87,137,77
"1181","ENSPTRG00000003073",6,3,2
"1182","ENSPTRG00000003074",30,11,5
"1183","ENSPTRG00000003075",8,4,4
"1184","ENSPTRG00000003079",16,15,7
"1185","ENSPTRG00000003089",30,13,8
"1186","ENSPTRG00000003090",12,12,4
"1187","ENSPTRG00000003091",28,23,33
"1188","ENSPTRG00000003096",71,9,17
"1189","ENSPTRG00000003099",5,4,8
"1190","ENSPTRG00000003103",19,15,12
"1191","ENSPTRG00000003104",96,41,30
"1192","ENSPTRG00000003106",214,123,121
"1193","ENSPTRG00000003110",137,50,82
"1194","ENSPTRG00000003111",159,46,112
"1195","ENSPTRG00000003112",30,1,4
"1196","ENSPTRG00000003117",17,9,10
"1197","ENSPTRG00000003118",68,26,12
"1198","ENSPTRG00000003120",7,2,1
"1199","ENSPTRG00000003121",13,6,6
"1200","ENSPTRG00000003125",19,8,3
"1201","ENSPTRG00000003126",25,13,3
"1202","ENSPTRG00000003129",17,8,8
"1203","ENSPTRG00000003132",191,117,111
"1204","ENSPTRG00000003137",999,525,301
"1205","ENSPTRG00000003138",28,9,5
"1206","ENSPTRG00000003140",57,38,9
"1207","ENSPTRG00000003141",69,54,12
"1208","ENSPTRG00000003142",19,5,7
"1209","ENSPTRG00000003143",40,19,7
"1210","ENSPTRG00000003144",61,23,17
"1211","ENSPTRG00000003153",35,23,6
"1212","ENSPTRG00000003166",4,9,2
"1213","ENSPTRG00000003177",333,208,116
"1214","ENSPTRG00000003178",32,14,11
"1215","ENSPTRG00000003188",95,77,40
"1216","ENSPTRG00000003194",7,3,10
"1217","ENSPTRG00000003200",58,33,23
"1218","ENSPTRG00000003202",7,4,4
"1219","ENSPTRG00000003204",58,31,23
"1220","ENSPTRG00000003207",63,13,29
"1221","ENSPTRG00000003212",58,28,20
"1222","ENSPTRG00000003219",8,6,2
"1223","ENSPTRG00000003257",4,1,9
"1224","ENSPTRG00000003258",96,41,32
"1225","ENSPTRG00000003259",267,288,178
"1226","ENSPTRG00000003281",14,10,8
"1227","ENSPTRG00000003285",23,14,24
"1228","ENSPTRG00000003288",34,29,29
"1229","ENSPTRG00000003290",14,10,5
"1230","ENSPTRG00000003291",45,27,30
"1231","ENSPTRG00000003292",9,4,10
"1232","ENSPTRG00000003295",4,3,4
"1233","ENSPTRG00000003297",17,14,16
"1234","ENSPTRG00000003298",75,73,44
"1235","ENSPTRG00000003299",79,60,37
"1236","ENSPTRG00000003301",118,74,36
"1237","ENSPTRG00000003313",4,2,6
"1238","ENSPTRG00000003315",28,18,16
"1239","ENSPTRG00000003326",556,294,211
"1240","ENSPTRG00000003333",1402,1176,616
"1241","ENSPTRG00000003337",15,4,18
"1242","ENSPTRG00000003340",79,25,34
"1243","ENSPTRG00000003342",5,1,2
"1244","ENSPTRG00000003345",42,12,18
"1245","ENSPTRG00000003346",15,11,8
"1246","ENSPTRG00000003349",22,15,5
"1247","ENSPTRG00000003350",24,6,21
"1248","ENSPTRG00000003351",150,115,74
"1249","ENSPTRG00000003354",6,2,1
"1250","ENSPTRG00000003355",21,8,7
"1251","ENSPTRG00000003357",25,18,12
"1252","ENSPTRG00000003362",470,322,260
"1253","ENSPTRG00000003367",68,38,21
"1254","ENSPTRG00000003376",29,19,22
"1255","ENSPTRG00000003377",32,17,14
"1256","ENSPTRG00000003383",62,21,32
"1257","ENSPTRG00000003384",202,129,89
"1258","ENSPTRG00000003385",314,235,239
"1259","ENSPTRG00000003388",12,1,5
"1260","ENSPTRG00000003396",2,2,8
"1261","ENSPTRG00000003399",15,11,10
"1262","ENSPTRG00000003400",32,10,32
"1263","ENSPTRG00000003401",3,4,8
"1264","ENSPTRG00000003408",9,4,8
"1265","ENSPTRG00000003410",37,14,11
