"gene","GM18558","GM18960","GM19240"
"773","ENSG00000074370",9,25,11
"774","ENSG00000074416",32,48,54
"775","ENSG00000074582",33,30,31
"776","ENSG00000074603",10,15,38
"777","ENSG00000074695",26,51,47
"778","ENSG00000074696",29,49,37
"779","ENSG00000074755",10,14,29
"780","ENSG00000074800",1039,1914,1194
"781","ENSG00000074842",84,160,99
"782","ENSG00000074966",6,2,1
"783","ENSG00000075089",25,35,52
"784","ENSG00000075131",17,33,42
"785","ENSG00000075142",77,238,180
"786","ENSG00000075151",22,26,52
"787","ENSG00000075188",44,86,81
"788","ENSG00000075218",10,21,20
"789","ENSG00000075234",9,10,33
"790","ENSG00000075239",51,128,53
"791","ENSG00000075240",7,6,36
"792","ENSG00000075292",36,41,39
"793","ENSG00000075303",9,28,71
"794","ENSG00000075336",25,45,27
"795","ENSG00000075399",4,5,12
"796","ENSG00000075407",5,8,44
"797","ENSG00000075413",42,42,41
"798","ENSG00000075415",400,432,422
"799","ENSG00000075420",11,8,32
"800","ENSG00000075426",3,2,12
"801","ENSG00000075539",8,10,40
"802","ENSG00000075568",11,18,43
"803","ENSG00000075618",98,231,80
"804","ENSG00000075624",2707,2961,2857
"805","ENSG00000075643",1,2,21
"806","ENSG00000075651",22,24,7
"807","ENSG00000075702",3,9,8
"808","ENSG00000075711",18,26,32
"809","ENSG00000075785",181,210,110
"810","ENSG00000075790",14,20,50
"811","ENSG00000075826",42,52,90
"812","ENSG00000075856",43,59,46
"813","ENSG00000075884",46,75,52
"814","ENSG00000075914",50,57,78
"815","ENSG00000075945",41,55,48
"816","ENSG00000075975",39,30,20
"817","ENSG00000076003",27,111,36
"818","ENSG00000076043",17,17,16
"819","ENSG00000076053",21,31,50
"820","ENSG00000076108",34,33,40
"821","ENSG00000076201",19,18,25
"822","ENSG00000076242",24,38,58
"823","ENSG00000076248",15,58,22
"824","ENSG00000076258",2,4,1
"825","ENSG00000076321",10,8,41
"826","ENSG00000076513",19,29,41
"827","ENSG00000076554",19,40,60
"828","ENSG00000076604",84,96,108
"829","ENSG00000076650",10,7,44
"830","ENSG00000076662",55,115,104
"831","ENSG00000076685",19,25,41
"832","ENSG00000076716",5,3,19
"833","ENSG00000076826",6,4,13
"834","ENSG00000076924",47,51,27
"835","ENSG00000076928",45,70,29
"836","ENSG00000076944",34,74,26
"837","ENSG00000076984",18,21,11
"838","ENSG00000077044",7,15,20
"839","ENSG00000077097",57,98,76
"840","ENSG00000077147",69,88,61
"841","ENSG00000077150",201,265,129
"842","ENSG00000077152",25,58,58
"843","ENSG00000077232",42,58,46
"844","ENSG00000077235",18,25,34
"845","ENSG00000077238",11,9,23
"846","ENSG00000077254",18,20,39
"847","ENSG00000077312",42,107,24
"848","ENSG00000077380",59,71,59
"849","ENSG00000077420",121,109,101
"850","ENSG00000077454",31,54,32
"851","ENSG00000077458",20,20,10
"852","ENSG00000077463",10,33,10
"853","ENSG00000077549",224,373,411
"854","ENSG00000077585",33,29,54
"855","ENSG00000077713",11,10,2
"856","ENSG00000077721",76,100,116
"857","ENSG00000077782",32,15,24
"858","ENSG00000077809",79,137,74
"859","ENSG00000078043",20,17,29
"860","ENSG00000078061",36,50,46
"861","ENSG00000078070",15,30,69
"862","ENSG00000078081",44,38,68
"863","ENSG00000078140",70,92,116
"864","ENSG00000078142",25,37,50
"865","ENSG00000078177",6,5,22
"866","ENSG00000078237",39,52,50
"867","ENSG00000078246",6,3,27
"868","ENSG00000078304",44,43,98
"869","ENSG00000078319",16,18,31
"870","ENSG00000078369",100,134,137
"871","ENSG00000078403",16,14,40
"872","ENSG00000078487",3,3,15
"873","ENSG00000078589",21,21,1
"874","ENSG00000078596",42,49,113
"875","ENSG00000078618",66,90,91
"876","ENSG00000078668",211,286,186
"877","ENSG00000078674",39,64,61
"878","ENSG00000078687",3,4,27
"879","ENSG00000078747",20,21,39
"880","ENSG00000078808",65,91,103
"881","ENSG00000078900",4,8,12
"882","ENSG00000078902",25,29,22
"883","ENSG00000078967",9,9,16
"884","ENSG00000079134",28,37,43
"885","ENSG00000079150",3,5,17
"886","ENSG00000079246",230,500,361
"887","ENSG00000079263",9,20,52
"888","ENSG00000079277",11,13,19
"889","ENSG00000079313",26,29,15
"890","ENSG00000079332",43,45,27
"891","ENSG00000079387",15,19,36
"892","ENSG00000079432",20,17,13
"893","ENSG00000079459",118,321,220
"894","ENSG00000079616",17,64,42
"895","ENSG00000079691",11,10,21
"896","ENSG00000079739",31,34,52
"897","ENSG00000079785",113,129,88
"898","ENSG00000079805",67,90,79
"899","ENSG00000079819",35,64,58
"900","ENSG00000079931",3,16,40
"901","ENSG00000079950",62,70,73
"902","ENSG00000079999",37,61,70
"903","ENSG00000080189",31,30,39
"904","ENSG00000080200",4,2,33
"905","ENSG00000080298",6,6,21
"906","ENSG00000080345",11,14,28
"907","ENSG00000080371",102,90,44
"908","ENSG00000080503",31,85,91
"909","ENSG00000080546",6,5,19
"910","ENSG00000080573",1,2,1
"911","ENSG00000080603",19,16,21
"912","ENSG00000080608",49,64,74
"913","ENSG00000080802",14,16,41
"914","ENSG00000080815",27,29,32
"915","ENSG00000080819",29,36,94
"916","ENSG00000080822",47,56,86
"917","ENSG00000080824",374,1242,736
"918","ENSG00000080839",4,11,2
"919","ENSG00000080845",19,31,10
"920","ENSG00000080986",9,31,11
"921","ENSG00000081019",8,10,5
"922","ENSG00000081052",2,1,16
"923","ENSG00000081059",42,49,61
"924","ENSG00000081087",13,13,30
"925","ENSG00000081154",47,68,87
"926","ENSG00000081189",21,36,52
"927","ENSG00000081237",20,73,74
"928","ENSG00000081320",35,54,25
"929","ENSG00000081721",30,30,13
"930","ENSG00000081760",21,27,32
"931","ENSG00000081791",23,30,32
"932","ENSG00000081870",71,71,15
"933","ENSG00000081913",4,4,23
"934","ENSG00000081985",1,5,40
"935","ENSG00000082068",22,34,22
"936","ENSG00000082153",213,278,185
"937","ENSG00000082212",50,108,78
"938","ENSG00000082213",13,21,15
"939","ENSG00000082258",12,10,19
"940","ENSG00000082269",8,14,47
"941","ENSG00000082293",5,7,14
"942","ENSG00000082512",10,24,39
"943","ENSG00000082515",74,73,59
"944","ENSG00000082516",15,26,17
"945","ENSG00000082641",49,40,69
"946","ENSG00000082701",28,31,44
"947","ENSG00000082781",2,4,33
"948","ENSG00000082805",3,3,16
"949","ENSG00000082898",83,112,68
"950","ENSG00000083093",19,10,16
"951","ENSG00000083097",6,6,18
"952","ENSG00000083099",5,20,12
"953","ENSG00000083123",12,24,33
"954","ENSG00000083168",7,6,17
"955","ENSG00000083223",14,25,46
"956","ENSG00000083290",4,4,20
"957","ENSG00000083312",29,40,36
"958","ENSG00000083444",27,50,24
"959","ENSG00000083457",3,9,29
"960","ENSG00000083520",57,70,38
"961","ENSG00000083535",16,24,45
"962","ENSG00000083544",9,7,25
"963","ENSG00000083635",24,28,49
"964","ENSG00000083642",23,28,20
"965","ENSG00000083720",23,67,34
"966","ENSG00000083750",19,15,31
"967","ENSG00000083799",79,102,84
"968","ENSG00000083807",6,10,24
"969","ENSG00000083812",3,5,17
"970","ENSG00000083828",4,4,21
"971","ENSG00000083842",2,2,34
"972","ENSG00000083845",608,1069,652
"973","ENSG00000083857",3,2,1
"974","ENSG00000083896",69,55,46
"975","ENSG00000083937",57,42,49
"976","ENSG00000084070",78,104,94
"977","ENSG00000084072",31,38,56
"978","ENSG00000084073",36,41,48
"979","ENSG00000084090",94,93,108
"980","ENSG00000084092",34,59,36
"981","ENSG00000084112",15,12,29
"982","ENSG00000084207",451,474,312
"983","ENSG00000084234",9,20,37
"984","ENSG00000084463",84,112,74
"985","ENSG00000084623",205,349,340
"986","ENSG00000084652",44,42,36
"987","ENSG00000084676",16,18,41
"988","ENSG00000084693",14,14,35
"989","ENSG00000084733",82,112,68
"990","ENSG00000084754",156,211,211
"991","ENSG00000084764",5,2,30
"992","ENSG00000084774",26,49,28
"993","ENSG00000085063",69,111,80
"994","ENSG00000085117",215,364,173
"995","ENSG00000085185",3,4,13
"996","ENSG00000085224",13,20,30
"997","ENSG00000085231",56,68,63
"998","ENSG00000085274",13,20,24
"999","ENSG00000085377",20,32,18
"1000","ENSG00000085415",39,62,29
"1001","ENSG00000085433",10,6,10
"1002","ENSG00000085449",18,14,42
"1003","ENSG00000085491",4,5,64
"1004","ENSG00000085511",37,29,19
"1005","ENSG00000085514",15,31,3
"1006","ENSG00000085563",1,2,20
"1007","ENSG00000085662",45,121,142
"1008","ENSG00000085719",46,35,26
"1009","ENSG00000085733",20,18,31
"1010","ENSG00000085760",18,32,32
"1011","ENSG00000085788",19,23,32
"1012","ENSG00000085831",3,4,19
"1013","ENSG00000085832",43,64,62
"1014","ENSG00000085840",5,17,12
"1015","ENSG00000085871",14,12,32
"1016","ENSG00000085978",14,13,18
"1017","ENSG00000085982",4,7,50
"1018","ENSG00000085998",22,31,47
"1019","ENSG00000085999",4,14,36
"1020","ENSG00000086015",8,12,38
"1021","ENSG00000086061",579,773,414
"1022","ENSG00000086062",30,32,60
"1023","ENSG00000086065",79,161,144
"1024","ENSG00000086102",26,27,31
"1025","ENSG00000086200",15,25,17
"1026","ENSG00000086232",49,92,95
"1027","ENSG00000086289",13,10,43
"1028","ENSG00000086300",28,44,38
"1029","ENSG00000086475",25,63,56
"1030","ENSG00000086504",85,95,77
"1031","ENSG00000086544",5,10,30
"1032","ENSG00000086589",39,32,58
"1033","ENSG00000086598",131,143,60
"1034","ENSG00000086619",13,13,20
"1035","ENSG00000086666",17,40,60
"1036","ENSG00000086712",19,16,51
"1037","ENSG00000086717",4,2,52
"1038","ENSG00000086730",92,129,121
"1039","ENSG00000086758",52,75,66
"1040","ENSG00000086827",13,25,22
"1041","ENSG00000086848",14,17,24
"1042","ENSG00000086967",3,3,1
"1043","ENSG00000087008",9,14,22
"1044","ENSG00000087053",18,23,32
"1045","ENSG00000087074",40,28,33
"1046","ENSG00000087076",8,5,21
"1047","ENSG00000087077",32,64,41
"1048","ENSG00000087086",2066,2382,4333
"1049","ENSG00000087087",118,128,70
"1050","ENSG00000087088",83,100,167
"1051","ENSG00000087095",20,18,11
"1052","ENSG00000087152",47,40,38
"1053","ENSG00000087157",17,25,18
"1054","ENSG00000087191",159,197,278
"1055","ENSG00000087206",28,38,65
"1056","ENSG00000087237",12,13,3
"1057","ENSG00000087263",70,74,39
"1058","ENSG00000087266",16,20,26
"1059","ENSG00000087274",56,79,89
"1060","ENSG00000087302",284,458,266
"1061","ENSG00000087338",9,13,24
"1062","ENSG00000087365",140,219,129
"1063","ENSG00000087448",6,11,15
"1064","ENSG00000087460",402,492,502
"1065","ENSG00000087470",49,46,32
"1066","ENSG00000087502",42,45,48
"1067","ENSG00000087586",8,19,20
"1068","ENSG00000087842",24,32,71
"1069","ENSG00000087884",17,23,23
"1070","ENSG00000087995",25,30,10
"1071","ENSG00000088035",8,7,28
"1072","ENSG00000088038",30,36,28
"1073","ENSG00000088179",5,4,20
"1074","ENSG00000088205",82,113,77
"1075","ENSG00000088247",140,157,62
"1076","ENSG00000088256",9,8,3
"1077","ENSG00000088298",8,12,28
"1078","ENSG00000088325",17,61,46
"1079","ENSG00000088340",2,2,4
"1080","ENSG00000088356",62,54,55
"1081","ENSG00000088387",3,4,25
"1082","ENSG00000088448",25,24,29
"1083","ENSG00000088451",18,32,28
"1084","ENSG00000088682",26,51,65
"1085","ENSG00000088766",30,69,149
"1086","ENSG00000088808",3,3,17
"1087","ENSG00000088812",7,4,32
"1088","ENSG00000088832",66,104,167
"1089","ENSG00000088833",44,66,82
"1090","ENSG00000088882",13,43,22
"1091","ENSG00000088888",15,12,11
"1092","ENSG00000088930",71,91,60
"1093","ENSG00000088986",260,184,140
"1094","ENSG00000088992",23,41,25
"1095","ENSG00000089006",107,120,82
"1096","ENSG00000089009",1005,1220,2426
"1097","ENSG00000089022",24,27,22
"1098","ENSG00000089041",3,7,14
"1099","ENSG00000089048",52,33,42
"1100","ENSG00000089053",74,133,84
"1101","ENSG00000089057",3,5,24
"1102","ENSG00000089060",6,3,14
"1103","ENSG00000089063",23,34,41
"1104","ENSG00000089091",4,4,51
"1105","ENSG00000089094",26,26,18
"1106","ENSG00000089123",8,8,24
"1107","ENSG00000089127",28,35,46
"1108","ENSG00000089154",33,60,51
"1109","ENSG00000089157",1180,1609,2939
"1110","ENSG00000089159",7,7,1
"1111","ENSG00000089177",5,5,1
"1112","ENSG00000089195",28,34,16
"1113","ENSG00000089220",121,222,141
"1114","ENSG00000089234",18,26,58
"1115","ENSG00000089248",45,118,99
"1116","ENSG00000089280",228,232,123
"1117","ENSG00000089289",66,73,95
"1118","ENSG00000089327",142,157,41
"1119","ENSG00000089351",27,48,20
"1120","ENSG00000089486",10,20,20
"1121","ENSG00000089597",60,92,67
"1122","ENSG00000089639",13,20,21
"1123","ENSG00000089685",5,30,57
"1124","ENSG00000089692",18,13,28
"1125","ENSG00000089693",147,170,134
"1126","ENSG00000089737",137,114,151
"1127","ENSG00000089818",15,19,34
"1128","ENSG00000089820",26,54,62
"1129","ENSG00000089847",2,2,11
"1130","ENSG00000089876",8,13,58
"1131","ENSG00000089902",10,10,32
"1132","ENSG00000089916",17,15,42
"1133","ENSG00000090006",6,9,11
"1134","ENSG00000090013",36,28,18
"1135","ENSG00000090020",14,12,7
"1136","ENSG00000090054",41,53,54
"1137","ENSG00000090060",77,116,57
"1138","ENSG00000090061",67,61,89
"1139","ENSG00000090097",12,6,30
"1140","ENSG00000090104",271,476,557
"1141","ENSG00000090238",23,22,4
"1142","ENSG00000090263",41,56,36
"1143","ENSG00000090266",42,77,45
"1144","ENSG00000090273",138,192,120
"1145","ENSG00000090316",26,36,16
"1146","ENSG00000090339",128,69,210
"1147","ENSG00000090372",26,34,22
"1148","ENSG00000090432",15,27,14
"1149","ENSG00000090447",11,31,34
"1150","ENSG00000090470",34,30,30
"1151","ENSG00000090487",61,102,53
"1152","ENSG00000090520",113,179,78
"1153","ENSG00000090530",2,3,106
"1154","ENSG00000090565",10,9,16
"1155","ENSG00000090581",20,20,17
"1156","ENSG00000090615",16,18,19
"1157","ENSG00000090621",203,221,216
"1158","ENSG00000090661",30,37,60
"1159","ENSG00000090674",7,5,8
"1160","ENSG00000090686",66,64,62
"1161","ENSG00000090776",6,3,2
"1162","ENSG00000090857",8,7,28
"1163","ENSG00000090861",71,127,137
"1164","ENSG00000090863",33,32,38
"1165","ENSG00000090889",4,16,29
"1166","ENSG00000090905",16,19,32
"1167","ENSG00000090920",2,1,11
"1168","ENSG00000090924",22,11,2
"1169","ENSG00000090989",19,20,20
"1170","ENSG00000091009",19,26,21
"1171","ENSG00000091039",15,15,26
"1172","ENSG00000091073",15,26,24
"1173","ENSG00000091129",3,4,12
"1174","ENSG00000091136",3,3,1
"1175","ENSG00000091140",96,118,82
"1176","ENSG00000091157",3,8,28
"1177","ENSG00000091164",109,149,81
"1178","ENSG00000091317",28,53,81
"1179","ENSG00000091483",64,193,65
"1180","ENSG00000091490",8,20,50
"1181","ENSG00000091527",50,64,68
"1182","ENSG00000091542",42,65,23
"1183","ENSG00000091592",12,8,22
"1184","ENSG00000091640",91,121,135
"1185","ENSG00000091651",16,38,66
"1186","ENSG00000091947",10,16,12
"1187","ENSG00000091972",9,20,20
"1188","ENSG00000092010",272,554,254
"1189","ENSG00000092020",25,21,24
"1190","ENSG00000092051",2,7,14
"1191","ENSG00000092094",42,49,36
"1192","ENSG00000092098",29,32,48
"1193","ENSG00000092108",43,64,40
"1194","ENSG00000092148",26,29,49
"1195","ENSG00000092199",430,379,306
"1196","ENSG00000092201",107,160,75
"1197","ENSG00000092203",39,57,44
"1198","ENSG00000092208",12,19,26
"1199","ENSG00000092330",13,30,8
"1200","ENSG00000092421",4,2,8
"1201","ENSG00000092439",31,27,53
"1202","ENSG00000092531",52,68,91
"1203","ENSG00000092621",42,185,36
"1204","ENSG00000092820",147,241,160
"1205","ENSG00000092841",219,380,372
"1206","ENSG00000092847",9,9,12
"1207","ENSG00000092853",3,11,6
"1208","ENSG00000092871",18,17,34
"1209","ENSG00000092929",72,76,30
"1210","ENSG00000092931",10,7,72
"1211","ENSG00000092964",6,23,35
"1212","ENSG00000093000",24,31,52
"1213","ENSG00000093010",39,48,37
"1214","ENSG00000093144",26,50,54
"1215","ENSG00000093167",15,20,27
"1216","ENSG00000093183",21,32,44
"1217","ENSG00000093217",2,3,39
"1218","ENSG00000094631",18,19,24
"1219","ENSG00000094804",11,43,39
"1220","ENSG00000094880",32,49,38
"1221","ENSG00000094914",46,51,80
"1222","ENSG00000094916",18,30,43
"1223","ENSG00000095002",19,75,45
"1224","ENSG00000095015",6,3,1
"1225","ENSG00000095059",43,58,79
"1226","ENSG00000095066",29,41,39
"1227","ENSG00000095139",68,87,40
"1228","ENSG00000095209",20,23,26
"1229","ENSG00000095261",21,19,47
"1230","ENSG00000095319",48,62,46
"1231","ENSG00000095321",9,5,8
"1232","ENSG00000095370",3,12,12
"1233","ENSG00000095380",32,90,70
"1234","ENSG00000095485",17,20,33
"1235","ENSG00000095564",68,38,42
"1236","ENSG00000095585",126,111,75
"1237","ENSG00000095787",83,76,103
"1238","ENSG00000095794",4,9,23
"1239","ENSG00000095951",16,15,20
"1240","ENSG00000096060",23,54,32
"1241","ENSG00000096063",26,54,71
"1242","ENSG00000096070",5,4,13
"1243","ENSG00000096080",67,86,44
"1244","ENSG00000096092",24,37,47
"1245","ENSG00000096093",4,7,26
"1246","ENSG00000096150",3509,4754,3417
"1247","ENSG00000096384",1016,1469,1304
"1248","ENSG00000096401",40,52,50
"1249","ENSG00000096433",40,26,26
"1250","ENSG00000096654",3,6,45
"1251","ENSG00000096717",21,11,47
"1252","ENSG00000096746",108,165,109
"1253","ENSG00000096872",13,23,12
"1254","ENSG00000096968",8,17,30
"1255","ENSG00000096996",3,6,17
"1256","ENSG00000097007",11,13,43
"1257","ENSG00000097021",35,82,49
"1258","ENSG00000097033",96,107,140
"1259","ENSG00000097046",5,9,12
"1260","ENSG00000099194",38,63,13
"1261","ENSG00000099203",11,12,8
"1262","ENSG00000099204",3,3,24
"1263","ENSG00000099219",11,9,8
"1264","ENSG00000099246",72,79,85
"1265","ENSG00000099251",9,8,10
"1266","ENSG00000099256",1,4,42
"1267","ENSG00000099282",2,4,18
"1268","ENSG00000099290",55,59,73
"1269","ENSG00000099308",6,6,9
"1270","ENSG00000099331",63,61,57
"1271","ENSG00000099337",1,2,9
"1272","ENSG00000099341",98,234,161
"1273","ENSG00000099364",11,17,16
"1274","ENSG00000099381",19,17,12
"1275","ENSG00000099385",12,23,2
"1276","ENSG00000099622",68,80,78
"1277","ENSG00000099624",42,98,1
"1278","ENSG00000099783",170,181,189
"1279","ENSG00000099785",5,8,8
"1280","ENSG00000099795",20,113,4
"1281","ENSG00000099797",52,78,22
"1282","ENSG00000099800",92,158,30
"1283","ENSG00000099804",30,45,78
"1284","ENSG00000099810",24,29,54
"1285","ENSG00000099817",90,187,108
"1286","ENSG00000099821",25,34,19
"1287","ENSG00000099840",18,18,36
"1288","ENSG00000099849",6,6,13
"1289","ENSG00000099860",154,149,88
"1290","ENSG00000099875",498,488,207
"1291","ENSG00000099899",28,39,23
"1292","ENSG00000099901",136,193,95
"1293","ENSG00000099904",18,12,54
"1294","ENSG00000099917",23,40,39
"1295","ENSG00000099940",18,47,144
"1296","ENSG00000099942",27,19,25
"1297","ENSG00000099949",32,20,32
"1298","ENSG00000099956",114,202,111
"1299","ENSG00000099958",2,9,15
"1300","ENSG00000099968",14,12,13
"1301","ENSG00000099977",17,25,116
"1302","ENSG00000099991",7,15,26
"1303","ENSG00000099992",9,11,9
"1304","ENSG00000099995",90,134,84
"1305","ENSG00000100014",15,20,53
"1306","ENSG00000100023",11,17,21
"1307","ENSG00000100024",10,13,18
"1308","ENSG00000100028",47,117,257
"1309","ENSG00000100029",94,104,85
"1310","ENSG00000100030",40,57,30
"1311","ENSG00000100031",9,13,25
"1312","ENSG00000100033",2,3,1
"1313","ENSG00000100034",4,6,46
"1314","ENSG00000100038",12,13,31
"1315","ENSG00000100055",8,8,6
"1316","ENSG00000100056",20,13,38
"1317","ENSG00000100058",12,8,43
"1318","ENSG00000100060",26,52,46
"1319","ENSG00000100068",3,6,22
"1320","ENSG00000100075",36,65,30
"1321","ENSG00000100077",25,28,26
"1322","ENSG00000100083",28,41,42
"1323","ENSG00000100084",25,30,34
"1324","ENSG00000100092",20,62,33
"1325","ENSG00000100097",310,480,149
"1326","ENSG00000100099",10,15,20
"1327","ENSG00000100101",9,15,33
"1328","ENSG00000100104",33,43,22
"1329","ENSG00000100109",42,32,50
"1330","ENSG00000100116",8,15,11
"1331","ENSG00000100124",14,10,19
"1332","ENSG00000100129",398,465,374
"1333","ENSG00000100138",77,79,148
"1334","ENSG00000100139",10,12,16
"1335","ENSG00000100142",45,93,46
"1336","ENSG00000100147",3,5,28
"1337","ENSG00000100150",6,8,17
"1338","ENSG00000100151",9,12,20
"1339","ENSG00000100162",32,62,22
"1340","ENSG00000100201",100,103,147
"1341","ENSG00000100207",12,15,12
"1342","ENSG00000100209",12,18,22
"1343","ENSG00000100211",11,7,26
"1344","ENSG00000100216",155,190,96
"1345","ENSG00000100219",47,144,395
"1346","ENSG00000100220",199,179,160
"1347","ENSG00000100221",54,38,53
"1348","ENSG00000100225",78,91,126
"1349","ENSG00000100226",16,27,34
"1350","ENSG00000100227",35,41,56
"1351","ENSG00000100239",18,26,18
"1352","ENSG00000100241",21,30,18
"1353","ENSG00000100242",24,39,16
"1354","ENSG00000100243",120,149,87
"1355","ENSG00000100258",16,27,6
"1356","ENSG00000100266",56,63,55
"1357","ENSG00000100271",3,6,18
"1358","ENSG00000100280",38,74,43
"1359","ENSG00000100281",6,7,32
"1360","ENSG00000100284",12,30,24
"1361","ENSG00000100292",301,61,351
