"gene","Guchi","Jaqo","Jingjing"
"2444","ENSPPYG00000007325",11,16,7
"2445","ENSPPYG00000007328",42,42,15
"2446","ENSPPYG00000007336",16,9,7
"2447","ENSPPYG00000007337",7,18,15
"2448","ENSPPYG00000007338",3,8,7
"2449","ENSPPYG00000007339",58,68,68
"2450","ENSPPYG00000007344",44,49,19
"2451","ENSPPYG00000007348",6,8,14
"2452","ENSPPYG00000007351",10,10,8
"2453","ENSPPYG00000007357",2,1,1
"2454","ENSPPYG00000007364",33,53,16
"2455","ENSPPYG00000007365",100,156,65
"2456","ENSPPYG00000007366",52,60,92
"2457","ENSPPYG00000007367",9,5,8
"2458","ENSPPYG00000007375",53,31,49
"2459","ENSPPYG00000007377",46,100,22
"2460","ENSPPYG00000007378",2,8,16
"2461","ENSPPYG00000007379",3,19,7
"2462","ENSPPYG00000007380",4,4,13
"2463","ENSPPYG00000007382",16,23,14
"2464","ENSPPYG00000007383",20,34,8
"2465","ENSPPYG00000007388",32,24,8
"2466","ENSPPYG00000007389",34,26,4
"2467","ENSPPYG00000007390",52,53,23
"2468","ENSPPYG00000007391",32,36,22
"2469","ENSPPYG00000007392",24,54,76
"2470","ENSPPYG00000007393",27,21,35
"2471","ENSPPYG00000007397",10,16,2
"2472","ENSPPYG00000007403",24,37,25
"2473","ENSPPYG00000007404",26,44,51
"2474","ENSPPYG00000007409",6,7,6
"2475","ENSPPYG00000007410",40,49,112
"2476","ENSPPYG00000007413",106,102,16
"2477","ENSPPYG00000007419",6,21,9
"2478","ENSPPYG00000007421",8,20,86
"2479","ENSPPYG00000007424",32,28,8
"2480","ENSPPYG00000007426",16,29,22
"2481","ENSPPYG00000007428",29,24,21
"2482","ENSPPYG00000007432",28,53,229
"2483","ENSPPYG00000007434",4,4,5
"2484","ENSPPYG00000007437",7,18,6
"2485","ENSPPYG00000007441",3,6,11
"2486","ENSPPYG00000007445",56,81,17
"2487","ENSPPYG00000007446",3,4,36
"2488","ENSPPYG00000007449",24,37,14
"2489","ENSPPYG00000007451",1,2,8
"2490","ENSPPYG00000007457",91,62,92
"2491","ENSPPYG00000007458",48,32,14
"2492","ENSPPYG00000007460",5,27,14
"2493","ENSPPYG00000007461",15,27,1
"2494","ENSPPYG00000007462",19,30,88
"2495","ENSPPYG00000007465",4,10,28
"2496","ENSPPYG00000007466",1,1,4
"2497","ENSPPYG00000007470",7,8,46
"2498","ENSPPYG00000007472",123,88,202
"2499","ENSPPYG00000007473",18,34,38
"2500","ENSPPYG00000007476",41,55,214
"2501","ENSPPYG00000007477",6,11,11
"2502","ENSPPYG00000007478",6,11,19
"2503","ENSPPYG00000007480",5,10,32
"2504","ENSPPYG00000007482",8,11,22
"2505","ENSPPYG00000007486",18,20,16
"2506","ENSPPYG00000007487",15,21,8
"2507","ENSPPYG00000007488",15,18,39
"2508","ENSPPYG00000007491",2,4,8
"2509","ENSPPYG00000007495",8,6,9
"2510","ENSPPYG00000007497",6,10,3
"2511","ENSPPYG00000007498",40,47,46
"2512","ENSPPYG00000007500",78,87,68
"2513","ENSPPYG00000007501",10,15,41
"2514","ENSPPYG00000007503",50,67,6
"2515","ENSPPYG00000007505",9,24,24
"2516","ENSPPYG00000007508",8,52,52
"2517","ENSPPYG00000007509",40,51,52
"2518","ENSPPYG00000007513",1,1,12
"2519","ENSPPYG00000007515",22,38,22
"2520","ENSPPYG00000007522",81,80,9
"2521","ENSPPYG00000007524",16,23,17
"2522","ENSPPYG00000007534",16,21,11
"2523","ENSPPYG00000007539",76,87,54
"2524","ENSPPYG00000007540",25,27,17
"2525","ENSPPYG00000007541",4,7,14
"2526","ENSPPYG00000007542",27,97,21
"2527","ENSPPYG00000007543",26,49,36
"2528","ENSPPYG00000007544",45,60,53
"2529","ENSPPYG00000007548",21,38,21
"2530","ENSPPYG00000007550",12,12,6
"2531","ENSPPYG00000007554",4,22,19
"2532","ENSPPYG00000007560",63,78,320
"2533","ENSPPYG00000007565",112,251,43
"2534","ENSPPYG00000007566",7,13,11
"2535","ENSPPYG00000007567",133,123,169
"2536","ENSPPYG00000007573",2,4,14
"2537","ENSPPYG00000007581",24,22,52
"2538","ENSPPYG00000007582",5,10,3
"2539","ENSPPYG00000007585",34,27,56
"2540","ENSPPYG00000007589",102,73,47
"2541","ENSPPYG00000007592",69,44,43
"2542","ENSPPYG00000007595",3,3,6
"2543","ENSPPYG00000007597",18,27,12
"2544","ENSPPYG00000007600",8,16,10
"2545","ENSPPYG00000007606",2,6,17
"2546","ENSPPYG00000007607",28,84,1
"2547","ENSPPYG00000007609",47,54,14
"2548","ENSPPYG00000007611",17,16,21
"2549","ENSPPYG00000007612",4,3,1
"2550","ENSPPYG00000007616",24,13,37
"2551","ENSPPYG00000007618",28,25,47
"2552","ENSPPYG00000007619",214,195,1591
"2553","ENSPPYG00000007628",41,43,33
"2554","ENSPPYG00000007631",17,23,40
"2555","ENSPPYG00000007633",17,56,8
"2556","ENSPPYG00000007639",10,27,14
"2557","ENSPPYG00000007641",1,9,144
"2558","ENSPPYG00000007642",24,18,134
"2559","ENSPPYG00000007646",8,13,40
"2560","ENSPPYG00000007647",8,12,21
"2561","ENSPPYG00000007651",2,14,38
"2562","ENSPPYG00000007652",88,92,360
"2563","ENSPPYG00000007653",8,12,2
"2564","ENSPPYG00000007654",49,31,180
"2565","ENSPPYG00000007659",8,13,23
"2566","ENSPPYG00000007663",4,11,7
"2567","ENSPPYG00000007665",10,16,10
"2568","ENSPPYG00000007667",26,38,27
"2569","ENSPPYG00000007669",5,9,10
"2570","ENSPPYG00000007672",2,3,15
"2571","ENSPPYG00000007673",5,19,6
"2572","ENSPPYG00000007674",7,8,38
"2573","ENSPPYG00000007676",20,6,76
"2574","ENSPPYG00000007679",2,7,8
"2575","ENSPPYG00000007681",1,5,12
"2576","ENSPPYG00000007682",3,4,7
"2577","ENSPPYG00000007701",18,20,106
"2578","ENSPPYG00000007703",9,17,9
"2579","ENSPPYG00000007708",18,16,2
"2580","ENSPPYG00000007709",1,4,57
"2581","ENSPPYG00000007725",18,19,10
"2582","ENSPPYG00000007727",5,5,4
"2583","ENSPPYG00000007729",12,27,10
"2584","ENSPPYG00000007731",31,18,27
"2585","ENSPPYG00000007732",58,79,27
"2586","ENSPPYG00000007733",7,7,7
"2587","ENSPPYG00000007742",6,10,15
"2588","ENSPPYG00000007746",5,10,8
"2589","ENSPPYG00000007757",9,13,9
"2590","ENSPPYG00000007758",12,6,18
"2591","ENSPPYG00000007761",38,51,22
"2592","ENSPPYG00000007762",12,22,9
"2593","ENSPPYG00000007765",17,15,29
"2594","ENSPPYG00000007766",56,68,296
"2595","ENSPPYG00000007769",148,247,34
"2596","ENSPPYG00000007771",29,53,18
"2597","ENSPPYG00000007772",8,17,24
"2598","ENSPPYG00000007773",31,35,20
"2599","ENSPPYG00000007774",1,2,7
"2600","ENSPPYG00000007776",3,3,8
"2601","ENSPPYG00000007777",65,95,71
"2602","ENSPPYG00000007780",6,8,4
"2603","ENSPPYG00000007788",10,18,7
"2604","ENSPPYG00000007790",12,11,10
"2605","ENSPPYG00000007792",25,26,27
"2606","ENSPPYG00000007793",13,19,11
"2607","ENSPPYG00000007796",44,83,62
"2608","ENSPPYG00000007797",25,41,18
"2609","ENSPPYG00000007818",6,33,13
"2610","ENSPPYG00000007821",8,3,16
"2611","ENSPPYG00000007823",7,12,7
"2612","ENSPPYG00000007828",7,8,1
"2613","ENSPPYG00000007829",10,6,15
"2614","ENSPPYG00000007831",28,36,15
"2615","ENSPPYG00000007834",26,37,16
"2616","ENSPPYG00000007838",42,48,33
"2617","ENSPPYG00000007844",132,126,464
"2618","ENSPPYG00000007845",5,7,10
"2619","ENSPPYG00000007848",43,43,24
"2620","ENSPPYG00000007849",28,37,31
"2621","ENSPPYG00000007850",546,560,1096
"2622","ENSPPYG00000007851",3,13,39
"2623","ENSPPYG00000007852",27,50,35
"2624","ENSPPYG00000007853",11,18,12
"2625","ENSPPYG00000007855",50,52,9
"2626","ENSPPYG00000007860",6,7,6
"2627","ENSPPYG00000007866",29,30,42
"2628","ENSPPYG00000007867",24,24,19
"2629","ENSPPYG00000007868",72,75,77
"2630","ENSPPYG00000007870",94,148,117
"2631","ENSPPYG00000007872",22,22,32
"2632","ENSPPYG00000007875",3,2,5
"2633","ENSPPYG00000007877",3,2,11
"2634","ENSPPYG00000007879",11,14,130
"2635","ENSPPYG00000007889",29,69,79
"2636","ENSPPYG00000007890",31,23,193
"2637","ENSPPYG00000007897",1,10,1
"2638","ENSPPYG00000007898",91,114,119
"2639","ENSPPYG00000007899",8,19,8
"2640","ENSPPYG00000007901",187,198,576
"2641","ENSPPYG00000007902",72,65,49
"2642","ENSPPYG00000007903",19,27,53
"2643","ENSPPYG00000007907",637,453,287
"2644","ENSPPYG00000007908",9,25,13
"2645","ENSPPYG00000007909",44,65,84
"2646","ENSPPYG00000007914",13,7,5
"2647","ENSPPYG00000007915",32,32,142
"2648","ENSPPYG00000007921",3,10,3
"2649","ENSPPYG00000007924",13,43,4
"2650","ENSPPYG00000007926",402,432,770
"2651","ENSPPYG00000007928",31,32,57
"2652","ENSPPYG00000007930",23,27,11
"2653","ENSPPYG00000007931",16,32,66
"2654","ENSPPYG00000007934",41,54,5
"2655","ENSPPYG00000007940",32,40,15
"2656","ENSPPYG00000007943",115,91,173
"2657","ENSPPYG00000007944",7,13,24
"2658","ENSPPYG00000007949",5,11,8
"2659","ENSPPYG00000007950",13,21,8
"2660","ENSPPYG00000007953",20,13,144
"2661","ENSPPYG00000007954",7,15,10
"2662","ENSPPYG00000007955",9,16,8
"2663","ENSPPYG00000007956",27,25,111
"2664","ENSPPYG00000007962",10,22,10
"2665","ENSPPYG00000007963",8,4,4
"2666","ENSPPYG00000007967",4,1,18
"2667","ENSPPYG00000007968",15,28,6
"2668","ENSPPYG00000007970",24,22,164
"2669","ENSPPYG00000007977",6,28,6
"2670","ENSPPYG00000007984",23,34,14
"2671","ENSPPYG00000007992",3,5,8
"2672","ENSPPYG00000007993",20,25,7
"2673","ENSPPYG00000007997",29,40,25
"2674","ENSPPYG00000008005",19,31,21
"2675","ENSPPYG00000008011",8,12,8
"2676","ENSPPYG00000008013",15,26,23
"2677","ENSPPYG00000008015",19,21,62
"2678","ENSPPYG00000008016",148,159,251
"2679","ENSPPYG00000008017",24,19,50
"2680","ENSPPYG00000008019",67,96,252
"2681","ENSPPYG00000008021",6,3,8
"2682","ENSPPYG00000008026",9,8,18
"2683","ENSPPYG00000008027",18,22,11
"2684","ENSPPYG00000008028",9,15,23
"2685","ENSPPYG00000008029",31,44,92
"2686","ENSPPYG00000008030",2,2,9
"2687","ENSPPYG00000008033",14,16,26
"2688","ENSPPYG00000008037",3,11,12
"2689","ENSPPYG00000008041",5,18,12
"2690","ENSPPYG00000008042",11,8,29
"2691","ENSPPYG00000008043",30,41,15
"2692","ENSPPYG00000008047",42,70,30
"2693","ENSPPYG00000008049",11,15,6
"2694","ENSPPYG00000008051",13,14,18
"2695","ENSPPYG00000008054",25,29,13
"2696","ENSPPYG00000008056",2,8,1
"2697","ENSPPYG00000008062",13,3,38
"2698","ENSPPYG00000008064",4,8,13
"2699","ENSPPYG00000008068",19,35,6
"2700","ENSPPYG00000008070",4,6,10
"2701","ENSPPYG00000008073",37,58,20
"2702","ENSPPYG00000008076",39,58,10
"2703","ENSPPYG00000008077",24,34,1
"2704","ENSPPYG00000008078",4,9,7
"2705","ENSPPYG00000008081",4,3,10
"2706","ENSPPYG00000008082",4,9,5
"2707","ENSPPYG00000008086",12,8,15
"2708","ENSPPYG00000008087",23,26,20
"2709","ENSPPYG00000008089",54,76,25
"2710","ENSPPYG00000008090",14,19,2
"2711","ENSPPYG00000008093",4,4,8
"2712","ENSPPYG00000008097",26,30,24
"2713","ENSPPYG00000008098",28,23,13
"2714","ENSPPYG00000008100",12,136,40
"2715","ENSPPYG00000008103",35,22,15
"2716","ENSPPYG00000008104",26,19,58
"2717","ENSPPYG00000008105",27,48,42
"2718","ENSPPYG00000008107",1,20,30
"2719","ENSPPYG00000008108",1426,1178,4668
"2720","ENSPPYG00000008111",49,56,33
"2721","ENSPPYG00000008113",27,20,18
"2722","ENSPPYG00000008114",44,17,33
"2723","ENSPPYG00000008115",4,1,7
"2724","ENSPPYG00000008116",16,30,8
"2725","ENSPPYG00000008119",7,6,5
"2726","ENSPPYG00000008121",32,29,14
"2727","ENSPPYG00000008124",3,16,7
"2728","ENSPPYG00000008128",4,5,19
"2729","ENSPPYG00000008129",2,1,13
"2730","ENSPPYG00000008130",10,19,18
"2731","ENSPPYG00000008132",48,52,14
"2732","ENSPPYG00000008134",4,6,6
"2733","ENSPPYG00000008140",32,39,16
"2734","ENSPPYG00000008143",6,10,12
"2735","ENSPPYG00000008147",6,9,5
"2736","ENSPPYG00000008153",3,10,50
"2737","ENSPPYG00000008154",38,56,50
"2738","ENSPPYG00000008157",17,25,14
"2739","ENSPPYG00000008159",1,3,6
"2740","ENSPPYG00000008160",6,7,3
"2741","ENSPPYG00000008161",82,99,18
"2742","ENSPPYG00000008162",73,96,54
"2743","ENSPPYG00000008164",12,14,10
"2744","ENSPPYG00000008174",3,2,11
"2745","ENSPPYG00000008176",8,13,13
"2746","ENSPPYG00000008177",11,14,22
"2747","ENSPPYG00000008178",7,3,2
"2748","ENSPPYG00000008180",26,42,75
"2749","ENSPPYG00000008182",5,1,12
"2750","ENSPPYG00000008188",34,35,17
"2751","ENSPPYG00000008194",79,73,46
"2752","ENSPPYG00000008198",4,4,46
"2753","ENSPPYG00000008204",74,58,16
"2754","ENSPPYG00000008210",62,51,33
"2755","ENSPPYG00000008211",16,20,23
"2756","ENSPPYG00000008213",10,16,17
"2757","ENSPPYG00000008215",73,68,218
"2758","ENSPPYG00000008216",6,6,14
"2759","ENSPPYG00000008218",16,30,8
"2760","ENSPPYG00000008220",6,10,8
"2761","ENSPPYG00000008221",12,20,14
"2762","ENSPPYG00000008224",4,24,25
"2763","ENSPPYG00000008226",13,8,44
"2764","ENSPPYG00000008230",19,21,6
"2765","ENSPPYG00000008233",43,71,149
"2766","ENSPPYG00000008234",3,5,3
"2767","ENSPPYG00000008239",40,94,27
"2768","ENSPPYG00000008240",41,67,14
"2769","ENSPPYG00000008241",3,37,24
"2770","ENSPPYG00000008242",1,2,10
"2771","ENSPPYG00000008244",6,19,32
"2772","ENSPPYG00000008245",23,23,11
"2773","ENSPPYG00000008247",48,44,11
"2774","ENSPPYG00000008249",20,32,5
"2775","ENSPPYG00000008250",4,8,12
"2776","ENSPPYG00000008259",15,10,3
"2777","ENSPPYG00000008266",40,59,80
"2778","ENSPPYG00000008268",193,58,670
"2779","ENSPPYG00000008269",14,29,10
"2780","ENSPPYG00000008273",39,60,190
"2781","ENSPPYG00000008278",10,14,17
"2782","ENSPPYG00000008280",2,2,12
"2783","ENSPPYG00000008281",3,9,5
"2784","ENSPPYG00000008282",4,3,27
"2785","ENSPPYG00000008284",18,29,18
"2786","ENSPPYG00000008286",54,34,595
"2787","ENSPPYG00000008287",8,12,16
"2788","ENSPPYG00000008290",17,25,44
"2789","ENSPPYG00000008293",39,34,12
"2790","ENSPPYG00000008300",6,16,8
"2791","ENSPPYG00000008301",4,7,6
"2792","ENSPPYG00000008306",7,17,2
"2793","ENSPPYG00000008307",12,19,21
"2794","ENSPPYG00000008309",72,65,57
"2795","ENSPPYG00000008314",45,49,47
"2796","ENSPPYG00000008315",6,14,11
"2797","ENSPPYG00000008316",3,3,4
"2798","ENSPPYG00000008319",1,5,44
"2799","ENSPPYG00000008320",87,87,84
"2800","ENSPPYG00000008325",1,3,6
"2801","ENSPPYG00000008330",3,2,7
"2802","ENSPPYG00000008332",54,78,54
"2803","ENSPPYG00000008333",78,83,74
"2804","ENSPPYG00000008337",43,72,42
"2805","ENSPPYG00000008341",3,3,16
"2806","ENSPPYG00000008342",13,28,46
"2807","ENSPPYG00000008343",9,13,7
"2808","ENSPPYG00000008344",24,26,19
"2809","ENSPPYG00000008345",7,25,12
"2810","ENSPPYG00000008353",9,12,1
"2811","ENSPPYG00000008357",15,27,6
"2812","ENSPPYG00000008362",22,37,21
"2813","ENSPPYG00000008363",9,9,19
"2814","ENSPPYG00000008366",38,36,119
"2815","ENSPPYG00000008367",21,23,26
"2816","ENSPPYG00000008372",127,106,33
"2817","ENSPPYG00000008373",42,54,39
"2818","ENSPPYG00000008375",65,40,339
"2819","ENSPPYG00000008377",65,62,24
"2820","ENSPPYG00000008380",33,28,10
"2821","ENSPPYG00000008384",35,34,17
"2822","ENSPPYG00000008386",8,6,20
"2823","ENSPPYG00000008387",20,24,7
"2824","ENSPPYG00000008388",21,20,48
"2825","ENSPPYG00000008390",9,8,8
"2826","ENSPPYG00000008392",50,58,33
"2827","ENSPPYG00000008393",36,79,97
"2828","ENSPPYG00000008394",14,33,14
"2829","ENSPPYG00000008398",47,77,17
"2830","ENSPPYG00000008402",80,67,232
"2831","ENSPPYG00000008403",18,45,8
"2832","ENSPPYG00000008407",10,5,12
"2833","ENSPPYG00000008409",2,4,1
"2834","ENSPPYG00000008410",4,16,14
"2835","ENSPPYG00000008449",6,11,32
"2836","ENSPPYG00000008456",53,72,106
"2837","ENSPPYG00000008457",183,109,11
"2838","ENSPPYG00000008459",1,16,8
"2839","ENSPPYG00000008460",17,24,24
"2840","ENSPPYG00000008462",13,21,8
"2841","ENSPPYG00000008464",21,14,10
"2842","ENSPPYG00000008465",5,12,12
"2843","ENSPPYG00000008469",2,6,22
"2844","ENSPPYG00000008470",12,20,24
"2845","ENSPPYG00000008473",37,41,8
"2846","ENSPPYG00000008478",14,13,93
"2847","ENSPPYG00000008479",2,2,9
"2848","ENSPPYG00000008480",3,4,4
"2849","ENSPPYG00000008483",13,18,27
"2850","ENSPPYG00000008492",1224,1652,4124
"2851","ENSPPYG00000008493",4,10,2
"2852","ENSPPYG00000008500",14,53,8
"2853","ENSPPYG00000008501",1445,1344,2877
"2854","ENSPPYG00000008503",9,15,14
"2855","ENSPPYG00000008505",165,118,1130
"2856","ENSPPYG00000008506",31,51,15
"2857","ENSPPYG00000008508",4,22,11
"2858","ENSPPYG00000008509",3,8,8
"2859","ENSPPYG00000008511",8,6,3
"2860","ENSPPYG00000008512",1,1,8
"2861","ENSPPYG00000008513",7,12,7
"2862","ENSPPYG00000008516",5,10,14
"2863","ENSPPYG00000008522",3,15,3
"2864","ENSPPYG00000008523",17,53,26
"2865","ENSPPYG00000008526",35,29,59
"2866","ENSPPYG00000008527",8,15,1
"2867","ENSPPYG00000008528",6,48,4
"2868","ENSPPYG00000008529",14,16,12
"2869","ENSPPYG00000008530",35,56,22
"2870","ENSPPYG00000008531",42,79,11
"2871","ENSPPYG00000008532",53,65,83
"2872","ENSPPYG00000008533",114,100,363
"2873","ENSPPYG00000008534",57,48,23
"2874","ENSPPYG00000008536",26,23,13
"2875","ENSPPYG00000008538",6,3,12
"2876","ENSPPYG00000008539",3,5,10
"2877","ENSPPYG00000008546",15,20,24
"2878","ENSPPYG00000008547",269,493,34
"2879","ENSPPYG00000008548",5,19,27
"2880","ENSPPYG00000008549",12,10,12
"2881","ENSPPYG00000008550",8,5,17
"2882","ENSPPYG00000008551",7,7,10
"2883","ENSPPYG00000008554",1,1,1
"2884","ENSPPYG00000008555",4,2,6
"2885","ENSPPYG00000008557",9,14,10
"2886","ENSPPYG00000008564",5,6,6
"2887","ENSPPYG00000008565",42,48,35
"2888","ENSPPYG00000008566",18,9,11
"2889","ENSPPYG00000008567",52,50,61
"2890","ENSPPYG00000008568",11,13,12
"2891","ENSPPYG00000008569",127,140,247
"2892","ENSPPYG00000008570",16,39,15
"2893","ENSPPYG00000008578",5,6,9
"2894","ENSPPYG00000008579",6,4,2
"2895","ENSPPYG00000008584",4,7,6
"2896","ENSPPYG00000008586",13,15,37
"2897","ENSPPYG00000008587",2,12,4
"2898","ENSPPYG00000008588",6,11,20
"2899","ENSPPYG00000008592",77,191,959
"2900","ENSPPYG00000008603",6,21,9
"2901","ENSPPYG00000008607",11,22,94
"2902","ENSPPYG00000008612",2,2,10
"2903","ENSPPYG00000008614",30,39,143
"2904","ENSPPYG00000008615",200,264,322
"2905","ENSPPYG00000008618",8,13,52
"2906","ENSPPYG00000008620",129,116,1315
"2907","ENSPPYG00000008621",39,34,50
"2908","ENSPPYG00000008622",14,19,10
"2909","ENSPPYG00000008623",36,49,84
"2910","ENSPPYG00000008624",8,10,16
"2911","ENSPPYG00000008625",12,16,51
"2912","ENSPPYG00000008626",92,70,19
"2913","ENSPPYG00000008628",8,13,9
"2914","ENSPPYG00000008629",33,26,43
"2915","ENSPPYG00000008632",6,15,13
"2916","ENSPPYG00000008633",26,34,82
"2917","ENSPPYG00000008635",8,25,60
"2918","ENSPPYG00000008636",152,206,180
"2919","ENSPPYG00000008637",5,8,14
"2920","ENSPPYG00000008639",10,32,8
"2921","ENSPPYG00000008640",27,63,10
"2922","ENSPPYG00000008643",26,26,75
"2923","ENSPPYG00000008644",9,10,9
"2924","ENSPPYG00000008645",13,12,26
"2925","ENSPPYG00000008646",52,42,237
"2926","ENSPPYG00000008647",7,8,1
"2927","ENSPPYG00000008651",28,48,63
"2928","ENSPPYG00000008654",1,5,32
"2929","ENSPPYG00000008656",10,33,9
"2930","ENSPPYG00000008658",4,8,5
"2931","ENSPPYG00000008660",4,13,8
"2932","ENSPPYG00000008667",39,28,143
"2933","ENSPPYG00000008669",4,14,1
"2934","ENSPPYG00000008673",21,28,16
"2935","ENSPPYG00000008681",7,20,38
"2936","ENSPPYG00000008684",74,153,33
"2937","ENSPPYG00000008685",10,9,42
"2938","ENSPPYG00000008686",12,13,29
"2939","ENSPPYG00000008687",8,4,38
"2940","ENSPPYG00000008691",11,12,13
"2941","ENSPPYG00000008694",60,64,2
"2942","ENSPPYG00000008695",11,18,1
"2943","ENSPPYG00000008703",9,10,12
"2944","ENSPPYG00000008712",1,1,15
"2945","ENSPPYG00000008713",8,22,22
"2946","ENSPPYG00000008714",81,111,126
"2947","ENSPPYG00000008716",2,6,2
"2948","ENSPPYG00000008717",1,6,9
"2949","ENSPPYG00000008719",4,6,27
"2950","ENSPPYG00000008721",2,3,19
"2951","ENSPPYG00000008725",4,11,10
"2952","ENSPPYG00000008729",2,4,20
"2953","ENSPPYG00000008730",3,9,7
"2954","ENSPPYG00000008731",3,7,21
"2955","ENSPPYG00000008735",1203,1215,298
"2956","ENSPPYG00000008736",5,10,4
"2957","ENSPPYG00000008737",25,35,9
"2958","ENSPPYG00000008741",16,15,9
"2959","ENSPPYG00000008742",12,9,19
"2960","ENSPPYG00000008743",15,48,10
"2961","ENSPPYG00000008744",75,55,568
"2962","ENSPPYG00000008745",10,15,28
"2963","ENSPPYG00000008747",157,256,39
"2964","ENSPPYG00000008748",104,210,101
"2965","ENSPPYG00000008749",60,77,360
"2966","ENSPPYG00000008750",14,15,96
"2967","ENSPPYG00000008752",39,24,53
"2968","ENSPPYG00000008753",6,24,9
"2969","ENSPPYG00000008755",27,70,15
"2970","ENSPPYG00000008760",5,14,75
"2971","ENSPPYG00000008761",5,11,29
"2972","ENSPPYG00000008762",13,15,19
"2973","ENSPPYG00000008763",3,10,67
"2974","ENSPPYG00000008764",15,15,46
"2975","ENSPPYG00000008765",11,25,12
"2976","ENSPPYG00000008766",31,49,71
"2977","ENSPPYG00000008767",30,54,78
"2978","ENSPPYG00000008768",12,33,5
"2979","ENSPPYG00000008769",1,4,10
"2980","ENSPPYG00000008770",1,12,10
"2981","ENSPPYG00000008771",34,37,21
"2982","ENSPPYG00000008778",7,10,37
"2983","ENSPPYG00000008779",3,5,40
"2984","ENSPPYG00000008780",29,22,45
"2985","ENSPPYG00000008784",8,25,1
"2986","ENSPPYG00000008786",1,5,4
"2987","ENSPPYG00000008787",9,13,2
"2988","ENSPPYG00000008788",5,8,7
"2989","ENSPPYG00000008789",16,11,37
"2990","ENSPPYG00000008791",2,4,3
"2991","ENSPPYG00000008796",30,59,8
"2992","ENSPPYG00000008804",8,15,2
"2993","ENSPPYG00000008806",15,9,1
"2994","ENSPPYG00000008807",10,16,14
"2995","ENSPPYG00000008809",18,36,34
"2996","ENSPPYG00000008811",72,95,6
"2997","ENSPPYG00000008812",8,16,8
"2998","ENSPPYG00000008814",30,27,24
"2999","ENSPPYG00000008815",12,13,18
"3000","ENSPPYG00000008825",44,41,5
"3001","ENSPPYG00000008838",13,17,8
"3002","ENSPPYG00000008842",3,4,10
"3003","ENSPPYG00000008852",1,1,4
"3004","ENSPPYG00000008860",16,26,59
"3005","ENSPPYG00000008864",4,12,8
"3006","ENSPPYG00000008876",106,91,25
"3007","ENSPPYG00000008877",39,36,15
"3008","ENSPPYG00000008880",5,10,15
"3009","ENSPPYG00000008881",26,39,19
"3010","ENSPPYG00000008883",3,5,20
"3011","ENSPPYG00000008886",7,10,10
"3012","ENSPPYG00000008888",29,32,58
"3013","ENSPPYG00000008889",3,5,10
"3014","ENSPPYG00000008892",46,36,6
"3015","ENSPPYG00000008907",57,74,16
"3016","ENSPPYG00000008909",64,62,172
"3017","ENSPPYG00000008911",32,41,202
"3018","ENSPPYG00000008915",16,17,58
"3019","ENSPPYG00000008916",7,8,14
"3020","ENSPPYG00000008920",139,188,509
"3021","ENSPPYG00000008923",23,46,7
"3022","ENSPPYG00000008924",33,29,47
"3023","ENSPPYG00000008925",17,30,11
"3024","ENSPPYG00000008933",1,2,2
"3025","ENSPPYG00000008934",103,93,34
"3026","ENSPPYG00000008937",2,2,5
"3027","ENSPPYG00000008945",15,32,19
"3028","ENSPPYG00000008952",21,21,15
"3029","ENSPPYG00000008962",131,139,21
"3030","ENSPPYG00000008970",80,202,367
"3031","ENSPPYG00000008971",6,63,138
"3032","ENSPPYG00000008972",1104,3659,1729
"3033","ENSPPYG00000008979",11,17,23
"3034","ENSPPYG00000008980",9,13,17
"3035","ENSPPYG00000008982",44,37,14
"3036","ENSPPYG00000008983",17,18,33
"3037","ENSPPYG00000008984",40,52,51
"3038","ENSPPYG00000008985",3,6,6
"3039","ENSPPYG00000008987",8,16,1
"3040","ENSPPYG00000008989",4,5,8
"3041","ENSPPYG00000008990",38,45,32
"3042","ENSPPYG00000008997",5,9,13
"3043","ENSPPYG00000009004",16,15,12
"3044","ENSPPYG00000009006",54,65,23
"3045","ENSPPYG00000009008",42,26,6
"3046","ENSPPYG00000009009",12,17,12
